source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,phot_g_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,phot_variable_flag,teff_val,teff_percentile_lower,teff_percentile_upper,a_g_val,radius_val,radius_percentile_lower,radius_percentile_upper,lum_val,lum_percentile_lower,lum_percentile_upper,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
2052975370856687744,291.55695542998797,0.01433305321699879,39.227292252504775,0.017800428259710222,1.418917538593872,0.018742172843872525,14.019727,0.90995693,,,0,"NOT_AVAILABLE",5428.0,5354.0,5497.5,0.2548,1.0962896,1.068746,1.1268036,0.93994975,0.9055016,0.9743979,"Gaia DR2 2052975370856687744",291.55695542998797,39.227292252504775,1.4189,-2.0509,-0.8006,0.0,2015.5,7.105427357601002E-15
2126556132093765888,292.21959997203754,0.03177285171003278,44.61736674086256,0.03772735305008143,24.933966886217362,0.04008738390193088,14.993085,2.6423092,,,0,"NOT_AVAILABLE",4021.22,3797.0125,4106.223,0.301,,,,,,,"Gaia DR2 2126556132093765888",292.21959997203754,44.61736674086256,24.934,93.1258,-417.4203,0.0,2015.5,0.0
2128273225659492608,292.8557189393283,0.017722075665350986,46.39118829177163,0.021358973359131544,1.2894123423803445,0.0219914361809023,14.280011,0.8911581,,,0,"NOT_AVAILABLE",5577.5176,5510.0,5881.75,0.1517,1.0058652,0.9045,1.0306673,0.88214123,0.84242666,0.9218558,"Gaia DR2 2128273225659492608",292.8557189393283,46.39118829177163,1.2894,-2.0075,3.755,0.0,2015.5,7.105427357601002E-15
2053562475706063744,292.8729292267674,0.03396839284241769,41.064172732205705,0.042215558274770415,2.5903903876837764,0.04340382253457759,15.980444,1.9762144,,,0,"NOT_AVAILABLE",3820.0,3767.3333,4122.473,1.021,0.664157,0.5702717,0.6828564,0.08462323,0.08143579,0.08781067,"Gaia DR2 2053562475706063744",292.8729292267674,41.064172732205705,2.5904,4.6351,-21.5789,0.0,2015.5,1.4210854715202004E-14
2107622335702262400,283.02285271542553,0.014426480604583184,47.261143056109546,0.017423822573565128,1.5456703863292958,0.017089506806388915,14.622627,1.0517159,,,0,"NOT_AVAILABLE",5055.0576,4989.075,5098.927,0.0995,0.904748,0.8892468,0.92883754,0.48156446,0.46633232,0.4967966,"Gaia DR2 2107622335702262400",283.02285271542553,47.261143056109546,1.5457,1.9272,-6.5881,0.0,2015.5,0.0
2073274618947678464,296.35862513070816,0.019250850276475134,39.115203292244985,0.022653881020582998,1.003696644227309,0.02522700530881633,14.866321,0.95695305,,,0,"NOT_AVAILABLE",5360.5,5307.75,5474.1934,0.2297,1.0804477,1.0360342,1.10203,0.86840725,0.813017,0.9237975,"Gaia DR2 2073274618947678464",296.35862513070816,39.115203292244985,1.0037,-4.1848,0.1362,0.0,2015.5,0.0
2129503235571760128,290.84908991691333,0.017723439312415993,48.41597818748252,0.018913303536846754,1.081619123437138,0.02003719477025479,14.670403,0.8778324,,,0,"NOT_AVAILABLE",5537.085,5385.7354,5775.0,0.1073,1.0183756,0.93619514,1.0764165,0.878285,0.83409345,0.92247653,"Gaia DR2 2129503235571760128",290.84908991691333,48.41597818748252,1.0816,-0.1772,-8.1122,0.0,2015.5,0.0
2107001283431633408,283.21256214630023,0.011517325704420399,45.34969915195774,0.013117185650070784,3.2947358457918883,0.01336835796711641,13.719659,1.1571808,,,0,"NOT_AVAILABLE",4933.0,4901.41,5008.5425,0.0977,0.68457025,0.6640756,0.69342285,0.25002027,0.24685338,0.25318715,"Gaia DR2 2107001283431633408",283.21256214630023,45.34969915195774,3.2947,-25.1534,-31.1696,0.0,2015.5,0.0
2102119176929154304,288.68872212858986,0.023018088789003608,41.15110760950515,0.024279287083060312,3.263838524504479,0.02887686734389901,10.965596,0.7067919,-16.720149755736376,0.9622696085321478,9,"NOT_AVAILABLE",6178.467,5947.1,6507.43,0.427,1.466971,1.3224033,1.5833338,2.8252747,2.7846646,2.8658848,"Gaia DR2 2102119176929154304",288.68872212858986,41.15110760950515,3.2638,0.9703,-14.1892,-16.7201,2015.5,7.105427357601002E-15
2130825020347168512,288.32787779575966,0.02355096275394376,47.381537975341374,0.026171621696405887,1.0947158784073179,0.026100832400333618,15.336959,1.0770426,,,0,"NOT_AVAILABLE",5198.105,4943.3,5371.4,0.228,0.8582387,0.80375415,0.9489958,0.484497,0.4554516,0.5135424,"Gaia DR2 2130825020347168512",288.32787779575966,47.381537975341374,1.0947,-2.2793,-4.0799,0.0,2015.5,7.105427357601002E-15
2126436800722944000,293.2609013066638,0.012180745459022762,44.86886564417808,0.014234501789844145,1.3398916644968708,0.014232246848680859,13.71201,0.8593807,,,0,"NOT_AVAILABLE",5766.0,5628.9,5905.7373,0.3975,1.1681837,1.1135563,1.2257823,1.3589876,1.3149531,1.403022,"Gaia DR2 2126436800722944000",293.2609013066638,44.86886564417808,1.3399,-9.7037,-6.7065,0.0,2015.5,7.105427357601002E-15
2128369501647063808,292.14455337468917,0.02786640469683797,47.157360433148604,0.032898353401913646,1.0109328167984666,0.0313760726513911,15.682364,1.1508474,,,0,"NOT_AVAILABLE",4967.0,4932.265,5215.6323,,0.88778013,0.8051556,0.90032834,0.43219745,0.39999577,0.46439913,"Gaia DR2 2128369501647063808",292.14455337468917,47.157360433148604,1.0109,7.2787,5.7314,0.0,2015.5,0.0
2126912305142208384,289.60794327305433,0.013968371075455444,44.34543471007444,0.01837404407700416,1.5351818334747538,0.01712478055653108,13.9171915,0.9487524,,,0,"NOT_AVAILABLE",5389.5,5218.4326,5471.5,0.3133,1.0799421,1.0478151,1.1519066,0.8865222,0.8582513,0.9147931,"Gaia DR2 2126912305142208384",289.60794327305433,44.34543471007444,1.5352,-2.6043,-0.4125,0.0,2015.5,7.105427357601002E-15
2080605823183999616,295.92066628343105,0.010215187701133275,47.448616426884115,0.012770373621706958,0.7382166315422967,0.012140233230375339,13.263411,0.949749,,,0,"NOT_AVAILABLE",5394.0,5373.6665,5402.6665,,3.028929,3.0192194,3.051895,6.9970775,6.630893,7.3632617,"Gaia DR2 2080605823183999616",295.92066628343105,47.448616426884115,0.7382,2.6085,-1.0642,0.0,2015.5,0.0
2107279803471399168,285.0570943196404,0.02883824166895866,46.32060736654878,0.03461783462262319,0.46433064352856984,0.03432529895099258,15.781572,0.90831375,,,0,"NOT_AVAILABLE",5475.0,5424.75,5678.0,,1.4590573,1.3565938,1.4862133,1.7233597,1.423668,2.0230513,"Gaia DR2 2107279803471399168",285.0570943196404,46.32060736654878,0.4643,1.4302,-8.3757,0.0,2015.5,0.0
2078648211455026432,297.72422567323554,0.018327196972550468,43.527279572373914,0.021249241494731,1.6775831928440437,0.02253421960270359,14.503614,1.0810604,,,0,"NOT_AVAILABLE",5032.8804,4989.0,5140.8027,0.242,0.8903499,0.8533596,0.9060808,0.458229,0.44209835,0.47435966,"Gaia DR2 2078648211455026432",297.72422567323554,43.527279572373914,1.6776,-8.1798,-35.8991,0.0,2015.5,0.0
2105274977158196480,281.97123471679896,0.017738885539112594,43.6727839029639,0.02211114602001549,1.6343917611990297,0.02247421177657713,11.96422,0.5513363,-29.435841222755656,4.225427381644102,10,"NOT_AVAILABLE",6869.03,6572.7266,7173.25,0.734,1.4942605,1.3702039,1.6320219,4.4784627,4.3688993,4.588026,"Gaia DR2 2105274977158196480",281.97123471679896,43.6727839029639,1.6344,2.9368,8.617,-29.4358,2015.5,0.0
2105221139747765504,282.4391401543041,0.02697649612621395,43.7344290970213,0.028068581596857982,0.39754491441096956,0.032357137898759686,15.430663,1.0327978,,,0,"NOT_AVAILABLE",5113.22,4813.7275,5335.0,,2.356602,2.1647432,2.6589625,3.42015,2.756636,4.083664,"Gaia DR2 2105221139747765504",282.4391401543041,43.7344290970213,0.3975,-3.4486,-8.8524,0.0,2015.5,7.105427357601002E-15
2085527924426959104,298.60791283748387,0.01801126138370028,46.45365995533484,0.020819205285708325,2.028589886707053,0.022622897375084113,14.50843,1.1707754,,,0,"NOT_AVAILABLE",4939.0,4891.75,5130.0,0.197,0.77077603,0.71444947,0.785738,0.31849834,0.30920017,0.32779652,"Gaia DR2 2085527924426959104",298.60791283748387,46.45365995533484,2.0286,9.56,-4.9758,0.0,2015.5,3.980114058594191E-14
2052826318309391104,290.54851004875763,0.01515410621208489,38.49524150009415,0.01795518789820295,2.3181981152292246,0.019482692193044108,14.451752,1.3162155,,,0,"NOT_AVAILABLE",4988.5,4848.5,5080.5,0.528,0.6748542,0.6506344,0.7143896,0.2540941,0.24824204,0.25994614,"Gaia DR2 2052826318309391104",290.54851004875763,38.49524150009415,2.3182,-3.7234,-8.1618,0.0,2015.5,7.105427357601002E-15
2139300262131379584,289.76362115389145,0.024155557688396154,51.96268304023327,0.031351871489137276,2.8796224435864826,0.030163405337160287,12.581129,0.85084057,,,0,"NOT_AVAILABLE",5719.1826,5450.0,5869.3,0.114,0.93147355,0.88443494,1.0257593,0.8363184,0.8223018,0.85033494,"Gaia DR2 2139300262131379584",289.76362115389145,51.96268304023327,2.8796,3.3663,16.0261,0.0,2015.5,7.105427357601002E-15
