Gaia DR2 2131059594280288128
Gaia DR2 2052136821446989568
Gaia DR2 2102070660978313472
Gaia DR2 2105414310196331264
Gaia DR2 2080266967444876032
Gaia DR2 2130368310704421120
Gaia DR2 2080466185207274880
Gaia DR2 2106496607595412480
Gaia DR2 2106996095111385728
Gaia DR2 2101035367703145088
Gaia DR2 2133035966431029376
Gaia DR2 2073153024144692736
Gaia DR2 2127985806448631808
Gaia DR2 2134850847813263360
Gaia DR2 2051866238502437632
Gaia DR2 2082161219824397568
Gaia DR2 2079807646464016256
Gaia DR2 2130889204338693504
Gaia DR2 2135055391335687680
Gaia DR2 2105415302330571008
Gaia DR2 2073652546016392448
Gaia DR2 2076185408488670208
Gaia DR2 2103845032226500352
Gaia DR2 2076454445237794432
Gaia DR2 2128198974266072192
Gaia DR2 2125751461382627840
Gaia DR2 2134931077802625792
Gaia DR2 2085204015173031552
Gaia DR2 2051027792165858304
Gaia DR2 2099854801450635520
Gaia DR2 2051368434612892800
Gaia DR2 2052139123549626240
Gaia DR2 2099583977992504576
Gaia DR2 2100524610190045312
Gaia DR2 2073697660354300544
Gaia DR2 2101508501301083520
Gaia DR2 2077726678964445696
Gaia DR2 2125848733801094912
Gaia DR2 2078000289864478976
Gaia DR2 2078996821055736960
Gaia DR2 2126119862195142272
Gaia DR2 2076121602454770560
Gaia DR2 2106371744306291328
Gaia DR2 2079880695265507328
Gaia DR2 2127956360152391168
Gaia DR2 2080271674728481280
Gaia DR2 2107244481660894592
Gaia DR2 2107311719368903680
Gaia DR2 2080296757338392576
Gaia DR2 2107658516506930048
Gaia DR2 2119710538336363904
Gaia DR2 2132144056342471168
Gaia DR2 2130124219123552256
Gaia DR2 2105538623730974848
Gaia DR2 2131748747552136960
Gaia DR2 2128013019361703936
Gaia DR2 2119534646538533888
Gaia DR2 2080287892525359872
Gaia DR2 2132614922197436928
Gaia DR2 2132152916856093952
Gaia DR2 2052975370856687744
Gaia DR2 2126556132093765888
Gaia DR2 2128273225659492608
Gaia DR2 2053562475706063744
Gaia DR2 2107622335702262400
Gaia DR2 2073274618947678464
Gaia DR2 2129503235571760128
Gaia DR2 2107001283431633408
Gaia DR2 2102119176929154304
Gaia DR2 2130825020347168512
Gaia DR2 2126436800722944000
Gaia DR2 2128369501647063808
Gaia DR2 2126912305142208384
Gaia DR2 2080605823183999616
Gaia DR2 2107279803471399168
Gaia DR2 2078648211455026432
Gaia DR2 2105274977158196480
Gaia DR2 2105221139747765504
Gaia DR2 2085527924426959104
Gaia DR2 2052826318309391104
Gaia DR2 2139300262131379584
