designation,source_id,ra,dec,parallax,parallax_error,phot_g_mean_mag,radial_velocity,radial_velocity_error,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
"Gaia DR3 2103845032226500352",2103845032226500352,285.2166763149635,41.28244465427404,1.4151489295394222,0.02578088,15.594337,,,4773.7817,4732.3613,4798.1694,0.2302,0.1533,0.2707,"Gaia DR2 2103845032226500352",285.21667669283033,41.282444913588535,1.3484,-2.0086,-1.7122,0.0,2015.5,2.2078377741339463E-8
"Gaia DR3 2076454445237794432",2076454445237794432,294.6646779237496,39.7838467958977,2.013746265950231,0.022144625,14.89129,11.506011,5.277405,4690.752,4681.09,4701.0947,-0.0144,-0.0265,-0.0013,"Gaia DR2 2076454445237794432",294.66467890841784,39.783846145363334,1.9703,-5.3994,4.7238,0.0,2015.5,8.74991520151353E-9
"Gaia DR3 2128198974266072192",2128198974266072192,293.9886742189147,46.71799799653662,0.7496856346401931,0.019981219,15.096974,,,5852.477,5833.263,5877.2715,-0.2441,-0.261,-0.2243,"Gaia DR2 2128198974266072192",293.9886751124171,46.71799957818681,0.7228,-4.3771,-11.3805,0.0,2015.5,4.757308790226874E-9
"Gaia DR3 2125751461382627840",2125751461382627840,292.61499215329616,42.76434664879928,8.818228847725651,0.011533827,10.098506,10.265336,0.23282143,5766.714,5753.164,5776.5327,-0.1014,-0.115,-0.0913,"Gaia DR2 2125751461382627840",292.6149957952422,42.76434376355072,8.8187,-19.4364,21.2947,9.9284,2015.5,7.679634002899278E-8
"Gaia DR3 2134931077802625792",2134931077802625792,295.58645982780746,49.66685288836959,1.079709627596254,0.024307035,15.350661,,,5226.7725,5198.32,5257.8564,-0.4498,-0.48,-0.4179,"Gaia DR2 2134931077802625792",295.58646040317717,49.66685234764911,1.0411,-2.6752,3.8957,0.0,2015.5,9.109364412894136E-10
"Gaia DR3 2085204015173031552",2085204015173031552,300.31617138073904,45.49532506807882,1.1227355302017332,0.013062249,12.973302,-34.31066,1.802245,6167.8657,6151.8438,6189.0747,-0.3159,-0.329,-0.2823,"Gaia DR2 2085204015173031552",300.31617227064714,45.495327098715606,1.0478,-4.4526,-14.4976,0.0,2015.5,1.7908437832453695E-8
"Gaia DR3 2051027792165858304",2051027792165858304,290.6178561743625,37.28910073104493,1.6897678811101422,0.025852472,15.641934,,,4576.7456,4567.1855,4587.4565,-0.2411,-0.2593,-0.225,"Gaia DR2 2051027792165858304",290.61785865121726,37.289100186011964,1.6593,-14.2461,4.0208,0.0,2015.5,1.5650786702344917E-8
"Gaia DR3 2099854801450635520",2099854801450635520,286.006731499362,38.00954137062189,1.148457650234855,0.021358646,15.355764,,,5185.2856,5153.6626,5209.138,0.0139,-0.0179,0.0412,"Gaia DR2 2099854801450635520",286.00673122052007,38.00954070684546,1.127,1.6107,4.8063,0.0,2015.5,5.498101171805971E-9
"Gaia DR3 2051368434612892800",2051368434612892800,289.8429067336248,38.309622226755025,0.9052566240549458,0.023512289,15.220387,,,5545.94,5529.8755,5566.4346,-0.1639,-0.1803,-0.1437,"Gaia DR2 2051368434612892800",289.8429062096733,38.30962204673422,0.9012,3.072,1.3268,0.0,2015.5,1.6109102185752775E-8
"Gaia DR3 2052139123549626240",2052139123549626240,295.16720609289814,38.637038263047685,0.5923377932693735,0.028295856,15.55836,,,5332.886,5301.1665,5366.2246,-0.618,-0.656,-0.5791,"Gaia DR2 2052139123549626240",295.16720650692884,38.63703897981256,0.5602,-2.4534,-5.1559,0.0,2015.5,1.735646134046837E-8
"Gaia DR3 2099583977992504576",2099583977992504576,287.9754694148187,38.74029915905058,1.5298129066168802,0.011763747,13.369694,-13.631997,2.8776276,5847.7944,5833.465,5855.3047,-0.3059,-0.3156,-0.297,"Gaia DR2 2099583977992504576",287.9754690860427,38.740298768085346,1.4877,1.8332,2.9061,0.0,2015.5,1.2791499218734272E-8
"Gaia DR3 2100524610190045312",2100524610190045312,287.40998848507724,39.65862469996582,1.7647773528940591,0.011072707,12.607149,-15.652344,1.4148629,6198.1123,6184.018,6211.605,-0.1496,-0.1615,-0.139,"Gaia DR2 2100524610190045312",287.40999052602575,39.658626699436155,1.7608,-11.4634,-14.1024,-13.8638,2015.5,4.584159898858104E-8
"Gaia DR3 2073697660354300544",2073697660354300544,297.0420136439736,39.912185552845486,2.344183556101866,0.015503235,14.290711,16.899359,3.3042467,4885.962,4877.1104,4896.665,-0.0889,-0.0995,-0.0777,"Gaia DR2 2073697660354300544",297.04201500791635,39.91218640232855,2.3274,-7.5249,-6.0819,0.0,2015.5,4.8905844639737685E-9
"Gaia DR3 2101508501301083520",2101508501301083520,291.28504231384505,40.73002657318778,,,16.009638,,,,,,,,,"Gaia DR2 2101508501301083520",291.28504458205634,40.73002245544736,0.0,0.0,0.0,0.0,2015.5,4.46208189919149E-6
"Gaia DR3 2077726678964445696",2077726678964445696,293.56636962296346,42.13258072163217,,,16.14506,,,,,,,,,"Gaia DR2 2077726678964445696",293.5663714525776,42.13258247294375,0.0,0.0,0.0,0.0,2015.5,2.2154197326900765E-6
"Gaia DR3 2125848733801094912",2125848733801094912,292.9582744038568,42.854890568891676,1.0119543697967477,0.029436706,15.705448,,,5067.63,5040.118,5098.761,-0.6725,-0.7078,-0.6395,"Gaia DR2 2125848733801094912",292.95827274483315,42.854890856347886,1.0689,8.7134,-1.9309,0.0,2015.5,2.0187978780715877E-8
"Gaia DR3 2078000289864478976",2078000289864478976,295.82546479917806,42.94337104374665,1.644923661692582,0.024825176,15.49125,,,4561.1143,4542.76,4580.179,0.0982,0.0488,0.1406,"Gaia DR2 2078000289864478976",295.8254662581427,42.94337161523092,1.6506,-7.707,-4.0366,0.0,2015.5,1.1110910009720759E-8
"Gaia DR3 2078996825361036160",2078996825361036160,298.6738127630586,43.79550148649674,2.1216349415487006,0.3568118,12.335877,-16.166592,13.304675,,,,,,,"Gaia DR2 2078996821055736960",298.6738034412259,43.795509927278225,0.0,0.0,0.0,-11.4832,2015.5,1.0794503693408174E-5
"Gaia DR3 2126119862195142272",2126119862195142272,290.7351875996974,44.091260463842744,0.8029742527721317,0.015950771,14.602743,60.812527,8.707197,5587.348,5582.029,5596.0664,-0.4374,-0.4504,-0.4243,"Gaia DR2 2126119862195142272",290.73518685578625,44.091261964156025,0.77,3.7774,-10.6455,0.0,2015.5,2.3819341035689246E-8
"Gaia DR3 2076121602454770560",2076121602454770560,299.7047427308612,44.43570524730192,2.517225676963531,0.010532432,12.575336,-18.425686,1.2340271,5654.674,5641.18,5723.923,0.0103,-0.006,0.0819,"Gaia DR2 2076121602454770560",299.7047433182432,44.43570676805643,2.5177,-3.1537,-10.3765,-17.4891,2015.5,8.171922879630049E-8
"Gaia DR3 2106371744306291328",2106371744306291328,285.03604903623614,45.07098913560869,1.1389837196321024,0.016914349,14.7083435,-18.813942,4.9042134,5329.74,5307.2173,5353.4165,-0.0884,-0.1118,-0.0648,"Gaia DR2 2106371744306291328",285.0360505841703,45.070990920156845,1.1398,-7.937,-12.8543,0.0,2015.5,9.195754183593861E-9
"Gaia DR3 2079880695265507328",2079880695265507328,295.09024061889437,45.081102704345824,1.865978167664368,0.011340113,13.543123,-11.150848,2.0204167,5655.6826,5650.838,5666.93,-0.1178,-0.1226,-0.1086,"Gaia DR2 2079880695265507328",295.0902408623545,45.08110449511107,1.8475,-1.205,-12.7607,0.0,2015.5,1.899803933403998E-8
"Gaia DR3 2127956360152391168",2127956360152391168,293.7968547005689,45.16072621983024,0.9700118701007284,0.010239057,13.247179,-19.31983,1.5485376,5168.095,5159.0156,5201.837,-0.0023,-0.009,0.0344,"Gaia DR2 2127956360152391168",293.79685484932975,45.16072607409524,0.9404,-0.8251,1.1015,0.0,2015.5,1.2113055311765958E-8
"Gaia DR3 2080271674728481280",2080271674728481280,297.14879368877695,46.296924478058685,4.122373338400581,0.0117956605,11.817324,-19.210993,0.32891795,5326.634,5318.6973,5334.0664,0.0654,0.0568,0.0741,"Gaia DR2 2080271674728481280",297.14879414559016,46.2969247477267,4.1037,-2.4888,-1.3419,-19.2402,2015.5,8.85461003552761E-8
"Gaia DR3 2107244481660894592",2107244481660894592,284.342724375186,46.31659106275502,1.6887527675860101,0.021575505,15.188723,,,4653.911,4628.356,4672.481,0.1309,0.0888,0.1535,"Gaia DR2 2107244481660894592",284.3427250044163,46.31659068687092,1.6513,-2.9467,2.692,0.0,2015.5,2.5406995509901733E-8
"Gaia DR3 2107311723669410560",2107311723669410560,285.25375796212944,46.5822200500403,2.22945768621104,0.018733649,14.851298,-56.018894,4.738521,4648.7886,4641.7603,4654.7285,0.6283,0.6091,0.6472,"Gaia DR2 2107311719368903680",285.2537554750902,46.58221827117325,2.2412,12.1667,12.8647,0.0,2015.5,2.108909879202623E-8
"Gaia DR3 2080296757338392576",2080296757338392576,297.48082476446075,46.58913618233233,0.6579402155358904,0.022963844,15.454196,,,5802.9204,5783.9204,5821.938,-0.4177,-0.4381,-0.3965,"Gaia DR2 2080296757338392576",297.48082529097934,46.5891373188137,0.6378,-2.5169,-8.1412,0.0,2015.5,1.3552024274966637E-8
"Gaia DR3 2107658516506930048",2107658516506930048,283.42915354817893,47.59239462279762,2.9370091991494762,0.009821322,12.595838,-25.13224,0.7547197,5688.562,5669.5693,5725.0415,0.0954,0.0809,0.1265,"Gaia DR2 2107658516506930048",283.4291536170829,47.59239727917887,2.9041,-0.5732,-18.6543,-25.4265,2015.5,7.341298637187319E-8
"Gaia DR3 2119710538336363904",2119710538336363904,282.37056960545567,48.25923301281299,1.4150278949735866,0.032834005,16.30223,,,4495.9507,4489.6367,4500.855,0.2711,0.2328,0.3075,"Gaia DR2 2119710538336363904",282.37056747234396,48.25923404921331,1.3981,10.0948,-7.3641,0.0,2015.5,2.263553998769107E-8
"Gaia DR3 2132144056342471168",2132144056342471168,285.5743016258464,49.962116431192214,3.1181120035753427,0.02327533,15.249384,9.414419,5.4556694,4199.4697,4183.48,4204.0625,0.4792,0.4262,0.4974,"Gaia DR2 2132144056342471168",285.5743031636986,49.96212180658739,3.0909,-7.05,-38.5527,0.0,2015.5,2.3181254531979472E-8
"Gaia DR3 2130124219123552256",2130124219123552256,291.6594545116655,50.583857683210745,1.2447702867361663,0.026757242,15.763705,,,4777.7144,4759.7554,4795.836,0.11,0.0773,0.1396,"Gaia DR2 2130124219123552256",291.65945575269853,50.58385845061716,1.2596,-5.651,-5.5225,0.0,2015.5,3.1550775948825312E-9
"Gaia DR3 2105538623730974848",2105538623730974848,286.41003168083245,42.681512915451805,1.4170258187211073,0.023743154,15.551212,,,4892.5215,4877.536,4906.182,-0.0933,-0.1101,-0.0758,"Gaia DR2 2105538623730974848",286.4100307166823,42.68151367209576,1.4113,5.1577,-5.248,0.0,2015.5,2.8768404332160522E-8
"Gaia DR3 2131748747552136960",2131748747552136960,283.20916095944693,48.777615385905655,1.4399683147143867,0.012965149,14.180294,-5.679425,5.186949,5639.607,5628.862,5652.647,-0.2933,-0.3044,-0.2814,"Gaia DR2 2131748747552136960",283.2091605131118,48.77761557372092,1.416,2.1601,-1.2331,0.0,2015.5,1.7566955454154833E-8
"Gaia DR3 2128013019361703936",2128013019361703936,294.0230226767445,45.85305245854155,0.6012615020250495,0.019990949,15.211584,,,6107.385,5902.2817,6193.9355,-0.2058,-0.4314,-0.1381,"Gaia DR2 2128013019361703936",294.0230228996888,45.853053501009136,0.5722,-1.0166,-7.3444,0.0,2015.5,2.6471229295918748E-8
"Gaia DR3 2119534646538533888",2119534646538533888,282.0612716644763,47.085498982041464,1.2891780125779337,0.012112751,13.74155,-33.566284,3.7680008,5942.2583,5928.7095,5958.0684,-0.3065,-0.3176,-0.2935,"Gaia DR2 2119534646538533888",282.0612730600966,47.08549844163537,1.2555,-6.8558,3.9388,0.0,2015.5,6.917754308326426E-9
"Gaia DR3 2080287892525359872",2080287892525359872,297.8423044790651,46.574362212838714,3.095978946908092,0.027561706,15.795283,,,,,,,,,"Gaia DR2 2080287892525359872",297.8423072830826,46.57435950627034,3.0595,-13.6176,19.6456,0.0,2015.5,4.234008906302561E-8
"Gaia DR3 2132614922197436928",2132614922197436928,289.1995991904703,49.30563809016056,0.7527320572373641,0.014395527,14.477556,-68.648865,4.5156746,5549.2686,5541.6426,5567.984,-0.4406,-0.4557,-0.4114,"Gaia DR2 2132614922197436928",289.19959952310364,49.305640387321944,0.741,-1.6052,-16.3851,0.0,2015.5,2.2292412076873796E-8
"Gaia DR3 2132152916856093952",2132152916856093952,285.61545061634035,50.13577172560461,2.00553174666521,0.010335396,12.152249,-60.87722,1.4329808,5871.573,5850.736,5888.598,-0.1123,-0.1263,-0.1,"Gaia DR2 2132152916856093952",285.61544923641924,50.13577115890124,2.0209,6.0026,4.6718,-59.5153,2015.5,9.659171792621013E-8
"Gaia DR3 2052975370856687744",2052975370856687744,291.5569550589651,39.22729213462925,1.4640833935848943,0.01365261,14.00832,-9.023884,7.141378,5593.3574,5579.991,5633.239,-0.033,-0.0485,0.0156,"Gaia DR2 2052975370856687744",291.55695542998797,39.227292252504775,1.4189,-2.0509,-0.8006,0.0,2015.5,7.155876295653779E-9
"Gaia DR3 2126556132093765888",2126556132093765888,292.21961813206974,44.61730876026837,24.933800990771974,0.020380996,14.969373,-86.76471,4.633957,3172.2478,3171.8628,3173.0542,-0.4905,-0.492,-0.4894,"Gaia DR2 2126556132093765888",292.21959997203754,44.61736674086256,24.934,93.1258,-417.4203,0.0,2015.5,9.391743402400763E-9
"Gaia DR3 2128273225659492608",2128273225659492608,292.85571853993173,46.39118878584133,1.263788169361318,0.0141422,14.26866,-1.4390215,3.933878,5747.7817,5712.0728,5780.4854,0.0695,0.0275,0.1024,"Gaia DR2 2128273225659492608",292.8557189393283,46.39118829177163,1.2894,-2.0075,3.755,0.0,2015.5,2.766087580922189E-8
"Gaia DR3 2053562475706063744",2053562475706063744,292.87293008863423,41.064169714397394,2.598403908293244,0.03307959,15.964754,,,4128.3594,4119.8735,4148.6772,0.3746,0.3521,0.4349,"Gaia DR2 2053562475706063744",292.8729292267674,41.064172732205705,2.5904,4.6351,-21.5789,0.0,2015.5,2.160656435392176E-8
"Gaia DR3 2107622335702262400",2107622335702262400,283.0228531242302,47.26114214727769,1.5646926529751746,0.016100168,14.610095,6.915749,5.225416,5314.3926,5296.1807,5325.8237,0.0763,0.057,0.0917,"Gaia DR2 2107622335702262400",283.02285271542553,47.261143056109546,1.5457,1.9272,-6.5881,0.0,2015.5,1.1563182194352955E-8
"Gaia DR3 2073274618947678464",2073274618947678464,296.3586243829047,39.11520331189679,1.0149633967302392,0.017671289,14.855532,,,5572.3813,5547.4897,5597.1694,-0.1961,-0.2203,-0.1708,"Gaia DR2 2073274618947678464",296.35862513070816,39.115203292244985,1.0037,-4.1848,0.1362,0.0,2015.5,1.2550104809668503E-9
"Gaia DR3 2129503235571760128",2129503235571760128,290.8490898836103,48.41597705318599,1.0834761415058975,0.015818901,14.658643,0.32268438,5.3494506,5703.2744,5661.98,5817.791,-0.0842,-0.1324,0.0498,"Gaia DR2 2129503235571760128",290.84908991691333,48.41597818748252,1.0816,-0.1772,-8.1122,0.0,2015.5,8.004906764936285E-9
"Gaia DR3 2107001283431633408",2107001283431633408,283.21255717679503,45.349694823151324,3.3209419074044937,0.011212348,13.708515,17.510752,1.8431268,,,,,,,"Gaia DR2 2107001283431633408",283.21256214630023,45.34969915195774,3.2947,-25.1534,-31.1696,0.0,2015.5,1.1117761864358721E-9
"Gaia DR3 2102119176929154304",2102119176929154304,288.68872237566757,41.15110556399753,3.318407206474335,0.010833366,10.966515,-16.880756,0.34680498,6059.0317,6055.65,6064.769,-0.09,-0.0956,-0.084,"Gaia DR2 2102119176929154304",288.68872212858986,41.15110760950515,3.2638,0.9703,-14.1892,-16.7201,2015.5,9.06778439066178E-8
"Gaia DR3 2130825020347168512",2130825020347168512,288.3278773168792,47.381537397839445,1.0817079346556402,0.021893872,15.324007,,,5134.2905,5119.309,5150.2095,0.3476,0.3298,0.3631,"Gaia DR2 2130825020347168512",288.32787779575966,47.381537975341374,1.0947,-2.2793,-4.0799,0.0,2015.5,1.3296275139747536E-8
"Gaia DR3 2126436800722944000",2126436800722944000,293.2608993936777,44.86886470976866,1.3649853560835357,0.0121550085,13.699361,-36.8072,3.1306124,5787.8936,5784.679,5791.174,-0.2472,-0.2516,-0.2429,"Gaia DR2 2126436800722944000",293.2609013066638,44.86886564417808,1.3399,-9.7037,-6.7065,0.0,2015.5,8.566081793961826E-9
"Gaia DR3 2128369501647063808",2128369501647063808,292.1445548583873,47.15736123894344,1.0767697344581497,0.024455162,15.669145,,,4895.582,4876.176,4914.4473,0.0035,-0.0185,0.0281,"Gaia DR2 2128369501647063808",292.14455337468917,47.157360433148604,1.0109,7.2787,5.7314,0.0,2015.5,9.97679359822201E-9
"Gaia DR3 2126912305142208384",2126912305142208384,289.60794276782127,44.345434641938944,1.5619798123892,0.0119609665,13.90493,-24.962461,2.8187835,5368.125,5358.674,5398.577,0.1628,0.1497,0.1978,"Gaia DR2 2126912305142208384",289.60794327305433,44.34543471007444,1.5352,-2.6043,-0.4125,0.0,2015.5,1.0851078467630223E-8
"Gaia DR3 2080605823183999616",2080605823183999616,295.9206668285653,47.44861626781819,0.7489012231684341,0.01029757,13.251771,0.17100085,1.9321715,5818.928,5745.015,5856.0923,-0.0758,-0.1372,-0.0334,"Gaia DR2 2080605823183999616",295.92066628343105,47.448616426884115,0.7382,2.6085,-1.0642,0.0,2015.5,1.293037490253744E-8
"Gaia DR3 2107279803471399168",2107279803471399168,285.05709458196424,46.320606196134655,0.46435602131256837,0.026488293,15.768521,,,5511.3457,5458.3574,5553.9165,-0.048,-0.104,-4.0E-4,"Gaia DR2 2107279803471399168",285.0570943196404,46.32060736654878,0.4643,1.4302,-8.3757,0.0,2015.5,1.8868099020213464E-8
"Gaia DR3 2078648211455026432",2078648211455026432,297.72422409630224,43.52727457583185,1.702010578638477,0.015718995,14.491433,-27.514526,3.1804154,5300.3193,5283.162,5317.2783,-0.212,-0.2309,-0.1953,"Gaia DR2 2078648211455026432",297.72422567323554,43.527279572373914,1.6776,-8.1798,-35.8991,0.0,2015.5,1.2815378351524899E-8
"Gaia DR3 2105274977158196480",2105274977158196480,281.9712353072644,43.672785039279724,1.6695718534713189,0.010984425,11.956819,-26.09542,1.8022556,6717.0483,6707.7734,6725.7715,-0.1927,-0.2002,-0.1849,"Gaia DR2 2105274977158196480",281.97123471679896,43.6727839029639,1.6344,2.9368,8.617,-29.4358,2015.5,6.346133779955385E-8
"Gaia DR3 2105221139747765504",2105221139747765504,282.4391394898699,43.7344278559173,0.3905136729779946,0.022127705,15.418138,,,5229.7573,5221.9253,5237.6816,-0.0099,-0.0101,-0.0095,"Gaia DR2 2105221139747765504",282.4391401543041,43.7344290970213,0.3975,-3.4486,-8.8524,0.0,2015.5,1.1657515281610548E-8
"Gaia DR3 2085527924426959104",2085527924426959104,298.60791476479267,46.45365925677437,2.0597866835025047,0.016934,14.496916,-36.874615,6.278277,5044.935,5031.7886,5058.4688,-0.0834,-0.0957,-0.0694,"Gaia DR2 2085527924426959104",298.60791283748387,46.45365995533484,2.0286,9.56,-4.9758,0.0,2015.5,7.477166150582218E-9
"Gaia DR3 2052826318309391104",2052826318309391104,290.548509374482,38.49524035400191,2.349521449843777,0.015493931,14.438938,-10.044739,3.1443617,4780.2383,4700.096,4793.5566,0.6826,0.5421,0.7003,"Gaia DR2 2052826318309391104",290.54851004875763,38.49524150009415,2.3182,-3.7234,-8.1618,0.0,2015.5,1.6389401854998462E-8
"Gaia DR3 2371032916186181760",2371032916186181760,11.2486779084442,-15.274191339893132,66.82874472085788,0.047871757,12.653936,-13.741822,0.42318383,,,,,,,"Gaia DR2 2371032916186181760",11.248632011199106,-15.274108529947528,66.6996,317.5848,-596.6172,0.0,2015.5,1.7535563981478994E-7
"Gaia DR3 6347643496607835520",6347643496607835520,290.23830738848443,-82.55995922053808,80.11338272909568,0.020635756,11.412538,-10.585916,0.23887245,,,,,,,"Gaia DR2 6347643496607835520",290.23794028763734,-82.55978831148423,80.0903,342.1843,-1230.2219,0.0,2015.5,4.609991528812502E-8
"Gaia DR3 4886243456388510720",4886243456388510720,64.13094408963441,-28.315825742358506,30.932573235596266,0.041841697,15.791257,28.838327,2.8376071,,,,,,,"Gaia DR2 4886243456388510720",64.1309096050541,-28.315790891818285,30.8071,218.5342,-251.1307,0.0,2015.5,2.9424439558653232E-8
"Gaia DR3 1744911763437512064",1744911763437512064,317.5515255375414,10.738897370652337,5.488881766925007,0.023742877,8.253352,9.209207,0.32477584,,,,,,,"Gaia DR2 1744911763437512064",317.55152638378735,10.738896694044655,5.4583,-5.7193,5.3793,0.0,2015.5,7.967099765967678E-8
"Gaia DR3 5385076140853434752",5385076140853434752,176.24022887012694,-38.139715882710085,1.5272951339932286,0.011868403,12.557459,27.719328,0.7407172,5836.351,5832.2964,5840.8384,0.288,0.2857,0.29,"Gaia DR2 5385076140853434752",176.24023262606232,-38.13971579671387,1.516,-21.1262,-0.9875,29.3484,2015.5,5.488191389627752E-8
"Gaia DR3 4056443366649948160",4056443366649948160,267.86774836312435,-29.87647654704596,0.8015794067379126,0.03938344,15.668955,,,5676.5703,5658.4497,5695.0205,-0.1735,-0.2,-0.1496,"Gaia DR2 4056443366649948160",267.8677482820352,-29.876475832639013,0.7214,0.4992,-5.1612,0.0,2015.5,2.6165085811844494E-9
"Gaia DR3 5242077854771196544",5242077854771196544,163.1010311258504,-61.44685773483018,1.6897586183087543,0.025676297,15.429529,,,4626.542,4610.776,4642.5303,-0.128,-0.154,-0.1034,"Gaia DR2 5242077854771196544",163.10103552456053,-61.44685910636759,1.7375,-14.9423,9.878,0.0,2015.5,2.7151191190954725E-8
"Gaia DR3 5241964708164136192",5241964708164136192,162.64409163439032,-61.957247156319255,0.42895850055002505,0.044967618,16.474056,,,5418.634,5361.101,5472.5913,-0.6983,-0.7746,-0.626,"Gaia DR2 5241964708164136192",162.6440932525386,-61.95724756852373,0.4735,-5.547,3.1637,0.0,2015.5,2.8868277556574255E-8
"Gaia DR3 5337294049909975680",5337294049909975680,167.32791966350302,-61.09526224623572,0.341111986514977,0.046247624,16.664139,,,4921.7666,4791.2886,4993.08,-0.9781,-1.3324,-0.8389,"Gaia DR2 5337294049909975680",167.3279228314255,-61.095262395001726,0.3746,-10.9171,1.2319,0.0,2015.5,2.6882759880254015E-8
"Gaia DR3 5253607539857229568",5253607539857229568,160.0598201321813,-62.4555344441905,0.5469069004344126,0.04046347,15.060881,,,6027.7427,6004.1226,6053.38,-0.5162,-0.546,-0.4919,"Gaia DR2 5253607539857229568",160.05982355253812,-62.45553525810577,0.6351,-11.1415,5.9434,0.0,2015.5,3.616482714587666E-8
"Gaia DR3 4056326681029056896",4056326681029056896,269.147926313775,-29.539299899608356,0.4440936382065991,0.051212717,16.082968,,,5365.067,5324.52,5432.326,-3.7743,-4.1112,-2.6684,"Gaia DR2 4056326681029056896",269.14792622394356,-29.539299896451116,0.452,0.6043,-0.1884,0.0,2015.5,2.3723225689275303E-8
"Gaia DR3 5337273743301313536",5337273743301313536,166.97987800935422,-61.1462492773658,0.6262406695578141,0.01675056,14.551385,,,6679.9697,6653.074,6702.263,-0.443,-0.4584,-0.4292,"Gaia DR2 5337273743301313536",166.97987933716897,-61.14624961867018,0.5867,-4.522,2.4882,0.0,2015.5,1.3416036875004608E-8
"Gaia DR3 2139300262131379584",2139300262131379584,289.763621979779,51.962685193659894,2.9134081823425175,0.010493142,12.574943,-17.787605,1.8782188,5599.9014,5596.5825,5609.064,-0.1969,-0.2034,-0.1853,"Gaia DR2 2139300262131379584",289.76362115389145,51.96268304023327,2.8796,3.3663,16.0261,0.0,2015.5,8.339365842762273E-8
"Gaia DR3 2878641361300809856",2878641361300809856,359.15197027484555,36.21295500385967,1.5818226395443191,0.02184214,12.813591,-2.3217566,13.306221,5980.7095,5949.606,6018.9536,-1.2048,-1.2458,-1.1743,"Gaia DR2 2878641361300809856",359.1519715873216,36.21295622760908,1.3316,-7.7631,-8.4836,10.9884,2015.5,4.9385299435277726E-8
"Gaia DR3 385697172809355392",385697172809355392,4.8592751927626,44.02759527095855,3.056659633286197,0.015793364,13.400405,-29.14311,1.5374542,5105.6465,5093.5073,5115.859,-0.0592,-0.07,-0.0496,"Gaia DR2 385697172809355392",4.859275019884554,44.027596497945645,3.0105,0.9851,-8.8663,0.0,2015.5,1.3284416432476254E-8
"Gaia DR3 382111248777193216",382111248777193216,7.053937598100488,42.06134414126365,2.6863013751467752,0.012842535,12.511989,-9.334558,0.96635,5548.5527,5542.294,5556.3745,0.1474,0.1395,0.1558,"Gaia DR2 382111248777193216",7.053937479492738,42.06134510985463,2.6926,0.9186,-6.5089,-9.2554,2015.5,7.571309077817144E-8
"Gaia DR3 6683371847364921088",6683371847364921088,296.0039342052497,-47.56204453590135,14.562228475008533,0.014715874,10.644562,21.166208,0.31602004,4608.6196,4607.3677,4609.946,0.1953,0.1885,0.2025,"Gaia DR2 6683371847364921088",296.0039349436816,-47.562030477504436,14.662,-3.4573,-100.8911,20.7009,2015.5,4.919947665670925E-8
"Gaia DR3 1074139748425931008",1074139748425931008,167.8215134310371,69.96477708833692,6.704244469776143,0.012559627,10.989216,-52.613464,0.30868784,5364.139,5344.9004,5376.2354,0.3159,0.2986,0.3276,"Gaia DR2 1074139748425931008",167.82148112888092,69.96477488506122,6.6527,79.4861,15.4279,-52.3445,2015.5,6.622721269779097E-8
"Gaia DR3 6411096106487783296",6411096106487783296,332.9482727733372,-58.94611776382565,16.067113843982078,0.017756619,14.309705,-69.77561,2.0658717,,,,,,,"Gaia DR2 6411096106487783296",332.94823550675875,-58.94608502258675,16.0698,138.1383,-235.8103,0.0,2015.5,3.9210182164949466E-8
"Gaia DR3 5357465071731312768",5357465071731312768,156.74723948489844,-52.467822117169334,36.38958468436626,0.0162964,11.361207,,,3322.5972,3322.0447,3323.378,-0.6889,-0.6916,-0.6861,"Gaia DR2 5357465071715078016",156.74725995694283,-52.46787236293456,36.1735,-89.0458,361.6034,70.4754,2015.5,1.0679032464247283E-7
"Gaia DR3 4698692748651744128",4698692748651744128,23.593383482097043,-66.67636655288563,9.062315614411387,0.010062385,10.717915,11.105134,0.23071253,5216.258,5208.326,5223.9326,-0.0702,-0.0785,-0.0627,"Gaia DR2 4698692744355471616",23.593425333042333,-66.67634946049294,8.9755,-119.7999,-122.9534,11.7788,2015.5,7.079364228540618E-8
"Gaia DR3 1053809778428567680",1053809778428567680,157.14401106412535,65.85418726790246,13.622641734804434,0.014727684,11.565513,-16.698322,0.39923936,,,,,,,"Gaia DR2 1053809778428567680",157.14407119124235,65.85419857525264,13.5585,-177.2364,-81.7719,-17.2477,2015.5,5.394240042091424E-8
"Gaia DR3 1675923009431370880",1675923009431370880,198.38856310063383,62.30537777748986,9.085383343775252,0.010974641,10.689707,2.9998572,0.265248,5188.1562,5178.211,5202.0537,0.2027,0.1935,0.2144,"Gaia DR2 1675923005135391488",198.38858305256946,62.30537989619431,9.0991,-66.9887,-15.3181,3.7944,2015.5,3.2367773702757924E-8
"Gaia DR3 1491634483976350720",1491634483976350720,216.92347200037938,41.95297214257123,18.16712045950139,0.01256995,9.658773,1.1732926,0.14520869,4891.5254,4890.779,4892.2046,0.0957,0.0923,0.0991,"Gaia DR2 1491634483976350720",216.9234891669837,41.9529861973367,18.1484,-92.3375,-101.2466,1.025,2015.5,5.840901569767107E-8
