designation,source_id,ra,dec,parallax,parallax_error,phot_g_mean_mag,radial_velocity,radial_velocity_error,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
"Gaia DR3 3581264372742210048",3581264372742210048,183.64566114979326,-9.562628252197515,4.781608718921154,0.021347644,12.082248,15.965372,1.1531235,,,,,,,"Gaia DR2 3581264372742210048",183.64566430057704,-9.562628582216378,4.7062,-22.2913,2.0184,16.9202,2015.5,5.088616565314287E-8
"Gaia DR3 3583611726988838144",3583611726988838144,187.29470211758,-6.8342005032347855,6.1631484505875,0.04832898,12.650644,-1.6538585,0.73565465,4573.7617,4555.749,4581.1626,-0.1463,-0.168,-0.1361,"Gaia DR2 3583611726987567232",187.29470469037108,-6.83420276554802,7.7079,-12.7418,13.8162,-2.8557,2015.5,8.566547643601963E-7
"Gaia DR3 3583630934082556416",3583630934082556416,186.87290813968548,-6.721846365164059,9.762128897329127,0.021497412,10.792194,22.847445,0.41555128,5263.0347,5257.542,5267.451,0.089,0.0828,0.0946,"Gaia DR2 3583630929786305280",186.87291945140169,-6.721847446707337,9.7229,-80.8859,7.434,0.0,2015.5,4.90435252392266E-8
"Gaia DR3 3676684252407983488",3676684252407983488,191.3631141031364,-6.576049037089403,1.8628570278713452,0.015642501,12.56141,-21.021944,1.3400096,5909.116,5894.5913,5919.4116,-0.2917,-0.349,-0.272,"Gaia DR2 3676684252407983488",191.363116969777,-6.576051006079986,1.8214,-20.5621,13.8771,-20.6112,2015.5,4.2390219497569856E-8
"Gaia DR3 6032746832450438400",6032746832450438400,253.7688465687799,-28.71058441058986,3.25423334258078,0.029188238,11.466937,-21.544098,1.111178,6242.985,6238.233,6247.5996,-0.3091,-0.3129,-0.3055,"Gaia DR2 6032746832450438400",253.7688479366776,-28.71058358573262,3.1486,-8.5683,-5.5615,-23.0284,2015.5,5.331339088837069E-8
"Gaia DR3 3857872051994269824",3857872051994269824,160.59412066807997,4.441375637350389,32.129025444710976,0.019015562,13.413598,-21.151815,0.9859051,3334.978,3330.1282,3339.397,-0.4296,-0.4697,-0.4006,"Gaia DR2 3857872051994269824",160.59412654306945,4.441375088392304,32.1414,-42.2651,3.9756,0.0,2015.5,1.3201227097663122E-8
"Gaia DR3 6257625719430982016",6257625719430982016,227.84936315231542,-17.87545373647547,13.690555795954586,0.023920728,12.604316,1.1745384,2.8047507,3849.5154,3827.585,3854.0469,-0.6803,-0.7899,-0.6473,"Gaia DR2 6257625719430982016",227.84937098703926,-17.875446423032415,13.6878,-53.7479,-52.3229,0.6065,2015.5,4.714199799482194E-8
"Gaia DR3 3594882751966012160",3594882751966012160,181.23866856779833,-6.805306702209757,6.677021012526836,0.021112148,11.751192,-9.225189,0.54033387,5289.797,5283.026,5297.323,-0.2139,-0.2196,-0.2081,"Gaia DR2 3594882751966012160",181.23868291515228,-6.805298543662992,6.6622,-102.7196,-59.1797,-8.6785,2015.5,6.416563635880638E-8
"Gaia DR3 3595647565382917120",3595647565382917120,179.8358410613227,-6.517854880496366,9.051340711206738,0.03243192,15.355399,-2.125635,3.19881,3444.6692,3434.0203,3456.0874,-0.5079,-0.5687,-0.4254,"Gaia DR2 3595647565382917120",179.83584206508584,-6.517854247637669,9.1259,-6.9378,-4.5808,0.0,2015.5,3.385945666339966E-8
"Gaia DR3 3597570989175080576",3597570989175080576,181.12113332560517,-4.899133205353512,3.8345354496799295,0.018791467,10.743662,5.9624314,0.25507015,6075.4224,6070.388,6083.99,-0.1804,-0.1865,-0.173,"Gaia DR2 3597570989175080576",181.1211419214615,-4.899135779658405,3.7191,-61.8134,18.236,5.7902,2015.5,4.641916179023773E-8
"Gaia DR3 3597981377595128704",3597981377595128704,183.46864127197574,-3.831806950818586,4.649040685450403,0.024576692,11.6263,-19.9749,0.80314344,5720.4043,5715.31,5724.696,-0.3849,-0.3911,-0.3783,"Gaia DR2 3597981377595128704",183.46864915947268,-3.831809742922587,4.6689,-56.8677,19.7534,-19.2497,2015.5,5.6282772104058655E-8
"Gaia DR3 3694743765254445312",3694743765254445312,185.1815594690955,-1.590914175455537,2.1911878368381843,0.014711908,12.551282,27.509668,1.7052642,5919.8633,5913.1724,5926.816,-0.633,-0.6426,-0.6245,"Gaia DR2 3694743765254445312",185.181563041879,-1.5909137512480351,2.1645,-25.759,-3.4161,29.7534,2015.5,5.0635838998539056E-8
"Gaia DR3 3697828548204889344",3697828548204889344,181.6296085638724,-1.160601520893217,1.337884525325387,0.031177117,14.339001,-3.749081,9.82932,5438.276,5432.884,5447.6313,-0.4544,-0.4703,-0.4372,"Gaia DR2 3697828548204889344",181.62961154643887,-1.160599973417993,1.3932,-21.4944,-11.271,0.0,2015.5,1.8256816351627848E-8
"Gaia DR3 3578596339057980160",3578596339057980160,188.8935137726392,-10.069280898389259,3.7948053678004903,0.022775428,14.342657,0.36529553,2.2467523,4397.4834,4395.374,4399.263,0.4877,0.4546,0.498,"Gaia DR2 3578596339057980160",188.89351894497096,-10.06927925978104,3.8456,-36.6433,-11.6942,0.0,2015.5,1.4790208309166995E-8
"Gaia DR3 3582057258065666816",3582057258065666816,182.81733709915167,-9.41417400251341,2.49240619861938,0.017942341,13.251086,17.747904,1.6162155,5475.795,5464.984,5496.0664,-0.1175,-0.1281,-0.0972,"Gaia DR2 3582057258065666816",182.81733431612298,-9.414169621938163,2.4329,19.5566,-31.4216,0.0,2015.5,3.365395769710514E-8
"Gaia DR3 3582098107498270208",3582098107498270208,183.36673563191027,-8.99523183740964,1.8994194454317423,0.021017272,12.439058,-23.78596,2.174043,5440.208,5401.5117,5494.917,-0.0109,-0.0544,0.0432,"Gaia DR2 3582098107498270208",183.36673435965199,-8.995230946812372,1.8895,9.1584,-6.8791,-23.7143,2015.5,6.663460740312126E-8
"Gaia DR3 3311804515502788352",3311804515502788352,63.273952149488956,15.247700118856342,22.357247280357765,0.03077869,14.355454,42.918736,4.105148,,,,,,,"Gaia DR2 3311804515502788352",63.27393456893041,15.247702662715163,22.2153,122.1485,-18.3371,0.0,2015.5,4.496612024380608E-9
"Gaia DR3 3582706794559052160",3582706794559052160,185.0315358643952,-8.975741324667156,2.4321485394779034,0.021231174,13.960868,14.082192,2.3876565,4862.4893,4850.3506,4873.2026,-0.0189,-0.0309,-0.0072,"Gaia DR2 3582706794559052160",185.0315429410371,-8.975742682958842,2.383,-50.3042,9.8371,0.0,2015.5,8.624565344664118E-9
"Gaia DR3 3675248118423392256",3675248118423392256,190.68924178830025,-8.535985076192839,6.8384527276712195,0.027973361,14.749148,-2.2126205,2.8422892,3771.7578,3769.663,3773.8083,-0.0251,-0.0402,-0.0137,"Gaia DR2 3675248118423392256",190.689240277027,-8.535982565084609,6.7729,10.9579,-18.0102,0.0,2015.5,2.9061491802456855E-8
"Gaia DR3 3582392123779246336",3582392123779246336,182.36638230161842,-8.309617183124884,4.413160438600092,0.015737412,12.608037,12.298819,0.9002421,4922.3745,4918.898,4930.6807,-0.0116,-0.0174,-0.0014,"Gaia DR2 3582392123779246336",182.36638181606565,-8.309614078507094,4.3414,3.2967,-22.6784,13.7241,2015.5,5.049042822645795E-8
"Gaia DR3 3584368019189709952",3584368019189709952,186.08530366381487,-6.378955608796732,1.1409751781277297,0.024896307,14.690787,31.826357,5.9661345,5266.393,5241.2627,5284.906,0.2803,0.2521,0.2991,"Gaia DR2 3584368019189709952",186.08530623585492,-6.378953656453911,1.1121,-18.5921,-14.0428,0.0,2015.5,2.6193092281378652E-8
"Gaia DR3 3596876269626641664",3596876269626641664,185.55079355743496,-4.717292463171571,4.359294597998563,0.01639913,13.730487,-9.022838,1.4089141,4499.499,4494.004,4504.538,0.4594,0.4181,0.4854,"Gaia DR2 3596876269626641664",185.55079263341457,-4.7172907625129366,4.3615,6.5946,-12.1955,0.0,2015.5,8.456500577965527E-9
"Gaia DR3 3682825883842696832",3682825883842696832,189.91284904932314,-3.370563699544384,5.222803122009802,0.020299176,13.295118,12.719463,1.0836173,4550.4575,4549.4385,4552.197,0.5579,0.5472,0.5677,"Gaia DR2 3682825883842696832",189.91285315292708,-3.3705631243173357,5.1905,-29.5578,-4.0842,0.0,2015.5,1.1836479543741112E-8
"Gaia DR3 3693923185982895360",3693923185982895360,186.2270973860497,-2.0660510857559435,1.5333170752139227,0.039003506,14.686241,1.3099626,5.9381866,5012.6133,5008.7676,5018.814,-1.3605,-1.3834,-1.3403,"Gaia DR2 3693923185982895360",186.22709906093797,-2.0660476571387707,1.7428,-11.9138,-24.8382,0.0,2015.5,2.8488572975162632E-8
"Gaia DR3 3695235654973028736",3695235654973028736,188.2782774210235,-1.9532919056031528,15.434492653202836,0.023844192,12.845818,13.111971,1.0445966,,,,,,,"Gaia DR2 3695235654973028736",188.27828396000325,-1.953287940136705,15.5949,-47.1526,-28.8612,12.5855,2015.5,4.5189070994359324E-8
"Gaia DR3 3695568295896473856",3695568295896473856,187.63140478972213,-1.1609176554621032,1.5599350591386887,0.016059782,13.127692,38.636845,1.6709205,5711.7876,5710.2637,5713.71,-0.4869,-0.4936,-0.4802,"Gaia DR2 3695568295896473856",187.63140270175072,-1.1609171174045274,1.4821,14.9616,-3.8392,0.0,2015.5,1.069799607493387E-8
"Gaia DR3 3700295641843380224",3700295641843380224,186.80269497275015,1.566863543606916,2.3916382561864142,0.019872023,12.362332,-13.515823,2.012843,6007.0005,6005.157,6009.118,-0.1238,-0.128,-0.1193,"Gaia DR2 3700295641843380224",186.80269470654153,1.5668630751403037,2.3732,1.838,2.9717,0.0,2015.5,5.677328955575921E-8
"Gaia DR3 3394923127797114496",3394923127797114496,76.86733179407886,16.867694022473,1.4704555219169384,0.016342426,12.456422,28.730276,1.461297,6580.8594,6572.472,6590.751,-0.2834,-0.2874,-0.2793,"Gaia DR2 3394923127797114496",76.86733171735328,16.86769481787585,1.4786,0.6673,-6.0451,29.0745,2015.5,4.8207156664824646E-8
"Gaia DR3 3807826337147474176",3807826337147474176,163.0323086038746,0.49316091467820633,4.65230015153678,0.016773148,10.460067,3.2405248,0.21134722,,,,,,,"Gaia DR2 3807826337147474176",163.03231187245598,0.4931669591901892,4.6602,-23.6636,-44.1706,3.2815,2015.5,9.20997943157841E-8
"Gaia DR3 2657374606238804992",2657374606238804992,349.38434791429063,1.3001474420556611,6.436792150119438,0.016533863,11.799063,15.36101,0.7666255,5033.46,5024.534,5082.402,-0.2061,-0.2168,-0.1728,"Gaia DR2 2657374606238804992",349.38434581426003,1.3001522088789124,6.4248,15.0229,-33.8739,15.8831,2015.5,6.345609413112691E-8
"Gaia DR3 6264513270727342080",6264513270727342080,233.3698275839361,-16.77372598070428,13.07796897856361,0.014481087,12.153194,-17.04632,0.8447286,4204.36,4200.371,4217.5205,0.0137,0.0034,0.053,"Gaia DR2 6264513270727342080",233.3698192307048,-16.77371128227045,13.1035,57.8067,-105.645,-17.4079,2015.5,4.0066766540392014E-8
"Gaia DR3 61607255708760960",61607255708760960,52.34205731811381,22.29934714176724,2.9986649409701274,0.013778748,13.195046,36.098442,1.7982014,5523.48,5519.327,5527.3896,-0.0163,-0.0215,-0.0112,"Gaia DR2 61607255708760960",52.34205481453973,22.29934908553369,2.9739,16.5794,-14.0265,0.0,2015.5,1.4326544781257226E-8
"Gaia DR3 6239410080231903488",6239410080231903488,233.62473355754736,-23.25947534861789,8.873311536286224,0.046475794,15.485627,6.9736056,4.889852,3494.6802,3492.2446,3497.4824,-0.2133,-0.2247,-0.1965,"Gaia DR2 6239410080231903488",233.62473359803903,-23.2594663225073,8.8622,-0.3894,-64.4727,0.0,2015.5,7.353320994491165E-8
"Gaia DR3 6255655673768103168",6255655673768103168,228.61885663791656,-21.02272609745855,5.607340677487743,0.07250891,16.616323,,,3479.4956,3469.935,3489.9773,-0.4533,-0.5225,-0.3836,"Gaia DR2 6255655673768103168",228.61886379987544,-21.022720891033522,5.6472,-48.3983,-37.0179,0.0,2015.5,7.47084984949658E-8
"Gaia DR3 6258364939144564992",6258364939144564992,232.4461294767284,-17.5574692202945,6.7034683884766615,0.02679706,14.378971,1.9537896,4.4578123,3924.136,3901.4548,3939.128,0.0485,0.0132,0.0759,"Gaia DR2 6258364939144564992",232.44613746854895,-17.557463048831924,6.7345,-55.0804,-44.2031,0.0,2015.5,4.4334979838150705E-8
"Gaia DR3 3811688440459523200",3811688440459523200,166.80100541775585,3.039932617064945,4.676702293410811,0.014410951,11.933904,6.9899025,0.7849057,5265.2886,5262.607,5268.374,-0.0494,-0.0555,-0.0436,"Gaia DR2 3811688440459523200",166.80100577653948,3.0399356967366025,4.7546,-2.8578,-22.7378,8.6357,2015.5,8.73645156010187E-8
"Gaia DR3 3864142669886768896",3864142669886768896,163.25190397353518,5.306472576263578,9.241747961043302,0.066253915,16.328287,,,3325.988,3322.3345,3329.267,-0.174,-0.1844,-0.1658,"Gaia DR2 3864142669886768896",163.25191219039053,5.306477587277476,9.1687,-58.4369,-36.3627,0.0,2015.5,7.63346231501073E-8
"Gaia DR3 3856449627544923392",3856449627544923392,156.405505925678,2.5138678018138534,12.993084073902105,0.022846276,12.808597,-44.796875,0.60850966,3671.7307,3653.3455,3679.0996,-0.5081,-0.6245,-0.4708,"Gaia DR2 3856449627544923392",156.40549885486968,2.5138828909494957,12.8433,50.9222,-109.198,-43.8977,2015.5,7.772669170168672E-8
"Gaia DR3 3860369901894562304",3860369901894562304,156.6226958724566,4.764019887527223,8.094568872942,0.013400493,13.2934675,4.0384665,1.4616675,4200.6294,4199.179,4203.2617,0.2667,0.2597,0.2741,"Gaia DR2 3860369901894562304",156.62269814041304,4.764020253804811,8.0738,-16.3044,-2.6374,4.1814,2015.5,4.378933565264575E-9
"Gaia DR3 3859431674878660864",3859431674878660864,159.420985838272,6.285866459133817,8.50674999834366,0.019325146,14.051001,17.811394,2.6369052,3798.5198,3795.4058,3801.8264,0.0581,0.0525,0.0644,"Gaia DR2 3859431674878660864",159.42098741544706,6.285868864132253,8.4231,-11.1627,-17.3015,0.0,2015.5,1.74345680306202E-8
"Gaia DR3 3862378262961788288",3862378262961788288,157.62221472824783,6.863672467871654,7.266209398557214,0.032994162,14.500688,-15.499652,6.896475,,,,,,,"Gaia DR2 3862378262961788288",157.62221711491355,6.863673209348432,7.2897,-17.142,-5.4634,0.0,2015.5,2.0672361796337546E-8
"Gaia DR3 2439222638771000448",2439222638771000448,353.9169504366051,-7.6867270983417475,8.914958050057509,0.0582847,16.114773,,,3325.3345,3322.5498,3327.9185,-0.0241,-0.0313,-0.0167,"Gaia DR2 2439222638771000448",353.9169507046435,-7.686721254549897,8.9298,-1.8691,-42.1819,0.0,2015.5,1.5987244069068E-8
"Gaia DR3 2645727449501559680",2645727449501559680,351.6122650912539,1.337591506930472,3.5030633529533866,0.030522017,14.991199,-15.707287,8.444259,4250.179,4246.72,4254.052,0.3232,0.3084,0.3381,"Gaia DR2 2645727449501559680",351.6122619969525,1.337590931995267,3.5139,22.3221,3.9557,0.0,2015.5,2.6431059428597238E-8
"Gaia DR3 2609222216055014144",2609222216055014144,338.36820372598703,-9.02294603015194,3.236262719472494,0.014828305,10.595527,24.483664,0.14040568,,,,,,,"Gaia DR2 2609222216055014144",338.36820948918137,-9.02294052012499,3.2244,-40.9478,-39.2741,24.3451,2015.5,5.548915822193074E-8
"Gaia DR3 3794479262419500160",3794479262419500160,178.19211075064013,-1.1984407165032545,3.1402988953327133,0.016791105,12.490585,7.041161,1.0718298,5659.7485,5640.5605,5702.845,-0.2424,-0.2629,-0.2086,"Gaia DR2 3794479262419500160",178.19211523176466,-1.1984417803226752,3.129,-32.2425,7.1535,7.6872,2015.5,7.030676811502115E-8
"Gaia DR3 3803494845449564672",3803494845449564672,167.093748201004,-1.0658582788252966,1.4109980487074885,0.013297261,13.047297,-4.0401716,2.1687925,5637.564,5625.822,5651.4277,-0.6356,-0.6533,-0.6179,"Gaia DR2 3803494845449564672",167.0937488323493,-1.0658549854015054,1.3251,-4.645,-23.6821,0.0,2015.5,1.4535892068100571E-8
"Gaia DR3 2881784280929695360",2881784280929695360,0.3620976631689815,39.38379417761384,3.68363638949412,0.014410827,10.592974,-14.206673,0.7742235,6506.252,6484.127,6520.752,-0.0421,-0.0578,-0.0309,"Gaia DR2 2881784280929695360",0.3620994530920352,39.38379530976168,3.697,-9.7714,-7.6792,-11.8738,2015.5,7.067443620192541E-8
"Gaia DR3 6710517793025165696",6710517793025165696,284.54838263641625,-47.00330940894825,5.283403771190629,0.017377498,10.702947,31.952633,0.32523116,5711.9224,5708.0728,5718.2,-0.0709,-0.0757,-0.0644,"Gaia DR2 6710517793025165696",284.5483823422991,-47.00330717405533,5.28,1.4431,-15.5801,31.6065,2015.5,7.099047166617037E-8
"Gaia DR3 3761497761876022400",3761497761876022400,161.70689415477983,-9.39937543394476,10.004934710422685,0.020152856,7.841304,35.01388,0.12250046,,,,,,,"Gaia DR2 3761497761876022400",161.70690527235627,-9.399364576972731,10.0562,-79.091,-78.5756,35.2253,2015.5,5.8685006123699826E-8
"Gaia DR3 4608935250790855296",4608935250790855296,267.64049063092074,36.57017449424244,2.7199330760715164,0.011759954,10.485661,-23.179209,0.2866397,6124.7437,6119.091,6135.294,0.0353,0.0278,0.046,"Gaia DR2 4608935250790855296",267.64049057451336,36.57017606558962,2.6885,-0.1363,-10.9621,-23.0263,2015.5,8.068800324217048E-8
"Gaia DR3 5560886336446650240",5560886336446650240,108.30140689027668,-42.40976246788739,4.054882554800243,0.009920982,10.839993,34.751972,0.31141257,5635.6484,5624.3794,5665.6924,0.1787,0.1646,0.2104,"Gaia DR2 5560886336446650240",108.3014089638225,-42.40976226344704,3.9693,-11.2866,-1.8555,34.6036,2015.5,6.46302583437775E-8
"Gaia DR3 651935220461650560",651935220461650560,125.61740338196465,13.735309027504545,4.390696748199278,0.02077791,9.21627,30.334816,0.48136902,7346.182,7343.706,7349.3203,-0.1574,-0.1683,-0.1471,"Gaia DR2 651935220461650560",125.61740699489033,13.735309253901148,4.3868,-25.4275,-2.0144,0.0,2015.5,5.7733295505457756E-8
"Gaia DR3 2033123654092592384",2033123654092592384,294.6614131372555,31.219199136856187,7.300113273881021,0.0239278,7.5898156,-26.777794,0.70650524,8848.703,8845.663,8851.769,-1.4907,-1.4978,-1.4731,"Gaia DR2 2033123654092592384",294.6614126147449,31.21920007309373,7.3015,3.0956,-6.1573,0.0,2015.5,8.280038911620442E-8
"Gaia DR3 2054523105274216704",2054523105274216704,304.800032543719,32.58104453964715,2.05338625795761,0.01282386,10.543578,-13.776505,2.5381234,8742.581,8682.226,8796.163,0.0172,-0.0137,0.0464,"Gaia DR2 2054523105274216704",304.8000321700606,32.581044645186616,2.0953,2.2392,-0.1125,0.0,2015.5,8.999710402976625E-8
"Gaia DR3 1076970406751899008",1076970406751899008,161.90900262984917,71.6557222491935,10.321760152303911,0.018026635,8.24857,-5.540695,0.23751755,6437.147,6436.0938,6438.3906,-0.0366,-0.0437,-0.0287,"Gaia DR2 1076970406751899008",161.90902725095455,71.65572700307207,10.332,-56.1837,-34.8076,-6.1383,2015.5,9.716100398241043E-8
"Gaia DR3 1464700950221781504",1464700950221781504,195.98183545376395,30.640147243322442,4.106155806711664,0.017634887,10.197724,1.4090304,0.19370137,6204.659,6194.313,6241.158,-0.4268,-0.4407,-0.3878,"Gaia DR2 1464700950221781504",195.9818362044903,30.64014504555338,4.1255,-5.1062,15.64,1.6234,2015.5,6.824282001037477E-8
"Gaia DR3 181908842994567936",181908842994567936,78.29559292626563,33.317946334241604,7.379170208091291,0.020074014,8.461335,39.899326,0.26247758,6580.7725,6571.4873,6611.676,0.1084,0.0942,0.1381,"Gaia DR2 181908842994567936",78.29559120897065,33.317953236413075,7.2879,10.6219,-49.779,40.7484,2015.5,4.186398867582196E-8
"Gaia DR3 4534144923690481408",4534144923690481408,283.30544671894125,24.127243850680994,5.073755607869374,0.01096357,10.671983,-34.514748,0.20473976,5525.9883,5516.6797,5537.069,-0.0546,-0.0643,-0.0437,"Gaia DR2 4534144923690481408",283.30544890236024,24.127248251007508,5.0327,-14.5826,-31.197,-34.2838,2015.5,7.491601785010575E-8
"Gaia DR3 2131059594280288128",2131059594280288128,287.3781173017622,47.77115413194504,0.6660565622985521,0.021887908,15.290056,,,5783.063,5615.004,5868.2217,0.283,0.0924,0.3624,"Gaia DR2 2131059594280288128",287.3781164112702,47.7711541313886,0.6556,4.2987,0.0795,0.0,2015.5,1.0585303347168594E-8
"Gaia DR3 2052136821446989568",2052136821446989568,294.94983780833184,38.60518708426104,0.8427473343352306,0.015126586,14.156439,-22.840176,6.302112,5795.041,5757.4106,5829.6074,-0.2815,-0.3197,-0.2463,"Gaia DR2 2052136821446989568",294.9498381263446,38.60518668814753,0.7944,-1.7299,2.8967,0.0,2015.5,1.0324868759759999E-8
"Gaia DR3 2102070660978313472",2102070660978313472,288.47490434916426,40.65128308596366,0.7534612083165722,0.012040838,13.740194,-4.679285,3.1712115,5701.0234,5697.1816,5708.5557,-0.4455,-0.4538,-0.4381,"Gaia DR2 2102070660978313472",288.4749028338579,40.65128483041232,0.7562,8.3223,-12.4998,0.0,2015.5,1.0430007793278025E-8
"Gaia DR3 2105414310196331264",2105414310196331264,282.37754026606484,44.694568560192444,0.9302954588576836,0.013844688,14.203927,-51.27471,7.36323,,,,,,,"Gaia DR2 2105414310196331264",282.3775397354857,44.69456898594115,0.9039,2.8337,-3.0072,0.0,2015.5,1.8282166283087928E-8
"Gaia DR3 2080266967444876032",2080266967444876032,297.0454031453664,46.32866412142783,0.5866082731025986,0.01190051,13.895833,2.2615397,2.6366894,,,,,,,"Gaia DR2 2080266967444876032",297.04540373634285,46.3286653080928,0.5985,-2.9202,-8.6061,0.0,2015.5,8.981112325336946E-9
"Gaia DR3 2130368310704421120",2130368310704421120,287.8872357478153,46.27611928443405,2.148845106853532,0.011638759,12.794332,-0.07193829,1.8977836,5860.2896,5858.3853,5863.4688,-0.3105,-0.3164,-0.3044,"Gaia DR2 2130368310704421120",287.8872376158347,46.27612243193635,2.149,-9.641,-22.2063,1.9656,2015.5,7.93657787356434E-8
"Gaia DR3 2080466185207274880",2080466185207274880,295.34272992767865,46.60221278276875,1.0619283936351143,0.016891716,14.850239,,,5508.0186,5467.4146,5536.525,-0.388,-0.423,-0.355,"Gaia DR2 2080466185207274880",295.3427300366674,46.6022134150852,1.0314,-0.533,-4.5367,0.0,2015.5,2.3778603991500045E-9
"Gaia DR3 2106496607595412480",2106496607595412480,285.6919534367654,45.689399841638206,1.54763036334287,0.012668483,14.008748,-65.959206,4.4813795,5622.0244,5620.1265,5624.2344,-0.6391,-0.6473,-0.63,"Gaia DR2 2106496607595412480",285.691954977796,45.68939934782581,1.5442,-7.7032,3.5568,0.0,2015.5,6.597146890045045E-9
"Gaia DR3 2106996095111385728",2106996095111385728,283.29202457657084,45.43397789993041,1.0758547487480414,0.02261748,15.473331,,,5337.2827,5267.356,5524.5986,-0.2472,-0.3162,-0.0851,"Gaia DR2 2106996095111385728",283.2920272677261,45.433981276370346,1.0353,-13.5625,-24.3178,0.0,2015.5,4.895733723487144E-9
"Gaia DR3 2101035367703145088",2101035367703145088,289.7473166893232,39.5234119625285,1.0609482948751021,0.010933318,13.443366,9.617353,4.9323554,6507.081,6479.878,6540.3877,-0.272,-0.2925,-0.2544,"Gaia DR2 2101035367703145088",289.74731654009327,39.52341314849844,1.0368,0.7642,-8.5073,0.0,2015.5,9.992913862518712E-9
"Gaia DR3 2133035966431029376",2133035966431029376,289.6649171600268,50.020061719936756,0.9977792376266975,0.02269425,15.236161,,,5472.315,5455.3496,5491.663,-0.2623,-0.2849,-0.239,"Gaia DR2 2133035966431029376",289.66491712998356,50.02006117408361,0.9934,-0.009,4.1357,0.0,2015.5,3.5178446399095424E-8
"Gaia DR3 2073153024144692736",2073153024144692736,295.4980725621686,38.644448002403394,0.9686981661968359,0.011381832,13.438997,24.465162,4.9728193,6426.5894,6414.869,6438.7725,-0.0719,-0.0823,-0.0612,"Gaia DR2 2073153024144692736",295.4980736570119,38.644449865999185,0.9571,-6.1505,-13.4116,0.0,2015.5,1.237254340179147E-9
"Gaia DR3 2127985806448631808",2127985806448631808,293.6297647432494,45.74062887756773,0.44900645675233375,0.023686774,15.557443,,,5482.518,5407.7725,5549.4604,-0.3118,-0.3942,-0.2328,"Gaia DR2 2127985806448631808",293.6297645369043,45.74062926887018,0.4554,1.0359,-2.8128,0.0,2015.5,6.499134508590625E-10
"Gaia DR3 2134850847813263360",2134850847813263360,296.2005500473049,49.14002874327827,1.3180857074470014,0.013939491,13.701518,-18.494827,3.3544161,5595.028,5580.8184,5618.7104,-0.1012,-0.1152,-0.0807,"Gaia DR2 2134850847813263360",296.20055063044106,49.14003043742409,1.3238,-2.7797,-12.1217,0.0,2015.5,1.1523228808402054E-8
"Gaia DR3 2051866238502437632",2051866238502437632,292.6274956397227,37.86016622602705,2.4733158530207433,0.0110017685,11.821788,-27.10107,0.5248079,6089.895,6088.2236,6093.172,-0.0359,-0.0411,-0.0311,"Gaia DR2 2051866238502437632",292.62749434147986,37.86016532109599,2.4885,7.1745,7.025,-26.6045,2015.5,7.62939888589825E-8
"Gaia DR3 2082161219824397568",2082161219824397568,300.3323391298596,44.98610528147698,1.058398416261724,0.010067437,13.268091,-12.577895,10.565278,6766.387,6738.825,6777.2163,-0.4877,-0.5037,-0.4794,"Gaia DR2 2082161219824397568",300.33234042935067,44.98610646967674,1.0781,-6.6241,-8.4494,0.0,2015.5,1.4700309412437867E-8
"Gaia DR3 2079807646464016256",2079807646464016256,295.9049785301713,45.405429512866995,1.1279448537009962,0.02678596,15.801282,,,4769.4673,4758.201,4788.0703,-0.5965,-0.6292,-0.5633,"Gaia DR2 2079807646464016256",295.90497947088073,45.405429562345056,1.1292,-4.6449,-0.4141,0.0,2015.5,1.7311580288511633E-8
"Gaia DR3 2130889204338693504",2130889204338693504,287.7808111861272,47.629843616727825,1.0855603644951013,0.013983899,14.220469,13.844797,4.9688287,5942.953,5929.442,5956.2173,-0.2768,-0.2884,-0.2649,"Gaia DR2 2130889204338693504",287.78081152086946,47.629845335301546,1.0939,-1.7141,-12.306,0.0,2015.5,1.562887802734577E-8
"Gaia DR3 2135055391335687680",2135055391335687680,294.36603121418824,49.915022349027446,,,16.25234,,,,,,,,,"Gaia DR2 2135055391335687680",294.3660312648409,49.91502192093307,0.0,0.0,0.0,0.0,2015.5,4.2933508782620586E-7
"Gaia DR3 2105415302330571008",2105415302330571008,282.1856917812003,44.434461611073694,1.7472351364457546,0.0094590215,13.394148,-71.0273,2.313032,5661.6255,5652.2837,5696.1714,-0.053,-0.0639,-0.0208,"Gaia DR2 2105415302330571008",282.1856949301849,44.43446171541739,1.7313,-16.1393,-0.7462,0.0,2015.5,7.004012932903266E-9
"Gaia DR3 2073652546016392448",2073652546016392448,297.43038286550683,39.84788024984641,1.8472765805535745,0.027937295,15.89301,,,4459.129,4447.3086,4477.851,0.367,0.3157,0.4757,"Gaia DR2 2073652546016392448",297.43038260303297,39.84787952980941,1.8123,1.4836,5.2875,0.0,2015.5,1.5040101333347325E-8
"Gaia DR3 2076185408488670208",2076185408488670208,295.1640101754076,39.201402144681865,1.16117132574682,0.017701562,15.058516,,,5454.9424,5434.3066,5473.4,-0.0029,-0.0278,0.0208,"Gaia DR2 2076185408488670208",295.1640094502694,39.201402390419204,1.1631,4.0094,-1.6979,0.0,2015.5,1.113844284370112E-8
