designation,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
"Gaia DR3 2103788854053938816",4847.324,4835.571,4860.2183,0.1021,0.086,0.1188,"Gaia DR3 2103788854053938816",285.9999212956392,40.91938370308377,2.4165,5.0143,10.6025,-38.9865,2016.0,7.105427357601002E-15
"Gaia DR3 2104094071610116608",5069.1353,5057.791,5080.544,-0.0471,-0.0585,-0.0355,"Gaia DR3 2104094071610116608",284.96850713006694,42.07911920642599,2.1906,-3.0016,-15.651,21.7898,2016.0,0.0
"Gaia DR3 2104098950692667264",5306.1978,5289.9155,5321.4663,0.1505,0.1342,0.1695,"Gaia DR3 2104098950692667264",284.52119791922325,41.62965784747268,1.3413,2.4569,12.1645,-38.7561,2016.0,4.2487859226438E-14
"Gaia DR3 2104344141784539264",,,,,,,"Gaia DR3 2104344141784539264",282.97906230045015,40.78442079700303,1.8151,16.336,14.95,-16.273,2016.0,7.105427357601002E-15
"Gaia DR3 2104376405579347968",4653.602,4643.8477,4661.508,-0.1486,-0.1588,-0.1383,"Gaia DR3 2104376405579347968",282.9734893096095,41.32179226733138,3.5161,10.4198,-49.2005,-7.2265,2016.0,7.105427357601002E-15
"Gaia DR3 2104466153215402624",5493.599,5466.6284,5513.7456,0.0151,-0.0073,0.0338,"Gaia DR3 2104466153215402624",283.1920769795168,41.30541886105221,1.3099,-4.8885,12.0181,-71.3539,2016.0,7.105427357601002E-15
"Gaia DR3 2104466256290759936",,,,,,,"Gaia DR3 2104466256290759936",283.2355590892423,41.343051395608086,2.6281,-21.1002,-0.7806,-28.0432,2016.0,0.0
"Gaia DR3 2104506319750394624",5330.15,5313.409,5352.382,0.1319,0.1117,0.1529,"Gaia DR3 2104506319750394624",283.36840944228095,41.82183959437288,1.1816,0.8543,4.4597,-15.827,2016.0,0.0
"Gaia DR3 2104847370214740352",5242.6987,5235.011,5253.872,0.0496,0.0411,0.0609,"Gaia DR3 2104847370214740352",282.1355902789756,43.03919833552501,3.3165,14.4802,23.5294,-30.0713,2016.0,7.105427357601002E-15
"Gaia DR3 2105135854577044480",5824.924,5823.415,5826.7407,-0.136,-0.1408,-0.1312,"Gaia DR3 2105135854577044480",283.37488947361595,43.788374906919074,3.6232,11.3449,29.8385,-33.4799,2016.0,0.0
"Gaia DR3 2105362903731391744",5486.0767,5481.97,5493.6685,0.2758,0.2705,0.2823,"Gaia DR3 2105362903731391744",282.3919461621286,43.889418869144784,2.5495,5.4563,16.2752,-26.9122,2016.0,7.105427357601002E-15
"Gaia DR3 2105414310196331264",,,,,,,"Gaia DR3 2105414310196331264",282.37754026606484,44.694568560192444,0.9303,2.7925,-3.0114,-51.2747,2016.0,0.0
"Gaia DR3 2105435544515167232",5086.6694,5073.86,5099.1255,-0.1458,-0.1588,-0.134,"Gaia DR3 2105435544515167232",286.8653803125458,41.98895318398473,2.2461,-12.3776,-28.1306,-6.2886,2016.0,4.2843536595146686E-14
"Gaia DR3 2105535462635217792",5760.8633,5750.016,5774.2246,-0.1614,-0.1756,-0.1471,"Gaia DR3 2105535462635217792",285.7994928938535,42.8117416347725,0.6852,6.513,-7.2764,0.0,2016.0,7.105427357601002E-15
"Gaia DR3 2105618029085927680",5330.454,5322.1323,5338.39,-0.0302,-0.0393,-0.0212,"Gaia DR3 2105618029085927680",287.2954010039887,43.279867524725944,1.7873,-2.6269,-1.2041,-12.6445,2016.0,0.0
"Gaia DR3 2105620159389754624",6311.2393,6288.969,6353.309,-0.2121,-0.2293,-0.179,"Gaia DR3 2105620159389754624",287.34567144104676,43.378389261930046,3.4026,-12.0278,-0.3932,-11.8882,2016.0,0.0
"Gaia DR3 2106008493152187392",4751.026,4747.1826,4757.0283,-0.6365,-0.6478,-0.6234,"Gaia DR3 2106008493152187392",287.4389378949233,43.83200263821952,2.6013,-38.9588,-18.1175,-101.0636,2016.0,7.105427357601002E-15
"Gaia DR3 2106306495162679552",,,,,,,"Gaia DR3 2106306495162679552",286.02611182055773,44.782856574727006,1.0799,2.8262,-3.5507,-33.7039,2016.0,4.096730205450251E-14
"Gaia DR3 2106674071344722688",5421.0293,5415.74,5430.2446,-0.3159,-0.3211,-0.3048,"Gaia DR3 2106674071344722688",284.059238556276,44.51838003138322,15.6253,-60.3963,48.6567,-30.9179,2016.0,0.0
"Gaia DR3 2106705269988803072",5541.88,5521.036,5582.8994,0.134,0.1113,0.1867,"Gaia DR3 2106705269988803072",284.4824273919462,44.39788729668457,2.2055,-3.8904,-26.5359,-31.652,2016.0,0.0
"Gaia DR3 2106821925598401152",5449.947,5424.465,5482.6533,-0.0018,-0.0298,0.0324,"Gaia DR3 2106821925598401152",284.06112235347956,45.50681150277166,3.9291,-0.6825,-7.8796,6.4273,2016.0,0.0
"Gaia DR3 2107001283431633408",,,,,,,"Gaia DR3 2107001283431633408",283.21255717679503,45.349694823151324,3.3209,-25.1203,-31.1413,17.5108,2016.0,7.105427357601002E-15
"Gaia DR3 2107236613280607104",6178.9956,6171.469,6190.7197,-0.3594,-0.368,-0.3493,"Gaia DR3 2107236613280607104",284.55578683877354,46.06388791011217,1.8192,7.5915,10.8269,-31.7213,2016.0,4.0076058400821584E-14
"Gaia DR3 2107243072911617024",5627.6567,5602.4873,5662.1973,-0.0113,-0.0358,0.0459,"Gaia DR3 2107243072911617024",284.3942829947417,46.2491105461375,2.6313,-7.2052,-2.436,-2.1769,2016.0,0.0
"Gaia DR3 2107266570672734592",6019.33,6017.051,6023.7334,0.0485,0.0434,0.0537,"Gaia DR3 2107266570672734592",285.18994359154334,46.028062380373605,2.8235,-1.4662,20.684,-21.4254,2016.0,4.010124035222779E-14
"Gaia DR3 2107315365800640896",6200.7095,6196.898,6206.8667,-0.11,-0.1166,-0.1026,"Gaia DR3 2107315365800640896",285.0775854939143,46.41965646495311,3.3519,-12.973,9.8582,-36.3949,2016.0,0.0
"Gaia DR3 2107342716152550272",6005.9355,5982.223,6040.7715,-0.1558,-0.209,-0.0776,"Gaia DR3 2107342716152550272",284.5936853486546,46.449735287169595,1.6069,-2.5553,-7.7289,-10.3857,2016.0,7.105427357601002E-15
"Gaia DR3 2116862833283266432",5872.4985,5870.51,5876.404,-0.2702,-0.2749,-0.2642,"Gaia DR3 2116862833283266432",281.11230612702497,43.2277655383649,2.0249,-5.9668,-5.2777,-10.4215,2016.0,0.0
"Gaia DR3 2119196585370036736",6154.762,6144.3237,6164.6094,-0.3034,-0.3123,-0.2941,"Gaia DR3 2119196585370036736",281.46178825059314,46.78992938866643,1.9008,12.799,8.4894,-27.1555,2016.0,7.105427357601002E-15
"Gaia DR3 2119583201145735808",4800.82,4797.803,4804.6455,0.0025,-0.0036,0.0086,"Gaia DR3 2119583201145735808",281.4824647486216,47.20782027646408,9.2517,-41.0442,-43.2667,-28.5143,2016.0,7.105427357601002E-15
"Gaia DR3 2119602202081351168",4598.9097,4580.793,4625.4956,0.372,0.3176,0.47,"Gaia DR3 2119602202081351168",281.1947304731251,47.49726403867885,5.2476,-5.5259,25.0661,-51.7192,2016.0,0.0
"Gaia DR3 2119814820141727232",5096.075,5073.693,5116.9434,-0.252,-0.2777,-0.2305,"Gaia DR3 2119814820141727232",280.69091681537,47.809668054798834,1.7765,-15.5766,-15.5023,-23.1181,2016.0,0.0
"Gaia DR3 2125713940547834496",5413.469,5406.152,5419.91,0.0334,0.0258,0.0395,"Gaia DR3 2125713940547834496",292.38858243628977,42.233277152971844,5.6844,2.0019,3.8649,-28.9331,2016.0,4.208768239146667E-14
"Gaia DR3 2125790322246812672",4548.025,4537.5283,4558.491,0.2262,0.1986,0.2543,"Gaia DR3 2125790322246812672",291.6693450104364,42.590744901465115,2.0309,6.8341,5.8931,0.0,2016.0,0.0
"Gaia DR3 2125831210335846016",5473.9526,5466.094,5481.741,-0.2747,-0.2845,-0.2664,"Gaia DR3 2125831210335846016",291.9518778670187,43.074613999159475,1.6231,-2.8984,-22.6955,-46.4477,2016.0,0.0
"Gaia DR3 2125850623586710400",5238.5815,5215.4277,5264.0664,-0.0092,-0.0336,0.0178,"Gaia DR3 2125850623586710400",292.8733695924823,42.96615915790385,1.0765,0.2397,6.583,0.0,2016.0,0.0
"Gaia DR3 2126237131982289280",5993.311,5944.301,6089.7812,-0.1939,-0.2249,-0.1373,"Gaia DR3 2126237131982289280",291.3877392676598,44.529044802755,1.7925,-2.657,-11.9381,-25.8161,2016.0,0.0
"Gaia DR3 2126266823097360000",4977.6445,4964.965,4991.551,0.0114,-0.0019,0.0278,"Gaia DR3 2126266823097360000",293.06131355140434,43.581357808023036,1.3208,-1.2208,0.5456,0.0,2016.0,0.0
"Gaia DR3 2126418658780855296",5158.5312,5134.288,5172.327,0.0676,0.033,0.0839,"Gaia DR3 2126418658780855296",293.6413154355762,44.65706995561541,1.5232,4.2094,5.8418,-33.2683,2016.0,0.0
"Gaia DR3 2126432677554353280",5514.2754,5509.6577,5523.158,-0.4071,-0.416,-0.3971,"Gaia DR3 2126432677554353280",293.3722096589809,44.78518152719211,1.4948,-6.4668,2.1957,-9.2661,2016.0,0.0
"Gaia DR3 2126454633427425664",5279.793,5266.214,5295.6226,0.0372,0.0214,0.056,"Gaia DR3 2126454633427425664",293.74711152422327,45.1071978123657,1.572,4.1103,-1.8297,-18.7461,2016.0,4.0119094793747485E-14
"Gaia DR3 2126508676995012352",5957.4893,5936.028,5976.735,-0.4308,-0.4532,-0.4141,"Gaia DR3 2126508676995012352",293.23002001492745,45.05336509063897,1.586,11.3283,8.455,-9.171,2016.0,7.105427357601002E-15
"Gaia DR3 2126569051355142656",5739.8135,5737.8037,5742.789,-0.0151,-0.0208,-0.0089,"Gaia DR3 2126569051355142656",291.653162753138,44.68826074894719,1.5087,-1.1161,-3.6498,-18.8327,2016.0,7.105427357601002E-15
"Gaia DR3 2126576679217244160",4902.6416,4882.9077,4922.694,0.0182,-0.0036,0.0456,"Gaia DR3 2126576679217244160",291.84193202688533,44.85812396384026,1.1797,-8.5055,0.0482,0.0,2016.0,0.0
"Gaia DR3 2126601108991279872",5550.253,5544.905,5558.629,0.1289,0.1231,0.1371,"Gaia DR3 2126601108991279872",291.848179741037,44.96828140011728,2.7425,16.9765,5.4331,-58.238,2016.0,7.105427357601002E-15
"Gaia DR3 2126801563705846528",5608.1343,5606.0474,5611.1245,-0.382,-0.3882,-0.3755,"Gaia DR3 2126801563705846528",292.249057184009,46.16478942246022,1.4298,4.4008,-10.3999,-112.5519,2016.0,0.0
"Gaia DR3 2126878048483137152",5428.528,5410.5044,5442.3467,-0.0485,-0.0682,-0.0338,"Gaia DR3 2126878048483137152",290.1443389872986,44.0498795743566,1.444,-0.1689,-8.7285,-20.4649,2016.0,0.0
"Gaia DR3 2126918008858627712",6241.4805,6222.4517,6304.3794,-0.3202,-0.3386,-0.2734,"Gaia DR3 2126918008858627712",289.3473656565553,44.20844164034926,4.3258,11.5531,-19.9575,-21.0509,2016.0,0.0
"Gaia DR3 2127001056345369984",5610.265,5604.1055,5618.4326,0.0219,0.015,0.0309,"Gaia DR3 2127001056345369984",290.82419316719063,44.64728636153362,1.5949,0.6422,23.1313,-78.296,2016.0,0.0
"Gaia DR3 2127355923723254272",5889.3286,5873.3335,5906.998,-0.2273,-0.2386,-0.2134,"Gaia DR3 2127355923723254272",289.0775345809352,46.00516780007869,0.8136,-1.1065,-13.0985,12.1793,2016.0,7.105427357601002E-15
"Gaia DR3 2127390970655877888",6251.631,6239.747,6266.131,-0.2603,-0.2706,-0.2495,"Gaia DR3 2127390970655877888",290.9952034477912,45.19218685187189,1.0837,-7.9321,-8.1447,-20.5556,2016.0,4.068459176128923E-14
"Gaia DR3 2127398083121764736",5455.224,5427.2524,5472.267,0.036,0.0046,0.0549,"Gaia DR3 2127398083121764736",290.9734395288398,45.290275199962146,1.259,-0.0284,-6.1367,0.0,2016.0,7.105427357601002E-15
"Gaia DR3 2127771917075703424",5711.4834,5709.1665,5715.5015,0.1411,0.1352,0.1488,"Gaia DR3 2127771917075703424",288.7389478123928,46.762593323109364,1.2577,-1.3072,2.816,-14.1291,2016.0,7.105427357601002E-15
"Gaia DR3 2127798442794047104",5477.701,5457.8423,5546.799,-0.2458,-0.2665,-0.182,"Gaia DR3 2127798442794047104",288.8392764957853,46.98674714043934,1.6741,-7.2656,-0.2119,-24.432,2016.0,1.4210854715202004E-14
"Gaia DR3 2127851116271982848",5560.683,5557.4546,5565.8813,-0.3348,-0.3398,-0.3291,"Gaia DR3 2127851116271982848",290.0605131290579,47.163953554745184,1.4181,3.8594,2.3375,-64.1202,2016.0,0.0
"Gaia DR3 2128067720065692672",6162.4775,6088.6245,6271.8164,-0.1631,-0.2245,-0.093,"Gaia DR3 2128067720065692672",293.7280684793719,46.12911300751494,0.8455,-4.908,-6.0195,5.935,2016.0,0.0
"Gaia DR3 2128098197152438144",4974.268,4964.733,4983.9443,0.0531,0.0415,0.0649,"Gaia DR3 2128098197152438144",294.3255908387434,46.00226535924586,2.0905,5.2139,5.7622,-16.2402,2016.0,7.105427357601002E-15
"Gaia DR3 2128298617506651904",6159.9136,6144.634,6175.8315,-0.0826,-0.0959,-0.0689,"Gaia DR3 2128298617506651904",292.6780477136592,46.726680279251546,1.2709,-5.2263,-6.875,-26.7991,2016.0,7.105427357601002E-15
"Gaia DR3 2128504397979254528",5087.5884,5078.5137,5096.097,-0.4494,-0.4689,-0.431,"Gaia DR3 2128504397979254528",292.376092878375,47.880958423460314,0.9948,-6.2761,-8.1052,0.0,2016.0,0.0
"Gaia DR3 2128724678262662144",5723.5176,5717.786,5757.521,-0.1013,-0.1077,-0.069,"Gaia DR3 2128724678262662144",295.1190095197763,48.48136579388148,1.7886,13.4124,16.4079,-49.2708,2016.0,3.767943296260501E-14
"Gaia DR3 2128911251641171200",5453.9604,5438.052,5467.3604,-0.0919,-0.1084,-0.0767,"Gaia DR3 2128911251641171200",293.3517005518855,48.444591129531524,1.5831,-2.0665,-7.4716,-19.9932,2016.0,3.7706742477075633E-14
"Gaia DR3 2128925579652377472",5987.0005,5888.976,6042.8477,-0.2604,-0.3589,-0.2075,"Gaia DR3 2128925579652377472",292.92917051664256,48.60283079887761,1.6744,5.6705,4.1405,0.2471,2016.0,0.0
"Gaia DR3 2129025841368107136",5107.889,5086.4014,5127.1562,-0.1554,-0.194,-0.1336,"Gaia DR3 2129025841368107136",293.16009628043156,48.88120699461016,1.6479,-6.685,-2.7272,-35.4566,2016.0,0.0
"Gaia DR3 2129084935820532608",4555.2466,4536.612,4565.8193,0.1586,0.1044,0.1836,"Gaia DR3 2129084935820532608",291.506037976016,46.89562137699335,5.8533,-25.6576,-34.1374,17.0359,2016.0,3.948733164212359E-14
"Gaia DR3 2129161734133025408",4915.03,4893.975,4935.482,-0.1506,-0.1722,-0.1292,"Gaia DR3 2129161734133025408",290.93426773968787,47.35754001557909,1.2622,-0.8353,-9.9663,0.0,2016.0,7.105427357601002E-15
"Gaia DR3 2129495057954829952",6109.6387,6005.3784,6216.681,-7.0E-4,-0.0856,0.097,"Gaia DR3 2129495057954829952",289.66439331584877,48.706164055758116,2.9439,-3.5253,-6.0782,-18.5687,2016.0,7.105427357601002E-15
"Gaia DR3 2129503716608032256",5455.4277,5426.964,5488.6914,-0.7593,-0.7989,-0.7138,"Gaia DR3 2129503716608032256",290.67618765398436,48.29423652410041,0.7948,1.024,2.0327,0.0,2016.0,0.0
"Gaia DR3 2129550445852902656",5729.4624,5717.7295,5744.656,-0.048,-0.0607,-0.0271,"Gaia DR3 2129550445852902656",291.03230868666486,49.04021141021865,6.9298,-7.3046,-10.4545,-20.4995,2016.0,0.0
"Gaia DR3 2129753580626548736",5528.2124,5514.1724,5641.852,-0.3072,-0.3357,-0.154,"Gaia DR3 2129753580626548736",291.90698453923784,49.26207688295888,1.246,-7.605,6.3961,6.4612,2016.0,0.0
"Gaia DR3 2130243550494676480",5329.313,5318.1895,5341.5796,0.126,0.1132,0.1392,"Gaia DR3 2130243550494676480",287.91793856241117,45.59288245539906,1.5309,3.4873,-3.0379,-3.9992,2016.0,0.0
"Gaia DR3 2130250731680096384",5491.202,5458.2617,5522.076,-0.1801,-0.2164,-0.1416,"Gaia DR3 2130250731680096384",288.16465319423594,45.81642333802504,0.7408,-4.7932,-16.9185,0.0,2016.0,0.0
"Gaia DR3 2130320172711659136",6162.22,6158.0576,6169.972,-0.3913,-0.3982,-0.3831,"Gaia DR3 2130320172711659136",287.6374832266355,46.20444435733928,3.4923,-11.5388,9.5189,-9.6508,2016.0,3.934060179109151E-14
"Gaia DR3 2130405041264941184",5383.5957,5373.869,5400.4565,-0.3132,-0.3294,-0.2922,"Gaia DR3 2130405041264941184",288.2119719438424,46.615047009442634,0.9883,6.4207,6.4362,0.0,2016.0,0.0
"Gaia DR3 2130460394803778816",5058.3076,5045.4834,5074.1387,0.1794,0.1614,0.1991,"Gaia DR3 2130460394803778816",287.90608859995746,46.93774778045156,1.2914,0.7065,-0.9896,0.0,2016.0,0.0
"Gaia DR3 2130625287187139072",5741.616,5738.6353,5746.2104,-0.4997,-0.5111,-0.4892,"Gaia DR3 2130625287187139072",287.0394931123638,46.64016914699425,0.8323,-0.2527,10.5368,-45.691,2016.0,0.0
"Gaia DR3 2130634667395736704",5495.5264,5472.6636,5510.965,0.0136,-0.0194,0.0327,"Gaia DR3 2130634667395736704",287.1010261296898,46.89640050192467,1.3847,-6.612,-19.9255,-26.0019,2016.0,0.0
"Gaia DR3 2130661880308812800",5768.3,5766.454,5770.3364,-0.1987,-0.204,-0.1933,"Gaia DR3 2130661880308812800",287.1406164741805,47.11511252752334,2.3608,-6.1281,-19.764,-34.8282,2016.0,7.105427357601002E-15
"Gaia DR3 2131114947819394816",4877.782,4862.6494,4894.37,0.0049,-0.013,0.0267,"Gaia DR3 2131114947819394816",286.99947556998484,48.3757858756107,1.1727,-1.3241,-5.571,0.0,2016.0,0.0
"Gaia DR3 2131169545443676032",,,,,,,"Gaia DR3 2131169545443676032",286.7156676900594,48.64525389766578,0.8912,0.237,-9.6043,15.6152,2016.0,0.0
"Gaia DR3 2131216137248338304",5575.4536,5572.36,5581.1587,-0.592,-0.599,-0.584,"Gaia DR3 2131216137248338304",287.32652645591173,48.673341246642195,2.5017,-13.0409,-21.2388,5.7274,2016.0,0.0
"Gaia DR3 2131494313689868416",5846.353,5844.521,5848.449,0.267,0.265,0.269,"Gaia DR3 2131494313689868416",285.3111818128082,47.8484739824901,2.405,-13.0308,-24.7158,-20.8423,2016.0,0.0
"Gaia DR3 2131709921047710336",5520.624,5511.6787,5531.567,0.1817,0.1703,0.1945,"Gaia DR3 2131709921047710336",283.2555071764037,48.355248355138436,1.0851,0.7296,6.8561,-79.0824,2016.0,0.0
"Gaia DR3 2131859244171951616",6231.89,6217.2407,6244.0747,-0.0476,-0.0604,-0.0371,"Gaia DR3 2131859244171951616",283.9367802516257,49.110274230999984,1.7367,-3.6755,-3.4452,-17.463,2016.0,3.983130154239959E-14
"Gaia DR3 2132004074768150400",5577.67,5526.5127,5639.508,-0.2409,-0.2978,-0.1774,"Gaia DR3 2132004074768150400",285.3652069422543,49.201553613259065,0.3882,-0.5676,-9.209,0.0,2016.0,0.0
"Gaia DR3 2132155017099178624",5595.7837,5594.4077,5598.094,-0.2251,-0.2294,-0.2204,"Gaia DR3 2132155017099178624",285.67929401534263,50.24148992494669,5.3698,-18.4825,41.382,-98.4404,2016.0,7.105427357601002E-15
"Gaia DR3 2132178725317511936",6179.7046,6169.9756,6189.4624,-0.2142,-0.2222,-0.2061,"Gaia DR3 2132178725317511936",284.4227537638208,49.1061896875545,1.8243,1.0778,-6.6356,-30.954,2016.0,1.4210854715202004E-14
"Gaia DR3 2132193431285570304",5885.366,5880.2246,5895.6885,-0.1199,-0.1291,-0.1095,"Gaia DR3 2132193431285570304",284.43346331745494,49.305123431171154,1.1695,-4.3501,-3.2564,-15.5411,2016.0,0.0
"Gaia DR3 2132215421518219392",5855.456,5853.904,5857.9736,-0.3767,-0.3818,-0.3713,"Gaia DR3 2132215421518219392",284.7391183913828,49.59844669643691,2.9701,12.8877,14.1584,-27.6139,2016.0,0.0
"Gaia DR3 2132325200882204544",5691.414,5673.6294,5718.006,-0.3244,-0.3424,-0.2954,"Gaia DR3 2132325200882204544",285.0416206625163,50.07539178933201,2.1643,-13.2321,4.1777,-8.9313,2016.0,7.105427357601002E-15
"Gaia DR3 2132709613336959744",,,,,,,"Gaia DR3 2132709613336959744",289.2333760039208,49.93889333926979,2.1187,-3.395,-13.1331,-29.1342,2016.0,7.105427357601002E-15
"Gaia DR3 2132768956905956352",4773.3467,4744.127,4784.909,0.2392,0.2003,0.2616,"Gaia DR3 2132768956905956352",287.6057056660684,49.52339814640493,6.5313,13.6107,32.5433,-20.4046,2016.0,7.105427357601002E-15
"Gaia DR3 2133021810218800384",5426.5166,5401.224,5450.141,-0.1397,-0.1655,-0.1153,"Gaia DR3 2133021810218800384",289.8354213700184,49.82560723656321,1.2084,-2.6362,1.4202,0.0,2016.0,0.0
"Gaia DR3 2133022669212268800",5750.139,5734.05,5770.064,-0.2372,-0.2503,-0.2224,"Gaia DR3 2133022669212268800",289.780538706912,49.89656299924524,1.0693,-2.6103,4.7543,-8.7496,2016.0,7.105427357601002E-15
"Gaia DR3 2133124511477266176",5556.0845,5548.9673,5561.648,0.0993,0.0934,0.105,"Gaia DR3 2133124511477266176",289.3879897691423,50.597010300894965,0.9109,-2.6542,-8.3953,3.2478,2016.0,3.677549600890191E-14
"Gaia DR3 2133369840008452224",4650.389,4606.9478,4660.7017,0.2672,0.1268,0.2877,"Gaia DR3 2133369840008452224",287.9978707670308,50.944179303607,3.7984,-5.9212,-38.9211,2.2637,2016.0,0.0
"Gaia DR3 2133611659549905024",6013.9956,6004.366,6025.453,-0.2443,-0.254,-0.2337,"Gaia DR3 2133611659549905024",286.24717370229274,50.24236821263879,2.1608,-1.3957,-8.2602,-12.0821,2016.0,0.0
"Gaia DR3 2134719834131370496",5842.564,5825.893,5855.205,-0.284,-0.3005,-0.2693,"Gaia DR3 2134719834131370496",295.6486571194512,48.49551815029151,1.9186,-3.8009,-7.4662,-0.9107,2016.0,3.8333204396339556E-14
"Gaia DR3 2134798444914611712",5847.9644,5811.5728,5873.44,0.1472,0.1165,0.1751,"Gaia DR3 2134798444914611712",294.83510372555827,48.982319063755696,1.4739,-6.9411,-9.015,-52.238,2016.0,7.105427357601002E-15
"Gaia DR3 2135002576119495936",6314.268,6282.461,6331.085,0.0443,0.024,0.0556,"Gaia DR3 2135002576119495936",294.4685196109905,49.33097729897194,1.8647,-0.7092,-10.7212,-33.7143,2016.0,0.0
"Gaia DR3 2135019107451751168",5654.0405,5645.7095,5667.453,-0.4135,-0.4245,-0.3991,"Gaia DR3 2135019107451751168",294.2189136132725,49.47925407482584,1.1395,2.2746,3.8793,-26.9701,2016.0,0.0
"Gaia DR3 2135044568018500096",6148.697,6133.5996,6167.4663,-0.1183,-0.1331,-0.1037,"Gaia DR3 2135044568018500096",294.4639171785509,49.76504729565199,1.1474,3.3548,0.354,-19.2487,2016.0,7.105427357601002E-15
"Gaia DR3 2135055391335687680",,,,,,,"Gaia DR3 2135055391335687680",294.36603121418824,49.915022349027446,0.0,0.0,0.0,0.0,2016.0,0.0
"Gaia DR3 2135179533070399232",5982.1313,5979.9478,5985.801,-0.5803,-0.585,-0.574,"Gaia DR3 2135179533070399232",295.2264758483415,50.55924205538903,2.9234,8.5255,52.9971,3.6334,2016.0,0.0
"Gaia DR3 2135203000771400320",5929.3867,5865.774,5985.5903,-0.2736,-0.3223,-0.2343,"Gaia DR3 2135203000771400320",294.33851151589977,50.3365170271792,0.6597,2.7382,-5.3982,0.0,2016.0,7.105427357601002E-15
"Gaia DR3 2135314184585149696",5931.5747,5926.6304,5941.068,-0.0543,-0.0611,-0.0452,"Gaia DR3 2135314184585149696",297.0188065927727,50.409047500411965,2.5532,-3.9098,11.2777,-5.3803,2016.0,7.105427357601002E-15
"Gaia DR3 2135378231142791808",5671.5894,5661.921,5690.0425,-0.6645,-0.6826,-0.6429,"Gaia DR3 2135378231142791808",296.301979928745,50.672310988550485,0.9469,3.313,-3.6077,0.0,2016.0,1.4210854715202004E-14
"Gaia DR3 2135427576021495168",4974.5327,4967.2656,4982.563,-0.1991,-0.2074,-0.191,"Gaia DR3 2135427576021495168",296.8509817792637,50.698769255478716,2.2431,-2.4599,-31.5266,-33.3535,2016.0,3.600447911311515E-14
"Gaia DR3 2135590578620605568",6230.816,6207.48,6254.1777,-0.4637,-0.4728,-0.4553,"Gaia DR3 2135590578620605568",295.4865829792983,51.01352461245667,2.076,4.2102,6.6437,-17.3664,2016.0,3.646133250812899E-14
"Gaia DR3 2143749504651818368",5714.2964,5712.587,5716.43,-0.0891,-0.0945,-0.0838,"Gaia DR3 2143749504651818368",282.9249849799362,48.626402020226294,2.026,1.4296,4.0403,-19.6815,2016.0,7.105427357601002E-15
"Gaia DR3 2242756094328104576",,,,,,,"Gaia DR3 2242756094328104576",292.3139982792901,65.97378351827352,26.886,56.4899,-131.6588,-45.5819,2016.0,0.0
"Gaia DR3 2318295979126499200",,,,,,,"Gaia DR3 2318295979126499200",7.302035701553612,-30.454128055932788,15.9,150.0321,-87.1322,57.5667,2016.0,3.634278574445449E-15
"Gaia DR3 2329387852426700800",,,,,,,"Gaia DR3 2329387852426700800",353.24356218264177,-29.41653330056644,26.1175,150.9913,-333.0598,0.0,2016.0,0.0
"Gaia DR3 2333676738050041728",,,,,,,"Gaia DR3 2333676738050041728",2.2716167670028304,-27.121732715340222,42.0592,692.2239,90.0669,19.701,2016.0,3.952571376882996E-16
"Gaia DR3 2371032916186181760",,,,,,,"Gaia DR3 2371032916186181760",11.2486779084442,-15.274191339893132,66.8287,318.1521,-596.6229,-13.7418,2016.0,0.0
"Gaia DR3 2546413408888429696",,,,,,,"Gaia DR3 2546413408888429696",3.961707533403647,1.200514459631661,3.5706,1.9512,16.4471,18.2701,2016.0,4.439917302222496E-16
"Gaia DR3 2609222216055014144",,,,,,,"Gaia DR3 2609222216055014144",338.36820372598703,-9.02294603015194,3.2363,-41.0514,-39.3795,24.4837,2016.0,1.7763568394002505E-15
"Gaia DR3 306410392895767680",,,,,,,"Gaia DR3 306410392895767680",17.47473625608763,25.68164789375984,2.778,-24.3867,-10.819,-19.7709,2016.0,0.0
"Gaia DR3 3311804515502788352",,,,,,,"Gaia DR3 3311804515502788352",63.27395214948895,15.247700118856342,22.3572,122.4495,-18.6035,42.9187,2016.0,1.3825196746661473E-14
"Gaia DR3 3460438662009633408",,,,,,,"Gaia DR3 3460438662009633408",178.5780409728862,-37.553376934847535,36.8291,250.9963,-144.9467,49.488,2016.0,0.0
"Gaia DR3 3579573358218514944",,,,,,,"Gaia DR3 3579573358218514944",186.5410904125123,-9.62482431530069,2.7558,-38.1379,-8.1905,41.8406,2016.0,2.8077883865289137E-14
"Gaia DR3 3581264372742210048",,,,,,,"Gaia DR3 3581264372742210048",183.64566114979326,-9.562628252197515,4.7816,-22.3243,2.1088,15.9654,2016.0,1.7763568394002505E-15
"Gaia DR3 3695235654973028736",,,,,,,"Gaia DR3 3695235654973028736",188.2782774210235,-1.9532919056031528,15.4345,-47.2556,-28.6805,13.112,2016.0,2.8408666116069484E-14
"Gaia DR3 3761497761876022400",,,,,,,"Gaia DR3 3761497761876022400",161.70689415477983,-9.39937543394476,10.0049,-79.1599,-78.5067,35.0139,2016.0,1.7763568394002505E-15
