# CONSTRAINT:  where (gaia_id not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and default_flag = 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and sy_snum = 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_controv_flag = 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and ttv_flag = 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_trandep not null),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pl_name,hostname,gaia_id,default_flag,sy_snum,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_trandep,pl_trandeperr1,pl_trandeperr2,st_teff,st_tefferr1,st_tefferr2,st_met,st_meterr1,st_meterr2,ra,dec
TOI-4603 b,TOI-4603,Gaia DR2 3402980516507429888,1,1,0,7.24599,0.00022,-0.00021,0.0888,0.001,-0.001,4096.80817,184.34048,-181.16219,0.325,0.02,-0.02,80.21,0.39,-0.41,0,0.9521,0.0044,-0.0049,0.1528,0.0091,-0.0079,6264,95,-94,0.342,0.039,-0.04,83.8659288,21.2942417
TOI-470 b,TOI-470,Gaia DR2 2912264564319611136,1,1,0,12.19148,0.00003,-0.00003,0.119,0.008,-0.008,,,,,,,89.527,0.432,-0.432,0,0.253,0.216,-0.216,0.2275,0.0076,-0.0076,5190,90,-90,0.1,0.08,-0.08,94.0099043,-25.0314111
TOI-4791 b,TOI-4791,Gaia DR2 2930141657016297216,1,1,0,4.28088,0.000022,-0.000023,0.0555,0.0011,-0.0012,734.18362,101.70509,-104.88337,0,,,85.55,0.34,-0.33,0,0.657,0.027,-0.03,0.655,0.045,-0.045,6058,99,-94,0.207,0.085,-0.089,109.3883818,-19.8289392
TOI-500 b,TOI-500,Gaia DR2 5509620021956148736,1,1,0,0.548177,0.000019,-0.000019,0.01189,0.00041,-0.0004,1.42,0.18,-0.18,0.063,0.073,-0.044,82.09,2.53,-1.31,0,0.53,0.12,-0.18,0.02487,0.00226,-0.0022,4440,100,-100,0.12,0.08,-0.08,106.559098,-47.5878156
TOI-558 b,TOI-558,Gaia DR2 4727755005637190016,1,1,0,14.574071,0.000026,-0.000026,0.1291,0.002,-0.0021,1147.36055,47.67426,-47.67426,0.298,0.022,-0.02,86.24,0.19,-0.22,0,0.9073,0.0066,-0.0067,0.557,0.019,-0.017,6466,95,-93,-0.004,0.059,-0.055,42.2915093,-58.0246828
TOI-559 b,TOI-559,Gaia DR2 5057924844082070016,1,1,0,6.9839095,0.0000051,-0.0000051,0.0723,0.0013,-0.0013,1910.14873,76.27882,-73.10053,0.151,0.012,-0.011,89.08,0.52,-0.38,0,0.23,0.088,-0.13,0.8276,0.01,-0.009,5925,85,-76,-0.069,0.065,-0.079,46.8186159,-31.1629951
TOI-564 b,TOI-564,Gaia DR2 5710154317045164416,1,1,0,1.651144,0.000018,-0.000018,0.02734,0.00061,-0.00053,464.98529,31.783,-30.51168,0.072,0.083,-0.05,78.38,0.71,-0.85,0,0.994,0.083,-0.049,0.92,1.7,-0.45,5640,34,-37,0.143,0.076,-0.078,130.2951535,-16.0363275
TOI-620 b,TOI-620,Gaia DR2 5738284016370287616,1,1,0,5.0988179,0.0000045,-0.0000046,0.04825,0.00065,-0.00066,,,,0.22,0.28,-0.12,87.47,0.18,-0.3,0,0.887,0.014,-0.017,0.393,0.021,-0.02,3708,57,-56,0.35,0.11,-0.12,142.1734459,-12.1671652
TOI-628 b,TOI-628,Gaia DR2 3126717023051258112,1,1,0,3.4095675,0.000007,-0.0000069,0.0486,0.0008,-0.00094,2011.8639,92.1707,-98.5273,0.072,0.021,-0.023,88.41,1,-0.93,0,0.23,0.13,-0.15,0.657,0.012,-0.012,6250,220,-190,0.258,0.078,-0.08,99.2630608,1.7675497
TOI-640 b,TOI-640,Gaia DR2 5580554052549277056,1,1,0,5.0037775,0.0000048,-0.0000048,0.06608,0.00098,-0.0011,279.6904,50.8528,-50.8528,0.05,0.054,-0.035,82.54,0.42,-0.59,0,0.8763,0.0063,-0.0067,0.764,0.016,-0.015,6460,130,-150,0.072,0.085,-0.076,99.7345935,-36.64613
TOI-712 b,TOI-712,Gaia DR2 5284358990266469760,1,1,0,9.531361,0.000018,-0.000017,0.07928,0.00096,-0.00091,,,,0.54,0.26,-0.2,88.22,1.1,-0.53,0,0.41,0.32,-0.28,0.0768,0.01,-0.0042,4622,61,-59,-0.02,0.12,-0.043,92.9361063,-65.8258386
TOI-712 c,TOI-712,Gaia DR2 5284358990266469760,1,1,0,51.69906,0.00017,-0.00017,0.2447,0.003,-0.0028,,,,0.089,0.083,-0.056,89.78,0.14,-0.11,0,0.28,0.16,-0.19,0.1346,0.0055,-0.0043,4622,61,-59,-0.02,0.12,-0.043,92.9361063,-65.8258386
TOI-712 d,TOI-712,Gaia DR2 5284358990266469760,1,1,0,84.8396,0.00043,-0.0004,0.3405,0.0041,-0.0039,,,,0.073,0.064,-0.049,89.817,0.11,-0.066,0,0.34,0.14,-0.21,0.113,0.0053,-0.0049,4622,61,-59,-0.02,0.12,-0.043,92.9361063,-65.8258386
TOI-715 b,TOI-715,Gaia DR2 5262666416118954368,1,1,0,19.288004,0.000027,-0.000024,0.083,0.0027,-0.0027,,,,,,,89.856,0.018,-0.017,0,0.195,0.023,-0.024,0.448,0.026,-0.023,3075,75,-75,-0.25,0.25,-0.25,113.8523276,-73.5774089
TOI-776 b,TOI-776,Gaia DR2 3460438662009633408,1,1,0,8.24661,0.00005,-0.00004,0.0652,0.0015,-0.0015,4,0.9,-0.9,0.06,0.03,-0.02,89.65,0.22,-0.37,0,0.25,0.1,-0.14,0.1063,0.0104,-0.0104,3709,70,-70,-0.2,0.12,-0.12,178.577997,-37.5533568
TOI-776 c,TOI-776,Gaia DR2 3460438662009633408,1,1,0,15.6653,0.0004,-0.0003,0.1,0.0024,-0.0024,5.3,1.8,-1.8,0.04,0.02,-0.01,89.51,0.25,-0.21,0,0.27,0.12,-0.11,0.1484,0.0127,-0.0127,3709,70,-70,-0.2,0.12,-0.12,178.577997,-37.5533568
TOI-824 b,TOI-824,Gaia DR2 5880886001621564928,1,1,0,1.392978,0.000018,-0.000017,0.02177,0.00032,-0.00032,18.467,1.843,-1.875,,,,83.65,0.39,-0.38,0,0.745,0.022,-0.024,0.149,0.014,-0.014,4600,110,-100,-0.092,0.076,-0.077,222.1654705,-57.5888666
TOI-905 b,TOI-905,Gaia DR2 5795534040654879744,1,1,0,3.739494,0.000038,-0.000038,0.04666,0.00096,-0.0011,211.99261,13.34886,-13.03103,0.024,0.025,-0.017,85.68,0.22,-0.26,0,0.816,0.01,-0.012,1.718,0.032,-0.03,5570,150,-140,0.14,0.22,-0.18,227.6586754,-71.3616316
TOI-969 b,TOI-969,Gaia DR2 3087206553745290624,1,1,0,1.8237305,0.000002,-0.0000021,0.02636,0.00017,-0.00017,9.1,1,-1,,,,86.75,0.38,-0.41,0,0.48,0.044,-0.051,0.1435,0.0043,-0.0043,4435,80,-80,0.175,0.019,-0.019,115.1366858,2.0985879
WASP-10 b,WASP-10,Gaia DR2 1909762228985058944,1,1,0,3.0927616,0.0000112,-0.0000112,0.03781,0.00067,-0.00047,1001.12,41.32,-34.96,,,,88.49,0.22,-0.17,0,0.299,0.029,-0.043,2.525,0.024,-0.028,4675,100,,,,,348.9930457,31.4627508
WASP-101 b,WASP-101,Gaia DR2 2924661867160818304,1,1,0,3.58572,0.000004,-0.000004,,,,162.0933,25.4264,-25.4264,0,,,85,0.2,-0.2,0,,,,1.3,0.02,-0.02,6380,120,-120,0.2,,,98.3511016,-23.486086
WASP-103 b,WASP-103,Gaia DR2 4439085988769170432,1,1,0,0.925542,0.000019,-0.000019,0.01985,0.00021,-0.00021,473.547,27.968,-27.968,,,,86.3,2.7,-2.7,0,0.19,0.13,-0.13,1.195,0.042,-0.038,6110,160,-160,0.06,0.13,-0.13,249.3148604,7.1833758
WASP-105 b,WASP-105,Gaia DR2 4917441922731087488,1,1,0,7.87288,0.00001,-0.00001,0.075,0.003,-0.003,572.094,31.783,-31.783,0,,,89.7,0.2,-0.2,0,0.1,0.08,-0.08,1.2,0.01,-0.01,5070,130,-130,0.28,0.16,-0.16,24.1678686,-50.659308
WASP-106 b,WASP-106,Gaia DR2 3788394461991295488,1,1,0,9.28971,0.00001,-0.00001,,,,514.8846,298.7602,-298.7602,0,,,89.49,0.5,-0.5,0,,,,0.64,0.018,-0.018,6055,136,-136,-0.09,,,166.4296276,-5.0794854
WASP-113 b,WASP-113,Gaia DR2 1587399232335653760,1,1,0,4.54216875,0.0000042,-0.0000042,0.05885,0.0001,-0.0001,150.96925,17.16282,-16.52716,0,,,86.46,1.2,-0.64,0,0.486,0.063,-0.14,0.809,0.028,-0.028,5890,140,-140,0.1,0.09,-0.09,224.8728589,46.9600996
WASP-117 b,WASP-117,Gaia DR2 4746157737910069888,1,1,0,10.02165,0.00055,-0.00055,,,,95.349,15.8915,-15.8915,0.3,0.02,-0.02,89.14,0.3,-0.3,0,,,,0.8,0.052,-0.052,6040,90,-90,-0.11,,,36.7758112,-50.2844247
WASP-118 b,WASP-118,Gaia DR2 2562569564026683520,1,1,0,4.0460435,0.0000044,-0.0000044,0.05453,0.00048,-0.00048,163.36462,6.3566,-6.3566,0,,,88.7,0.9,-0.9,0,0.16,0.1,-0.1,0.755,0.019,-0.019,6410,125,-125,0.16,0.1,-0.1,19.5505861,2.7027847
WASP-120 b,WASP-120,Gaia DR2 4837286842167819776,1,1,0,3.6112706,0.0000043,-0.0000043,0.0514,0.0007,-0.0007,1541.4755,66.7443,-66.7443,0.057,0.022,-0.018,82.54,0.78,-0.78,0,0.78,0.02,-0.02,0.655,0.016,-0.016,6450,120,-120,-0.05,0.07,-0.07,62.6160813,-45.8982434
WASP-13 b,WASP-13,Gaia DR2 702295464353437952,1,1,0,4.35301,0.000003,-0.000003,,,,114.4188,28.6047,-28.6047,0,,,85.43,0.29,-0.29,0,,,,0.84,0.016,-0.016,5950,70,-70,0,,,140.1029654,33.8823291
WASP-130 b,WASP-130,Gaia DR2 6112606840179716096,1,1,0,11.55098,0.00001,-0.00001,0.1012,0.0014,-0.0014,390.9309,12.7132,-12.7132,0,,,88.66,0.12,-0.12,0,0.53,0.03,-0.03,0.916,0.014,-0.014,5625,90,-90,0.26,0.1,-0.1,203.1060194,-42.4752733
WASP-131 b,WASP-131,Gaia DR2 6173451477191225984,1,1,0,5.322023,0.000005,-0.000005,0.0607,0.0009,-0.0009,85.8141,6.3566,-6.3566,0,,,85,0.3,-0.3,0,0.73,0.02,-0.02,0.665,0.012,-0.012,6030,90,-90,-0.18,0.08,-0.08,210.1935714,-30.5836084
WASP-135 b,WASP-135,Gaia DR2 4596481632339898240,1,1,0,1.4013794,0.0000008,-0.0000008,0.0243,0.0005,-0.0005,603.877,25.4264,-25.4264,0,,,82,0.6,-0.6,0,0.8,0.03,-0.03,1.94,0.08,-0.08,5675,60,-60,0.02,0.13,-0.13,267.2848846,29.8790428
WASP-136 b,WASP-136,Gaia DR2 2441013811932929280,1,1,0,5.215357,0.000006,-0.000006,0.0661,0.0012,-0.0012,479.9233,25.4264,-25.4264,,,,84.7,1.6,-1.3,0,0.59,0.08,-0.14,0.411,0.015,-0.015,6260,100,-100,-0.18,0.1,-0.1,0.325761,-8.9262512
WASP-138 b,WASP-138,Gaia DR2 2498515516990171392,1,1,0,3.634433,0.000005,-0.000005,0.0494,0.0007,-0.0007,387.7526,25.4264,-25.4264,,,,88.5,0.9,-1.2,0,0.19,0.12,-0.15,0.683,0.013,-0.013,6272,96,-96,-0.09,0.1,-0.1,41.6391598,-0.4641252
WASP-141 b,WASP-141,Gaia DR2 2980392087185289216,1,1,0,3.310651,0.000005,-0.000005,0.0469,0.0007,-0.0007,854.9627,47.6745,-47.6745,0,,,87.6,1.3,-1.3,0,0.31,0.12,-0.12,0.83,0.02,-0.02,5900,120,-120,0.29,0.09,-0.09,71.8244347,-17.1151736
WASP-142 b,WASP-142,Gaia DR2 5674618444832114304,1,1,0,2.052868,0.000002,-0.000002,0.0347,0.0007,-0.0007,266.9772,28.6047,-28.6047,0,,,80.2,0.6,-0.6,0,0.77,0.02,-0.02,0.916,0.026,-0.026,6010,140,-140,0.26,0.12,-0.12,140.5063164,-23.946102
WASP-144 b,WASP-144,Gaia DR2 6582435924022652672,1,1,0,2.2783152,0.0000013,-0.0000013,0.0316,0.0005,-0.0005,139.8452,19.0698,-19.0698,0,,,86.9,0.5,-0.5,0,0.45,0.07,-0.07,1.165,0.028,-0.028,5200,140,-140,0.18,0.14,-0.14,320.7628761,-40.0484393
WASP-147 b,WASP-147,Gaia DR2 2340919358581488768,1,1,0,4.60273,0.000027,-0.000027,0.0549,0.0012,-0.0013,87.40325,8.89924,-8.58141,0,,,87.9,1.5,-1.6,0,0.31,0.19,-0.21,0.64,0.062,-0.059,5702,100,-100,0.092,0.069,-0.071,359.1915117,-22.1532316
WASP-15 b,WASP-15,Gaia DR2 6171009049549197824,1,1,0,3.7521,0.00001,-0.00001,,,,171.6282,92.1707,-92.1707,0,,,85.96,0.35,-0.35,0,,,,0.97,0.012,-0.012,6300,100,-100,-0.17,,,208.9280111,-32.1597118
WASP-150 b,WASP-150,Gaia DR2 1416731285125373184,1,1,0,5.644207,0.000003,-0.000004,0.0694,0.0011,-0.0008,2688.8418,88.9924,-63.566,0.3775,0.0038,-0.0029,84.01,0.25,-0.2,0,0.758,0.011,-0.014,0.44,0.01,-0.01,6218,49,-45,0.156,0.1,-0.089,264.2630197,53.0212751
WASP-151 b,WASP-151,Gaia DR2 2657135741633337088,1,1,0,4.5334775,0.0000023,-0.0000023,0.055,0.00084,-0.00084,100.43378,9.85268,-9.85268,0,,,88.25,0.14,-0.14,0,0.304,0.023,-0.023,1.0664,0.0048,-0.0048,,,,,,,349.0634651,0.3066895
WASP-158 b,WASP-158,Gaia DR2 2424621502311961344,1,1,0,3.656333,0.000004,-0.000004,0.0517,0.0018,-0.0018,886.7457,73.1009,-73.1009,0,,,87.7,1.5,-1.5,0,0.32,0.23,-0.23,0.63,0.05,-0.05,6350,150,-150,0.24,0.1,-0.1,4.1463468,-10.9764226
WASP-159 b,WASP-159,Gaia DR2 4864759888238232320,1,1,0,3.840401,0.000007,-0.000007,0.0538,0.0015,-0.0015,174.8065,25.4264,-25.4264,0,,,88.1,1.4,-1.4,0,0.18,0.15,-0.15,0.453,0.018,-0.018,6120,140,-140,0.22,0.12,-0.12,68.1364792,-38.9682973
WASP-16 b,WASP-16,Gaia DR2 6283723285046532864,1,1,0,3.1186,0.000014,-0.000014,,,,394.1092,79.4575,-79.4575,0,,,85.22,0.35,-0.35,0,,,,1.2,0.045,-0.045,5700,150,-150,0.01,,,214.6830109,-20.2754374
WASP-161 b,WASP-161,Gaia DR2 5751177095877066496,1,1,0,5.4060425,0.0000048,-0.0000048,0.0673,0.0023,-0.0023,791.3967,66.7443,-66.7443,,,,89.01,0.69,-1,0,0.14,0.15,-0.1,0.45092,0.00023,-0.00023,6400,100,-100,0.16,0.09,-0.09,126.3378248,-11.5009889
WASP-162 b,WASP-162,Gaia DR2 3558354604869150208,1,1,0,9.62468,0.00001,-0.00001,0.0871,0.0013,-0.0013,1652.716,63.566,-63.566,0.434,0.005,-0.005,89.3,0.5,-0.5,0,0.18,0.14,-0.14,0.87,0.03,-0.03,5300,100,-100,0.28,0.13,-0.13,168.2929079,-17.6577794
WASP-163 b,WASP-163,Gaia DR2 4334991786994866304,1,1,0,1.6096884,0.0000015,-0.0000015,0.0266,0.0014,-0.0014,594.3421,66.7443,-66.7443,,,,85.42,1.1,-0.85,0,0.448,0.063,-0.094,1.417,0.067,-0.067,5500,200,-200,-0.34,0.21,-0.21,256.5375549,-10.4130071
WASP-164 b,WASP-164,Gaia DR2 6491038642006989056,1,1,0,1.7771255,0.0000028,-0.0000028,0.02818,0.00065,-0.00072,676.9779,38.1396,-41.3179,0,,,82.73,0.22,-0.21,0,0.8216,0.0084,-0.0091,1.542,0.033,-0.033,5806,190,-200,-0.01,0.19,-0.2,344.8735878,-60.4478194
WASP-165 b,WASP-165,Gaia DR2 2415410962124813056,1,1,0,3.465509,0.000023,-0.000023,0.04823,0.00091,-0.00092,209.13214,30.82951,-29.24036,0,,,84.9,2.5,-1.7,0,0.53,0.11,-0.22,0.544,0.067,-0.059,5599,150,-150,0.33,0.13,-0.13,357.5806472,-17.0775947
WASP-166 b,WASP-166,Gaia DR2 5664957444179338240,1,1,0,5.44354,0.000004,-0.000004,0.0641,0.0011,-0.0011,32.10083,1.58915,-1.58915,0,,,88,0.7,-0.7,0,0.39,0.1,-0.1,0.281,0.007,-0.007,6050,50,-50,0.19,0.05,-0.05,144.8751047,-20.9824191
WASP-167 b,WASP-167,Gaia DR2 6154982877299042944,1,1,0,2.0219596,0.0000006,-0.0000006,0.0365,0.0006,-0.0006,2542.64,,,,,,79.9,0.3,-0.3,0,0.77,0.01,-0.01,0.82,0.01,-0.01,7000,250,-250,0.1,0.1,-0.1,196.0437932,-35.5495292
WASP-169 b,WASP-169,Gaia DR2 5723772524469252096,1,1,0,5.6114118,0.0000092,-0.0000092,0.0681,0.0014,-0.0014,178.30263,19.38763,-19.38763,0,,,87.9,1.4,-2,0,0.27,0.19,-0.19,0.446,0.028,-0.028,6110,101,-101,0.06,0.07,-0.07,127.3872297,-12.9447683
WASP-17 b,WASP-17,Gaia DR2 6042793005779654656,1,1,0,3.73543,0.000008,-0.000008,,,,247.9074,73.1009,-73.1009,0,,,86.63,0.42,-0.42,0,,,,1.7,0.018,-0.018,6550,100,-100,-0.25,,,239.9622479,-28.0617941
WASP-170 b,WASP-170,Gaia DR2 5656184406542140032,1,1,0,2.34478022,0.0000036,-0.0000036,0.0337,0.0018,-0.0018,508.528,63.566,-63.566,,,,84.87,0.28,-0.28,0,0.689,0.021,-0.021,1.382,0.001,-0.001,5600,150,-150,0.22,0.09,-0.09,135.4163028,-20.7203686
WASP-171 b,WASP-171,Gaia DR2 5376137837173646208,1,1,0,3.8186244,0.0000038,-0.0000038,0.0504,0.00083,-0.00083,344.52772,29.87602,-29.87602,0,,,88.3,1.1,-1.9,0,0.19,0.19,-0.13,0.382,0.018,-0.018,5965,100,-100,0.04,0.07,-0.07,171.8450533,-44.0887035
WASP-172 b,WASP-172,Gaia DR2 6086712585429729536,1,1,0,5.477433,0.000007,-0.000007,0.0694,0.0011,-0.0011,149.3801,31.783,-31.783,0,,,86.7,1.1,-1.1,0,0.45,0.12,-0.12,0.72,0.02,-0.02,6900,140,-140,-0.1,0.08,-0.08,199.433742,-47.2375748
WASP-175 b,WASP-175,Gaia DR2 5401743332678544640,1,1,0,3.0652907,0.0000011,-0.0000016,0.04403,0.00055,-0.00055,314.6517,41.3179,-41.3179,0,,,85.33,0.62,-0.62,0,0.64,0.043,-0.061,1.064,0.036,-0.036,6229,100,-100,0.15,0.069,-0.069,166.3187996,-34.1227453
WASP-176 b,WASP-176,Gaia DR2 1750321012752775040,1,1,0,3.899052,0.000005,-0.000005,0.0535,0.001,-0.0019,271.74465,22.88376,-21.93027,0,,,86.7,1.3,-1.1,0,0.347,0.098,-0.12,0.64,0.02,-0.02,5941,77,-79,0.164,0.081,-0.082,313.6872928,9.1790688
WASP-177 b,WASP-177,Gaia DR2 2677447294810845824,1,1,0,3.071722,0.000001,-0.000001,0.03957,0.00058,-0.00058,161.45764,12.07754,-12.07754,,,,84.14,0.66,-0.83,0,0.98,0.092,-0.06,1.85,0.35,-0.14,5017,70,-70,0.25,0.04,-0.04,334.7969885,-1.8344301
WASP-178 b,WASP-178,Gaia DR2 6003809889735481856,1,1,0,3.3448285,0.0000012,-0.0000012,0.0558,0.001,-0.001,527.5978,38.1396,-38.1396,0,,,85.7,0.6,-0.6,0,0.54,0.05,-0.05,1.243,0.028,-0.028,9360,150,-150,0.21,0.16,-0.16,227.270329,-42.7049658
WASP-181 b,WASP-181,Gaia DR2 2512413932376364288,1,1,0,4.5195064,0.0000034,-0.0000034,0.05427,0.00069,-0.00069,95.03117,10.80622,-10.80622,,,,88.38,0.76,-0.59,0,0.34,0.1,-0.15,1.59,0.038,-0.038,5839,70,-70,0.09,0.04,-0.04,26.7932253,3.1329325
WASP-182 b,WASP-182,Gaia DR2 6677909439240233472,1,1,0,3.3769848,0.0000024,-0.0000024,0.0451,0.0009,-0.0009,47.03884,3.49613,-3.49613,0,,,83.88,0.33,-0.33,0,0.775,0.019,-0.019,0.426,0.017,-0.017,5638,100,-100,0.27,0.11,-0.11,311.673345,-41.8209828
WASP-183 b,WASP-183,Gaia DR2 3803004978659671040,1,1,0,4.1117771,0.0000051,-0.0000051,0.04632,0.00075,-0.00075,159.55066,14.93801,-14.93801,,,,85.37,0.61,-0.88,0,0.916,0.163,-0.091,2.26,0.6,-0.36,5313,72,-72,-0.31,0.04,-0.04,163.7888521,-0.7370663
WASP-184 b,WASP-184,Gaia DR2 6173435259395017344,1,1,0,5.1817,0.00001,-0.00001,0.0627,0.0012,-0.0012,181.1631,31.783,-31.783,0,,,86.9,1.1,-1.1,0,0.44,0.14,-0.14,0.69,0.03,-0.03,6000,100,-100,0.12,0.08,-0.08,209.51701,-30.348153
WASP-185 b,WASP-185,Gaia DR2 6284007337003799552,1,1,0,9.38755,0.00002,-0.00002,0.0904,0.0017,-0.0017,311.4734,19.0698,-19.0698,0.24,0.04,-0.04,86.8,0.3,-0.3,0,0.81,0.03,-0.03,0.73,0.05,-0.05,5900,100,-100,-0.02,0.06,-0.06,214.0595791,-19.5423062
WASP-186 b,WASP-186,Gaia DR2 2790691147020786816,1,1,0,5.026799,0.000012,-0.000014,0.06,0.0012,-0.0013,1341.2426,57.2094,-57.2094,0.33,0.01,-0.01,,,,0,0.84,0.01,-0.02,0.61,0.03,-0.03,6361,105,-82,-0.08,0.14,-0.14,18.9953122,21.6169065
WASP-187 b,WASP-187,Gaia DR2 306410392895767680,1,1,0,5.147878,0.000005,-0.000009,0.0653,0.0013,-0.0013,254.264,28.6047,-28.6047,0,,,,,,0,0.76,0.02,-0.02,0.35,0.02,-0.02,6150,92,-85,0,0.11,-0.11,17.47474,25.6816494
WASP-19 b,WASP-19,Gaia DR2 5411736896952029568,1,1,0,0.78883852,0.00000075,-0.00000082,0.01652,0.0005,-0.00056,366.77398,24.79062,-25.42627,0.0126,0.014,-0.0089,79.08,0.34,-0.37,0,0.6671,0.0087,-0.0091,2.077,0.014,-0.014,5616,66,-65,0.04,0.25,-0.3,148.4167672,-45.6591078
WASP-190 b,WASP-190,Gaia DR2 4994237247949280000,1,1,0,5.367753,0.000004,-0.000004,0.0663,0.0008,-0.0008,317.83,31.783,-31.783,0,,,87.1,0.7,-0.7,0,0.45,0.09,-0.09,0.62,0.02,-0.02,6400,100,-100,-0.02,0.05,-0.05,7.7095292,-40.5734613
WASP-192 b,WASP-192,Gaia DR2 6198312362812872320,1,1,0,2.8786765,0.0000028,-0.0000028,0.0408,0.0008,-0.0008,731.009,50.8528,-50.8528,0,,,82.7,0.6,-0.6,0,0.84,0.03,-0.03,0.926,0.061,-0.061,5910,145,-145,0.14,0.08,-0.08,223.6587187,-38.7445469
WASP-193 b,WASP-193,Gaia DR2 5453063823882876032,1,1,0,6.2463345,0.0000003,-0.0000003,0.0676,0.0015,-0.0015,44.17815,9.21702,-9.21702,0.056,0.068,-0.04,88.49,0.78,-0.49,0,0.309,0.094,-0.16,1.24,0.11,-0.11,6078,120,-120,-0.06,0.088,-0.088,164.3491401,-29.9971229
WASP-21 b,WASP-21,Gaia DR2 2831084391023184128,1,1,0,4.322482,0.000019,-0.000024,0.052,0.00041,-0.00044,95.345,3.496,-3.496,0,,,88.75,0.84,-0.7,0,0.23,0.12,-0.15,1.082,0.037,-0.035,,,,,,,347.4928024,18.3961597
WASP-22 b,WASP-22,Gaia DR2 5086537022856406272,1,1,0,3.53269,0.00001,-0.00001,,,,212.9461,60.3877,-60.3877,0.02,0.01,-0.01,89.2,0.5,-0.5,0,,,,1,0.04,-0.04,6000,100,-100,-0.05,,,52.8180374,-23.8197924
WASP-23 b,WASP-23,Gaia DR2 5557345496687437696,1,1,0,2.9444256,0.0000011,-0.0000013,0.0376,0.0016,-0.0024,280.95,27.968,-31.464,0.062,,,88.39,0.79,-0.45,0,,,,1.691,0.01,-0.011,5150,100,,,,,101.1275033,-42.7622296
WASP-25 b,WASP-25,Gaia DR2 6186950525042445824,1,1,0,3.76483,0.000005,-0.000005,,,,139.8452,31.783,-31.783,0,,,88,0.5,-0.5,0,,,,1.9,0.02,-0.02,5750,100,-100,-0.05,,,195.3597581,-27.5222273
WASP-28 b,WASP-28,Gaia DR2 2641087471777046016,1,1,0,3.40883495,0.00000015,-0.00000015,0.0442,0.001,-0.001,282.54945,18.43405,-18.43405,0,,,88.514,0.09,-0.09,0,0.228,0.013,-0.013,1.3396,0.0026,-0.0026,,,,,,,353.6162694,-1.5799849
WASP-29 b,WASP-29,Gaia DR2 6534414719318224512,1,1,0,3.92273,0.000004,-0.000004,,,,73.1009,15.8915,-15.8915,0.03,0.04,-0.04,88.8,0.7,-0.7,0,,,,1,0.04,-0.04,4800,150,-150,0.11,,,357.8791976,-39.9071215
WASP-31 b,WASP-31,Gaia DR2 3545873945303316224,1,1,0,3.4059096,0.000005,-0.000005,0.04659,0.00035,-0.00035,151.916,9.217,-9.217,0,,,84.41,0.22,-0.22,0,,,,1.615,0.027,-0.027,6302,102,,,,,169.4388603,-19.0547781
WASP-32 b,WASP-32,Gaia DR2 2546413408888429696,1,1,0,2.71866,0.000002,-0.000002,,,,835.8929,260.6206,-260.6206,0,,,85.1,0.2,-0.2,0,,,,1.1,0.01,-0.01,6140,95,-95,-0.13,,,3.9617073,1.2005122
WASP-34 b,WASP-34,Gaia DR2 3537110833333561728,1,1,0,4.31768,0.000005,-0.000005,,,,177.9848,54.0311,-54.0311,0.04,0.01,-0.01,85.2,0.2,-0.2,0,,,,1.3,0.026,-0.026,5700,100,-100,-0.02,,,165.3993679,-23.8609457
WASP-35 b,WASP-35,Gaia DR2 3211188618762023424,1,1,0,3.16158,0.000002,-0.000002,,,,225.6593,31.783,-31.783,0,,,87.96,0.28,-0.28,0,,,,1.5,0.01,-0.01,5990,80,-80,-0.15,,,76.0818912,-6.2297801
WASP-37 b,WASP-37,Gaia DR2 3652176997218325888,1,1,0,3.577469,0.000011,-0.000011,0.0446,0.0019,-0.0019,572.07,54.029,-54.029,0,,,88.82,0.77,-0.86,0,,,,1.427,0.03,-0.023,5800,150,,,,,221.9438866,1.0650227
WASP-38 b,WASP-38,Gaia DR2 4453211899986180352,1,1,0,6.87188,0.00001,-0.00001,,,,1093.3352,114.4188,-114.4188,0.03,0,0,89.5,0.35,-0.35,0,,,,0.69,0.01,-0.01,6180,50,-50,-0.02,,,243.9597194,10.0324103
WASP-39 b,WASP-39,Gaia DR2 3643098875168270592,1,1,0,4.055259,0.000009,-0.000009,0.0486,0.0005,-0.0005,88.989,9.535,-9.535,0,,,87.83,0.25,-0.22,0,,,,2.11,0.03,-0.04,5400,150,,,,,217.3266477,-3.4444994
