source_id,radius_flame,radius_flame_lower,radius_flame_upper
5664957444179338240,1.2653767,1.2398887,1.2909455
5674618444832114304,1.6142629,1.5780319,1.6506376
5710154317045164416,1.0811027,1.0589695,1.1032163
5723638723350902400,1.0484737,1.0336531,1.0548795
5723772524469252096,,,
5738284016370287616,,,
5746824674801810816,0.7152785,0.6979393,0.73262
5751177095877066496,1.665158,1.6305844,1.6996828
5795534040654879744,0.98365194,0.96350914,1.0040624
5880886001621564928,0.7291776,0.71173733,0.74649566
5902750168276592256,1.0829165,1.0610843,1.1047482
6003809889735481856,,,
6032746832450438400,1.2175927,1.1912767,1.2441906
6042793005779654656,1.5507603,1.5166633,1.5854185
6086712585429729536,2.0564487,2.009422,2.1040769
6112606840179716096,1.0731361,1.0509857,1.0953146
6125644402384918784,0.88681865,0.8687441,0.90532887
6154982877300947840,1.8906623,1.8471594,1.9353296
6160877943251930368,0.9144541,0.8955607,0.9333216
6171009049549197824,1.4405789,1.4108928,1.4703983
6173435259395017344,1.7262205,1.6873295,1.7651632
6173451477191225984,1.6908984,1.6549935,1.7267427
6186950525042445824,0.93815005,0.91800916,0.95942384
6198312362812872320,1.357628,1.3279516,1.3881106
6239410080231903488,0.39134607,0.34326234,0.4393923
6255655673768103168,0.38678145,0.33642724,0.4372614
6257625719430982016,0.61235195,0.58837515,0.6364201
6258364939144564992,0.6133035,0.5902359,0.6371741
6258810550587404672,1.634996,1.5986472,1.6708993
6264513270727342080,0.6505033,0.6316501,0.6694659
6283723285046532864,1.1100045,1.0866919,1.1332978
6284007337003799552,1.6170703,1.583617,1.6510028
6347643496607835520,,,
6386751579018596864,0.8530588,0.835199,0.8709378
6407428994690988928,1.1367322,1.1138611,1.1596074
6411096106487783296,,,
6453566701615683456,,,
6482103014085857024,2.1220515,2.0752215,2.1697428
6491038642006989056,0.98796123,0.96771604,1.0082922
6492940453524576128,1.0401317,1.0190419,1.0613962
6518399301667782016,1.2479352,1.222543,1.2734703
6533307957785865856,1.1272352,1.1039246,1.1504632
6534414719318886144,0.8087366,0.7910721,0.82640123
6541360574788758016,0.7749384,0.75776565,0.7921096
6552346035980010624,0.78304696,0.76598394,0.80010456
6582435924022652672,,,
6675883485986480256,1.5955402,1.5618385,1.6294811
6677909439240233472,1.2602142,1.2334695,1.2892201
6683371847364921088,0.75387657,0.73671675,0.77103597
6710517793025165696,1.195653,1.1713309,1.21993
6801474136516893184,1.851121,1.8114406,1.8910136
6857756246957592320,0.91447407,0.89443314,0.93448573
6868476691490044672,0.9055899,0.8868397,0.92434216
6910753016653587840,0.87354845,0.85492885,0.8922043
