designation,source_id,ra,dec,parallax,parallax_error,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,radial_velocity_error,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
"Gaia DR3 2657374606238804992",2657374606238804992,349.38434791429063,1.3001474420556611,6.436792150119438,0.016533863,15.064395958502084,-33.997325277461854,0.8670653,11.799063,1.070054,15.36101,0.7666255,"NOT_AVAILABLE",0,false,false,true,false,false,true,true,5033.46,4.5209,-0.2061,154.6642,0.008,0.0064,0.0034,"Gaia DR2 2657374606238804992",349.38434581426003,1.3001522088789124,6.4248,15.0229,-33.8739,15.8831,2015.5,6.345609413112691E-8
"Gaia DR3 6264513270727342080",6264513270727342080,233.3698275839361,-16.77372598070428,13.07796897856361,0.014481087,57.786334337150635,-105.75166302409681,1.0731583,12.153194,1.7220297,-17.04632,0.8447286,"NOT_AVAILABLE",0,true,true,true,false,false,true,true,4204.36,4.615,0.0137,76.7987,0.4952,0.3617,0.1935,"Gaia DR2 6264513270727342080",233.3698192307048,-16.77371128227045,13.1035,57.8067,-105.645,-17.4079,2015.5,4.0066766540392014E-8
"Gaia DR3 61607255708760960",61607255708760960,52.34205731811381,22.29934714176724,2.9986649409701274,0.013778748,16.5825905828725,-14.084565917606849,1.0735118,13.195046,1.26231,36.098442,1.7982014,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5523.48,4.3802,-0.0163,326.1913,0.9242,0.7415,0.3975,"Gaia DR2 61607255708760960",52.34205481453973,22.29934908553369,2.9739,16.5794,-14.0265,0.0,2015.5,1.4326544781257226E-8
"Gaia DR3 6239410080231903488",6239410080231903488,233.62473355754736,-23.25947534861789,8.873311536286224,0.046475794,-0.35531384107792974,-64.71153044358348,1.1069958,15.485627,2.5860586,6.9736056,4.889852,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,3494.6802,4.8533,-0.2133,113.621,0.8407,0.5514,0.3435,"Gaia DR2 6239410080231903488",233.62473359803903,-23.2594663225073,8.8622,-0.3894,-64.4727,0.0,2015.5,7.353320994491165E-8
"Gaia DR3 6255655673768103168",6255655673768103168,228.61885663791656,-21.02272609745855,5.607340677487743,0.07250891,-48.19462690295552,-37.2311087209454,1.1708728,16.616323,2.6279297,,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,3479.4956,4.7816,-0.4533,177.0849,1.0399,0.6801,0.4209,"Gaia DR2 6255655673768103168",228.61886379987544,-21.022720891033522,5.6472,-48.3983,-37.0179,0.0,2015.5,7.47084984949658E-8
"Gaia DR3 6258364939144564992",6258364939144564992,232.4461294767284,-17.5574692202945,6.7034683884766615,0.02679706,-54.791690484971014,-44.289932522285575,0.944961,14.378971,2.0839376,1.9537896,4.4578123,"VARIABLE",0,false,false,false,true,false,true,true,3924.136,4.6328,0.0485,149.9957,0.7806,0.5448,0.3068,"Gaia DR2 6258364939144564992",232.44613746854895,-17.557463048831924,6.7345,-55.0804,-44.2031,0.0,2015.5,4.4334979838150705E-8
"Gaia DR3 3811688440459523200",3811688440459523200,166.80100541775585,3.039932617064945,4.676702293410811,0.014410951,-2.870290584210964,-22.55217686634885,0.922478,11.933904,1.0008888,6.9899025,0.7849057,"NOT_AVAILABLE",0,false,false,true,false,false,true,true,5265.2886,4.4507,-0.0494,212.4501,0.001,8.0E-4,4.0E-4,"Gaia DR2 3811688440459523200",166.80100577653948,3.0399356967366025,4.7546,-2.8578,-22.7378,8.6357,2015.5,8.73645156010187E-8
"Gaia DR3 3864142669886768896",3864142669886768896,163.25190397353518,5.306472576263578,9.241747961043302,0.066253915,-58.71075069176773,-36.148240981135615,0.9721938,16.328287,2.8411741,,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,3325.988,4.9506,-0.174,111.4915,0.8822,0.5593,0.3665,"Gaia DR2 3864142669886768896",163.25191219039053,5.306477587277476,9.1687,-58.4369,-36.3627,0.0,2015.5,7.63346231501073E-8
"Gaia DR3 3856449627544923392",3856449627544923392,156.405505925678,2.5138678018138534,12.993084073902105,0.022846276,50.92032730269785,-109.16734812333591,1.4661247,12.808597,2.1405458,-44.796875,0.60850966,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,3671.7307,4.4539,-0.5081,77.8501,0.4116,0.283,0.1655,"Gaia DR2 3856449627544923392",156.40549885486968,2.5138828909494957,12.8433,50.9222,-109.198,-43.8977,2015.5,7.772669170168672E-8
"Gaia DR3 3860369901894562304",3860369901894562304,156.6226958724566,4.764019887527223,8.094568872942,0.013400493,-16.28515725147174,-2.6368972550953016,1.0137584,13.2934675,1.799983,4.0384665,1.4616675,"VARIABLE",0,true,true,false,true,false,true,true,4200.6294,4.6502,0.2667,123.416,0.5865,0.4247,0.2297,"Gaia DR2 3860369901894562304",156.62269814041304,4.764020253804811,8.0738,-16.3044,-2.6374,4.1814,2015.5,4.378933565264575E-9
"Gaia DR3 3859431674878660864",3859431674878660864,159.420985838272,6.285866459133817,8.50674999834366,0.019325146,-11.143580271918628,-17.334430501517144,0.95622844,14.051001,2.154131,17.811394,2.6369052,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,3798.5198,4.672,0.0581,116.7045,0.5972,0.4114,0.2389,"Gaia DR2 3859431674878660864",159.42098741544706,6.285868864132253,8.4231,-11.1627,-17.3015,0.0,2015.5,1.74345680306202E-8
"Gaia DR3 3862378262961788288",3862378262961788288,157.62221472824783,6.863672467871654,7.266209398557214,0.032994162,-17.077868982230502,-5.347851379141025,1.0642174,14.500688,2.1533947,-15.499652,6.896475,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,,"Gaia DR2 3862378262961788288",157.62221711491355,6.863673209348432,7.2897,-17.142,-5.4634,0.0,2015.5,2.0672361796337546E-8
"Gaia DR3 2439222638771000448",2439222638771000448,353.9169504366051,-7.6867270983417475,8.914958050057509,0.0582847,-2.0385120938774346,-42.333896740813394,1.0978123,16.114773,2.8584747,,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,3325.3345,4.8985,-0.0241,115.3803,0.8224,0.5203,0.3444,"Gaia DR2 2439222638771000448",353.9169507046435,-7.686721254549897,8.9298,-1.8691,-42.1819,0.0,2015.5,1.5987244069068E-8
"Gaia DR3 2645727449501559680",2645727449501559680,351.6122650912539,1.337591506930472,3.5030633529533866,0.030522017,22.27285120084781,4.0395139860125715,1.0158147,14.991199,1.8076696,-15.707287,8.444259,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4250.179,4.6309,0.3232,277.6698,0.6959,0.505,0.2718,"Gaia DR2 2645727449501559680",351.6122619969525,1.337590931995267,3.5139,22.3221,3.9557,0.0,2015.5,2.6431059428597238E-8
"Gaia DR3 2609222216055014144",2609222216055014144,338.36820372598703,-9.02294603015194,3.236262719472494,0.014828305,-41.05138650899355,-39.379529503792405,1.016431,10.595527,1.2116308,24.483664,0.14040568,"NOT_AVAILABLE",0,true,true,true,false,false,false,true,,,,,,,,"Gaia DR2 2609222216055014144",338.36820948918137,-9.02294052012499,3.2244,-40.9478,-39.2741,24.3451,2015.5,5.548915822193074E-8
"Gaia DR3 3794479262419500160",3794479262419500160,178.19211075064013,-1.1984407165032545,3.1402988953327133,0.016791105,-32.25164140898551,7.325711899157603,0.92898977,12.490585,0.83401203,7.041161,1.0718298,"NOT_AVAILABLE",0,false,false,true,false,false,true,true,5659.7485,4.4461,-0.2424,310.4835,0.0495,0.0414,0.0222,"Gaia DR2 3794479262419500160",178.19211523176466,-1.1984417803226752,3.129,-32.2425,7.1535,7.6872,2015.5,7.030676811502115E-8
"Gaia DR3 3803494845449564672",3803494845449564672,167.093748201004,-1.0658582788252966,1.4109980487074885,0.013297261,-4.657043207575593,-23.646633121650193,1.0009264,13.047297,0.8410578,-4.0401716,2.1687925,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,5637.564,4.1516,-0.6356,685.6549,0.0362,0.0302,0.0163,"Gaia DR2 3803494845449564672",167.0937488323493,-1.0658549854015054,1.3251,-4.645,-23.6821,0.0,2015.5,1.4535892068100571E-8
"Gaia DR3 2881784280929695360",2881784280929695360,0.3620976631689815,39.38379417761384,3.68363638949412,0.014410827,-9.696413473782897,-7.822949146596152,0.9078605,10.592974,0.69362926,-14.206673,0.7742235,"VARIABLE",0,true,true,false,true,false,true,true,6506.252,4.1801,-0.0421,272.206,0.2498,0.2163,0.1165,"Gaia DR2 2881784280929695360",0.3620994530920352,39.38379530976168,3.697,-9.7714,-7.6792,-11.8738,2015.5,7.067443620192541E-8
"Gaia DR3 6710517793025165696",6710517793025165696,284.54838263641625,-47.00330940894825,5.283403771190629,0.017377498,1.4636377065257258,-15.599628338738494,0.8989,10.702947,0.80327225,31.952633,0.32523116,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5711.9224,4.2386,-0.0709,187.4957,0.0088,0.0073,0.0039,"Gaia DR2 6710517793025165696",284.5483823422991,-47.00330717405533,5.28,1.4431,-15.5801,31.6065,2015.5,7.099047166617037E-8
"Gaia DR3 3761497761876022400",3761497761876022400,161.70689415477983,-9.39937543394476,10.004934710422685,0.020152856,-79.15994244306279,-78.50666363526331,0.98203003,7.841304,0.97788143,35.01388,0.12250046,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,,"Gaia DR2 3761497761876022400",161.70690527235627,-9.399364576972731,10.0562,-79.091,-78.5756,35.2253,2015.5,5.8685006123699826E-8
"Gaia DR3 4608935250790855296",4608935250790855296,267.64049063092074,36.57017449424244,2.7199330760715164,0.011759954,0.15429726436723995,-11.053675664722238,0.9395274,10.485661,0.68263054,-23.179209,0.2866397,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,6124.7437,3.8931,0.0353,353.1823,0.0047,0.004,0.0021,"Gaia DR2 4608935250790855296",267.64049057451336,36.57017606558962,2.6885,-0.1363,-10.9621,-23.0263,2015.5,8.068800324217048E-8
"Gaia DR3 5560886336446650240",5560886336446650240,108.30140689027668,-42.40976246788739,4.054882554800243,0.009920982,-11.14927082029103,-1.7650066496567054,0.9126788,10.839993,0.8465872,34.751972,0.31141257,"VARIABLE",0,true,true,false,true,false,true,true,5635.6484,4.2058,0.1787,246.3394,0.0206,0.0171,0.0091,"Gaia DR2 5560886336446650240",108.3014089638225,-42.40976226344704,3.9693,-11.2866,-1.8555,34.6036,2015.5,6.46302583437775E-8
"Gaia DR3 651935220461650560",651935220461650560,125.61740338196465,13.735309027504545,4.390696748199278,0.02077791,-25.38131831493755,-1.954711045569795,0.94404626,9.21627,0.36370945,30.334816,0.48136902,"VARIABLE",0,true,true,false,true,false,true,true,7346.182,4.1431,-0.1574,227.5207,0.0012,0.0011,6.0E-4,"Gaia DR2 651935220461650560",125.61740699489033,13.735309253901148,4.3868,-25.4275,-2.0144,0.0,2015.5,5.7733295505457756E-8
"Gaia DR3 2033123654092592384",2033123654092592384,294.6614131372555,31.219199136856187,7.300113273881021,0.0239278,3.1507840756314733,-6.264677651963135,0.9456437,7.5898156,0.08386612,-26.777794,0.70650524,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,8848.703,4.1247,-1.4907,136.8815,4.0E-4,4.0E-4,2.0E-4,"Gaia DR2 2033123654092592384",294.6614126147449,31.21920007309373,7.3015,3.0956,-6.1573,0.0,2015.5,8.280038911620442E-8
"Gaia DR3 2054523105274216704",2054523105274216704,304.800032543719,32.58104453964715,2.05338625795761,0.01282386,2.3691383520200415,-0.4168803484366597,0.9446181,10.543578,0.2597866,-13.776505,2.5381234,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,8742.581,4.2119,0.0172,507.9066,0.3424,0.3202,0.1702,"Gaia DR2 2054523105274216704",304.8000321700606,32.581044645186616,2.0953,2.2392,-0.1125,0.0,2015.5,8.999710402976625E-8
"Gaia DR3 1076970406751899008",1076970406751899008,161.90900262984917,71.6557222491935,10.321760152303911,0.018026635,-56.060586280872506,-34.52595358672323,1.0141664,8.24857,0.5981488,-5.540695,0.23751755,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,6437.147,4.1884,-0.0366,96.5419,3.0E-4,3.0E-4,1.0E-4,"Gaia DR2 1076970406751899008",161.90902725095455,71.65572700307207,10.332,-56.1837,-34.8076,-6.1383,2015.5,9.716100398241043E-8
"Gaia DR3 1464700950221781504",1464700950221781504,195.98183545376395,30.640147243322442,4.106155806711664,0.017634887,-4.9601187882060636,15.721599592615224,1.116502,10.197724,0.6517229,1.4090304,0.19370137,"VARIABLE",0,true,true,true,true,false,true,true,6204.659,4.0163,-0.4268,239.295,0.0065,0.0056,0.003,"Gaia DR2 1464700950221781504",195.9818362044903,30.64014504555338,4.1255,-5.1062,15.64,1.6234,2015.5,6.824282001037477E-8
"Gaia DR3 181908842994567936",181908842994567936,78.29559292626563,33.317946334241604,7.379170208091291,0.020074014,10.477254011320916,-49.62042234593807,0.9919734,8.461335,0.5662594,39.899326,0.26247758,"VARIABLE",0,true,true,false,true,false,true,true,6580.7725,4.1002,0.1084,132.9084,0.0066,0.0058,0.0031,"Gaia DR2 181908842994567936",78.29559120897065,33.317953236413075,7.2879,10.6219,-49.779,40.7484,2015.5,4.186398867582196E-8
"Gaia DR3 4534144923690481408",4534144923690481408,283.30544671894125,24.127243850680994,5.073755607869374,0.01096357,-14.507746025959378,-31.32804001299143,0.9651752,10.671983,0.884902,-34.514748,0.20473976,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5525.9883,4.2522,-0.0546,195.8884,0.0421,0.0349,0.0186,"Gaia DR2 4534144923690481408",283.30544890236024,24.127248251007508,5.0327,-14.5826,-31.197,-34.2838,2015.5,7.491601785010575E-8
"Gaia DR3 2131059594280288128",2131059594280288128,287.3781173017622,47.77115413194504,0.6660565622985521,0.021887908,4.362077599618291,0.03920015488611417,1.006565,15.290056,0.89926815,,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5783.063,4.2738,0.283,1541.4718,0.2331,0.194,0.1032,"Gaia DR2 2131059594280288128",287.3781164112702,47.7711541313886,0.6556,4.2987,0.0795,0.0,2015.5,1.0585303347168594E-8
"Gaia DR3 2052136821446989568",2052136821446989568,294.94983780833184,38.60518708426104,0.8427473343352306,0.015126586,-1.7454675904994983,2.8363794003276457,0.9615489,14.156439,0.842968,-22.840176,6.302112,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5795.041,4.1812,-0.2815,1128.4031,0.1679,0.141,0.076,"Gaia DR2 2052136821446989568",294.9498381263446,38.60518668814753,0.7944,-1.7299,2.8967,0.0,2015.5,1.0324868759759999E-8
"Gaia DR3 2102070660978313472",2102070660978313472,288.47490434916426,40.65128308596366,0.7534612083165722,0.012040838,8.297883355911722,-12.491720505629718,1.0013784,13.740194,0.7909565,-4.679285,3.1712115,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5701.0234,3.8414,-0.4455,1238.8752,0.0031,0.0026,0.0014,"Gaia DR2 2102070660978313472",288.4749028338579,40.65128483041232,0.7562,8.3223,-12.4998,0.0,2015.5,1.0430007793278025E-8
"Gaia DR3 2105414310196331264",2105414310196331264,282.37754026606484,44.694568560192444,0.9302954588576836,0.013844688,2.792457427274428,-3.011431367468479,0.9520267,14.203927,0.73488617,-51.27471,7.36323,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,,"Gaia DR2 2105414310196331264",282.3775397354857,44.69456898594115,0.9039,2.8337,-3.0072,0.0,2015.5,1.8282166283087928E-8
"Gaia DR3 2080266967444876032",2080266967444876032,297.0454031453664,46.32866412142783,0.5866082731025986,0.01190051,-2.9285790275184285,-8.473952119682636,1.0291771,13.895833,0.8405371,2.2615397,2.6366894,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,,"Gaia DR2 2080266967444876032",297.04540373634285,46.3286653080928,0.5985,-2.9202,-8.6061,0.0,2015.5,8.981112325336946E-9
"Gaia DR3 2130368310704421120",2130368310704421120,287.8872357478153,46.27611928443405,2.148845106853532,0.011638759,-9.603721811124824,-22.174794261145145,1.0876753,12.794332,0.75298977,-0.07193829,1.8977836,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5860.2896,4.3236,-0.3105,455.8198,0.0013,0.0011,6.0E-4,"Gaia DR2 2130368310704421120",287.8872376158347,46.27612243193635,2.149,-9.641,-22.2063,1.9656,2015.5,7.93657787356434E-8
"Gaia DR3 2080466185207274880",2080466185207274880,295.34272992767865,46.60221278276875,1.0619283936351143,0.016891716,-0.4819106052496741,-4.543270373723127,0.99584836,14.850239,0.91356945,,,"VARIABLE",0,true,true,false,true,false,true,true,5508.0186,4.4428,-0.388,887.6528,0.0744,0.0613,0.0328,"Gaia DR2 2080466185207274880",295.3427300366674,46.6022134150852,1.0314,-0.533,-4.5367,0.0,2015.5,2.3778603991500045E-9
"Gaia DR3 2106496607595412480",2106496607595412480,285.6919534367654,45.689399841638206,1.54763036334287,0.012668483,-7.712074976381564,3.6086697175650913,0.9821143,14.008748,0.8149481,-65.959206,4.4813795,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5622.0244,4.4476,-0.6391,629.3853,5.0E-4,4.0E-4,2.0E-4,"Gaia DR2 2106496607595412480",285.691954977796,45.68939934782581,1.5442,-7.7032,3.5568,0.0,2015.5,6.597146890045045E-9
"Gaia DR3 2106996095111385728",2106996095111385728,283.29202457657084,45.43397789993041,1.0758547487480414,0.02261748,-13.515505944826458,-24.303840181015516,1.002146,15.473331,1.01618,,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5337.2827,4.6006,-0.2472,839.4204,0.1547,0.1255,0.0666,"Gaia DR2 2106996095111385728",283.2920272677261,45.433981276370346,1.0353,-13.5625,-24.3178,0.0,2015.5,4.895733723487144E-9
"Gaia DR3 2101035367703145088",2101035367703145088,289.7473166893232,39.5234119625285,1.0609482948751021,0.010933318,0.8597652694424398,-8.48268626283977,1.0955628,13.443366,0.6451378,9.617353,4.9323554,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,6507.081,4.2032,-0.272,949.3911,0.1551,0.135,0.0729,"Gaia DR2 2101035367703145088",289.74731654009327,39.52341314849844,1.0368,0.7642,-8.5073,0.0,2015.5,9.992913862518712E-9
"Gaia DR3 2133035966431029376",2133035966431029376,289.6649171600268,50.020061719936756,0.9977792376266975,0.02269425,0.07373026426050966,4.011278503390543,1.1207981,15.236161,0.93918896,,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5472.315,4.4997,-0.2623,894.6968,0.1505,0.124,0.0664,"Gaia DR2 2133035966431029376",289.66491712998356,50.02006117408361,0.9934,-0.009,4.1357,0.0,2015.5,3.5178446399095424E-8
"Gaia DR3 2073153024144692736",2073153024144692736,295.4980725621686,38.644448002403394,0.9686981661968359,0.011381832,-6.179129596158707,-13.425789334174059,0.958467,13.438997,0.69549847,24.465162,4.9728193,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,6426.5894,4.1774,-0.0719,993.8043,0.2155,0.1863,0.1003,"Gaia DR2 2073153024144692736",295.4980736570119,38.644449865999185,0.9571,-6.1505,-13.4116,0.0,2015.5,1.237254340179147E-9
"Gaia DR3 2127985806448631808",2127985806448631808,293.6297647432494,45.74062887756773,0.44900645675233375,0.023686774,1.090840264476762,-2.7700263780208543,1.0494355,15.557443,0.96200275,,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5482.518,4.308,-0.3118,1506.344,0.213,0.1756,0.0943,"Gaia DR2 2127985806448631808",293.6297645369043,45.74062926887018,0.4554,1.0359,-2.8128,0.0,2015.5,6.499134508590625E-10
"Gaia DR3 2134850847813263360",2134850847813263360,296.2005500473049,49.14002874327827,1.3180857074470014,0.013939491,-2.7545802687936125,-12.128951995310079,1.1164445,13.701518,0.88948536,-18.494827,3.3544161,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5595.028,4.2878,-0.1012,743.0286,0.011,0.0091,0.0048,"Gaia DR2 2134850847813263360",296.20055063044106,49.14003043742409,1.3238,-2.7797,-12.1217,0.0,2015.5,1.1523228808402054E-8
"Gaia DR3 2051866238502437632",2051866238502437632,292.6274956397227,37.86016622602705,2.4733158530207433,0.0110017685,7.214032228751186,6.94998429811058,0.83928496,11.821788,0.6918917,-27.10107,0.5248079,"NOT_AVAILABLE",0,true,true,true,false,false,true,true,6089.895,4.2379,-0.0359,393.7963,0.0011,9.0E-4,5.0E-4,"Gaia DR2 2051866238502437632",292.62749434147986,37.86016532109599,2.4885,7.1745,7.025,-26.6045,2015.5,7.62939888589825E-8
"Gaia DR3 2082161219824397568",2082161219824397568,300.3323391298596,44.98610528147698,1.058398416261724,0.010067437,-6.601315689521999,-8.451638731320958,0.99505055,13.268091,0.75780964,-12.577895,10.565278,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,6766.387,4.108,-0.4877,904.0848,0.5538,0.4805,0.2601,"Gaia DR2 2082161219824397568",300.33234042935067,44.98610646967674,1.0781,-6.6241,-8.4494,0.0,2015.5,1.4700309412437867E-8
"Gaia DR3 2079807646464016256",2079807646464016256,295.9049785301713,45.405429512866995,1.1279448537009962,0.02678596,-4.639887278808149,-0.22536897141623713,1.0222465,15.801282,1.1416702,,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4769.4673,4.5082,-0.5965,835.5167,0.0163,0.0128,0.0068,"Gaia DR2 2079807646464016256",295.90497947088073,45.405429562345056,1.1292,-4.6449,-0.4141,0.0,2015.5,1.7311580288511633E-8
"Gaia DR3 2130889204338693504",2130889204338693504,287.7808111861272,47.629843616727825,1.0855603644951013,0.013983899,-1.6405767125038404,-12.336582573919571,1.03948,14.220469,0.7640171,13.844797,4.9688287,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5942.953,4.3837,-0.2768,895.7028,0.0148,0.0125,0.0067,"Gaia DR2 2130889204338693504",287.78081152086946,47.629845335301546,1.0939,-1.7141,-12.306,0.0,2015.5,1.562887802734577E-8
"Gaia DR3 2135055391335687680",2135055391335687680,294.36603121418824,49.915022349027446,,,,,,16.25234,2.2466412,,,"VARIABLE",0,true,false,false,true,false,false,false,,,,,,,,"Gaia DR2 2135055391335687680",294.3660312648409,49.91502192093307,0.0,0.0,0.0,0.0,2015.5,4.2933508782620586E-7
"Gaia DR3 2105415302330571008",2105415302330571008,282.1856917812003,44.434461611073694,1.7472351364457546,0.0094590215,-16.15124083688556,-0.6849833996791537,0.9442218,13.394148,0.8592253,-71.0273,2.313032,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5661.6255,4.3192,-0.053,558.3939,0.0892,0.0744,0.0397,"Gaia DR2 2105415302330571008",282.1856949301849,44.43446171541739,1.7313,-16.1393,-0.7462,0.0,2015.5,7.004012932903266E-9
"Gaia DR3 2073652546016392448",2073652546016392448,297.43038286550683,39.84788024984641,1.8472765805535745,0.027937295,1.5009772523860883,5.140438537752484,0.95610124,15.89301,1.5988226,,,"VARIABLE",0,true,false,false,true,false,true,true,4459.129,4.608,0.367,546.3229,0.5659,0.4217,0.222,"Gaia DR2 2073652546016392448",297.43038260303297,39.84787952980941,1.8123,1.4836,5.2875,0.0,2015.5,1.5040101333347325E-8
"Gaia DR3 2076185408488670208",2076185408488670208,295.1640101754076,39.201402144681865,1.16117132574682,0.017701562,4.066116451676976,-1.7433583919548084,1.0135933,15.058516,1.0005627,,,"VARIABLE",0,true,false,false,true,false,true,true,5454.9424,4.5669,-0.0029,794.9483,0.2488,0.2035,0.1083,"Gaia DR2 2076185408488670208",295.1640094502694,39.201402390419204,1.1631,4.0094,-1.6979,0.0,2015.5,1.113844284370112E-8
"Gaia DR3 2103845032226500352",2103845032226500352,285.2166763149635,41.28244465427404,1.4151489295394222,0.02578088,-1.9847382450703388,-1.780952632470836,1.0634384,15.594337,1.2954025,,,"VARIABLE",0,true,false,false,true,false,true,true,4773.7817,4.5585,0.2302,693.0457,0.286,0.222,0.1164,"Gaia DR2 2103845032226500352",285.21667669283033,41.282444913588535,1.3484,-2.0086,-1.7122,0.0,2015.5,2.2078377741339463E-8
"Gaia DR3 2076454445237794432",2076454445237794432,294.6646779237496,39.7838467958977,2.013746265950231,0.022144625,-5.371081965723154,4.686931328497731,0.96284646,14.89129,1.2431736,11.506011,5.277405,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4690.752,4.5745,-0.0144,484.255,0.084,0.0654,0.0344,"Gaia DR2 2076454445237794432",294.66467890841784,39.783846145363334,1.9703,-5.3994,4.7238,0.0,2015.5,8.74991520151353E-9
"Gaia DR3 2128198974266072192",2128198974266072192,293.9886742189147,46.71799799653662,0.7496856346401931,0.019981219,-4.351286312760056,-11.348387767678762,1.0026683,15.096974,0.86464214,,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5852.477,4.3094,-0.2441,1252.002,0.1693,0.1415,0.0758,"Gaia DR2 2128198974266072192",293.9886751124171,46.71799957818681,0.7228,-4.3771,-11.3805,0.0,2015.5,4.757308790226874E-9
"Gaia DR3 2125751461382627840",2125751461382627840,292.61499215329616,42.76434664879928,8.818228847725651,0.011533827,-19.381625983317825,21.10236456663059,0.9743164,10.098506,0.83020306,10.265336,0.23282143,"VARIABLE",0,true,true,true,true,false,true,true,5766.714,4.4297,-0.1014,113.1426,0.094,0.0789,0.0423,"Gaia DR2 2125751461382627840",292.6149957952422,42.76434376355072,8.8187,-19.4364,21.2947,9.9284,2015.5,7.679634002899278E-8
"Gaia DR3 2134931077802625792",2134931077802625792,295.58645982780746,49.66685288836959,1.079709627596254,0.024307035,-2.635229679998349,3.8883617857947277,1.0568198,15.350661,0.9696512,,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5226.7725,4.4924,-0.4498,900.6751,0.0452,0.0369,0.0198,"Gaia DR2 2134931077802625792",295.58646040317717,49.66685234764911,1.0411,-2.6752,3.8957,0.0,2015.5,9.109364412894136E-10
"Gaia DR3 2085204015173031552",2085204015173031552,300.31617138073904,45.49532506807882,1.1227355302017332,0.013062249,-4.491562423179735,-14.513461979031959,1.0949702,12.973302,0.8680124,-34.31066,1.802245,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,6167.8657,3.8619,-0.3159,923.8023,0.3997,0.3376,0.1818,"Gaia DR2 2085204015173031552",300.31617227064714,45.495327098715606,1.0478,-4.4526,-14.4976,0.0,2015.5,1.7908437832453695E-8
"Gaia DR3 2051027792165858304",2051027792165858304,290.6178561743625,37.28910073104493,1.6897678811101422,0.025852472,-14.18527181796087,3.963028023315963,0.9770563,15.641934,1.3185177,,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4576.7456,4.663,-0.2411,534.2988,0.1415,0.109,0.0576,"Gaia DR2 2051027792165858304",290.61785865121726,37.289100186011964,1.6593,-14.2461,4.0208,0.0,2015.5,1.5650786702344917E-8
"Gaia DR3 2099854801450635520",2099854801450635520,286.006731499362,38.00954137062189,1.148457650234855,0.021358646,1.6237127369743765,4.790857673402246,0.9673394,15.355764,1.1041031,,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5185.2856,4.4917,0.0139,860.1107,0.2867,0.2304,0.1221,"Gaia DR2 2099854801450635520",286.00673122052007,38.00954070684546,1.127,1.6107,4.8063,0.0,2015.5,5.498101171805971E-9
