designation,source_id,ra,dec,parallax,parallax_error,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,radial_velocity_error,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
"Gaia DR3 6407428994690988928",6407428994690988928,338.98368670298856,-59.864840792917406,20.931737658313722,0.021828067,-108.38729073099867,-84.45989301650583,1.0893003,7.8168154,0.78586006,36.037712,0.1213935,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5747.6714,4.3284,-0.4168,47.7586,1.0E-4,1.0E-4,0.0,"Gaia DR2 6407428994690988928",338.98371663170235,-59.86482899508657,20.7663,-108.3877,-84.4187,36.2229,2015.5,7.834200647026923E-8
"Gaia DR3 2009481748875806976",2009481748875806976,348.33773395483047,57.16966644274312,152.86400389732427,0.049440492,2074.413511999184,294.4519772796575,0.99794143,5.2318964,1.2163415,-18.675009,0.119112626,"NOT_AVAILABLE",0,true,true,false,false,false,false,false,,,,,,,,"Gaia DR2 2009481748875806976",348.3372026315852,57.169625529622316,153.0808,2074.5174,294.9356,-18.6371,2015.5,8.490119942925579E-8
"Gaia DR3 6492940453524576128",6492940453524576128,349.5593463800524,-56.90398859971791,10.622443178752365,0.012125734,313.9245213682123,-20.184039881224564,0.9640262,9.655397,0.89237595,-19.93533,0.14125709,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5601.7773,4.3658,0.0888,93.8422,0.0992,0.0823,0.0438,"Gaia DR2 6492940453524576128",349.5592664695944,-56.90398574703867,10.59,313.918,-20.1772,-19.9565,2015.5,6.121777368201242E-8
"Gaia DR3 4668163021600295552",4668163021600295552,65.23831479701445,-68.10268896916398,7.130482438376878,0.009777439,22.17685358763981,-10.391552158036681,0.9432225,9.3063345,0.67498875,2.1638343,0.17627965,"NOT_AVAILABLE",0,true,true,true,false,false,true,true,6141.14,4.1322,-0.167,140.0084,9.0E-4,8.0E-4,4.0E-4,"Gaia DR2 4668163021600295552",65.23830650901542,-68.10268754859128,7.1339,22.0284,-10.4005,2.5835,2015.5,3.9534757666099075E-8
"Gaia DR3 2056007995732413312",2056007995732413312,306.741127891218,33.74438610057065,12.407414305957294,0.0142009305,-36.84467295839525,-14.776486315440351,0.9289558,8.428037,0.70564365,-23.412935,0.1372163,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,6031.483,4.1923,-0.2181,80.3587,5.0E-4,4.0E-4,2.0E-4,"Gaia DR2 2056007995732413312",306.7411340383131,33.744388219777605,12.3678,-36.8687,-14.6514,-23.1738,2015.5,8.47900161047149E-8
"Gaia DR3 875071278432954240",875071278432954240,117.4793682618587,27.363132695843213,44.684849211198234,0.022750994,-10.220145850916207,-11.23527855383033,0.9908184,6.7371826,0.8535037,-16.07124,0.12526087,"VARIABLE",0,false,false,false,true,false,true,true,5641.1553,4.4179,-0.2306,22.3385,1.0E-4,1.0E-4,0.0,"Gaia DR2 875071278432954240",117.47936985963258,27.363134229785587,44.607,-10.0268,-11.3143,-16.3104,2015.5,4.584551127590712E-8
"Gaia DR3 5746824674801810816",5746824674801810816,129.68829349261745,-13.256521320044767,31.656880455652196,0.015168027,-63.831047412374296,38.481540014954675,1.0304028,9.277452,1.3500938,20.455652,0.15048425,"NOT_AVAILABLE",0,true,true,true,false,false,true,true,4462.219,4.5808,0.0619,31.5458,0.0,0.0,0.0,"Gaia DR2 5746824674801810816",129.6883025960104,-13.256526711809116,31.6501,-63.8583,38.3741,20.5346,2015.5,6.259455245587249E-8
"Gaia DR3 3877070590167177344",3877070590167177344,154.67109851528122,10.128840557054852,7.612480090104123,0.017387824,5.468693939618678,-42.24425197314072,1.0787944,9.223219,0.89071846,2.5642445,0.17461385,"NOT_AVAILABLE",0,true,true,true,false,false,false,true,5625.6333,4.1413,0.2073,130.4795,9.0E-4,8.0E-4,4.0E-4,"Gaia DR2 3877070590167177344",154.6710977391338,10.128846394556847,7.5275,5.3476,-42.4488,2.806,2015.5,6.195189125906672E-8
"Gaia DR3 3997075206232885888",3997075206232885888,168.63764182700731,25.71060296527337,46.376322943252845,0.022130016,-107.47537234006985,48.76961530834446,1.0205114,7.526765,1.0163469,-1.8223046,0.14375961,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,5053.029,4.5185,-0.5258,21.5112,1.0E-4,0.0,0.0,"Gaia DR2 3997075206232885888",168.63765836903957,25.710596159037603,46.3494,-107.5336,48.6618,-1.3882,2015.5,5.679754264202912E-8
"Gaia DR3 6541360574788758016",6541360574788758016,343.57237979136073,-43.01022537484737,21.61785873098705,0.014759851,1.9945337905261171,27.384156075405627,1.1147567,9.617803,1.2138662,14.08177,0.14926378,"VARIABLE",0,true,true,false,true,false,true,true,4694.7734,4.5495,0.0218,46.2809,2.0E-4,2.0E-4,1.0E-4,"Gaia DR2 6541360574788758016",343.5723793809786,-43.01022913808301,21.6104,2.0116,27.5643,14.1987,2015.5,6.834742506970429E-8
"Gaia DR3 3810535361999701376",3810535361999701376,169.04182734288003,1.9866780997208662,3.011244526539542,0.014710814,-39.58636142907024,-36.937090859937356,0.9385293,13.138878,1.0300331,31.536997,1.92554,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,5322.585,4.5703,0.1556,316.9506,0.1984,0.161,0.0851,"Gaia DR2 3810535361999701376",169.0418328437537,1.9866832449587104,3.0079,-39.5436,-36.9563,0.0,2015.5,1.3541860563714013E-8
"Gaia DR3 602494855483616256",602494855483616256,127.88291015367912,11.922254670917782,2.086038492064166,0.023197759,-13.06229502140588,-2.4719941012537348,0.99147475,14.262713,1.1690273,53.72317,3.4347913,"VARIABLE",0,true,true,false,true,false,true,true,4884.575,4.5187,0.5973,484.4158,0.0326,0.0256,0.0133,"Gaia DR2 602494855483616256",127.8829120059471,11.922255008705969,2.0734,-13.1493,-2.4518,0.0,2015.5,1.4245226215419042E-8
"Gaia DR3 3811032513054107648",3811032513054107648,170.1554746211378,2.502755399520643,2.940871978399012,0.016890999,-11.850853627912254,14.188421938320564,1.1262084,12.731342,0.8849039,16.94029,1.519723,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,5444.014,4.4335,-0.4019,337.19,0.0252,0.0209,0.0112,"Gaia DR2 3811032513054107648",170.15547628223447,2.502753413982223,2.8922,-11.7544,13.996,15.4462,2015.5,4.961200161082315E-8
"Gaia DR3 148080473682357376",148080473682357376,70.14940598898376,25.009807061815554,13.266846680076295,0.016810527,185.4868797151274,-46.418102091706544,1.1325568,13.308754,1.9711237,96.36889,4.5346384,"VARIABLE",0,true,true,false,true,false,true,true,3842.436,4.7783,-0.3196,75.7907,0.4282,0.3008,0.1691,"Gaia DR2 148080473682357376",70.14937754890124,25.009813492729172,13.2743,185.6583,-46.3627,96.8916,2015.5,1.498801564311308E-8
"Gaia DR3 3892632287473304064",3892632287473304064,178.0568690641569,2.594118564265824,2.781006677813245,0.045213312,-39.36667462047067,-25.674407342600254,1.0706644,15.517032,1.8074322,,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4199.8223,4.5545,0.2678,397.2212,0.6209,0.4495,0.2431,"Gaia DR2 3892632287473304064",178.05687453819635,2.5941221593330703,2.7194,-39.2368,-25.6464,0.0,2015.5,3.807464166416392E-8
"Gaia DR3 3579426053724051584",3579426053724051584,188.1373162687901,-9.607610571542049,2.874799975472757,0.015951281,-6.840772526655997,6.1911303124839785,1.0067984,12.468968,0.86426544,0.70679945,0.80040646,"NOT_AVAILABLE",0,true,true,true,false,false,true,true,5558.4185,4.3814,0.0182,335.4738,0.0109,0.0091,0.0048,"Gaia DR2 3579426053724051584",188.13731722664113,-9.607611455428716,2.8473,-6.8311,6.1065,1.4665,2015.5,3.602499513941922E-8
"Gaia DR3 3896271842760486272",3896271842760486272,178.11056721721133,4.254661939207739,1.9904626076567742,0.024271317,-49.24480410919791,-21.24248499444428,0.97664565,14.410999,1.0763121,-9.02309,7.082281,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4915.8745,4.5055,-0.4,493.3364,0.002,0.0016,9.0E-4,"Gaia DR2 3896271842760486272",178.11057407841278,4.2546648930707684,1.9959,-49.1714,-21.2889,0.0,2015.5,1.3259374476568268E-8
"Gaia DR3 3596508242468505216",3596508242468505216,181.63239482426775,-5.827431703143993,9.24011147282385,0.015302104,-92.88235516040776,-4.405104766807455,0.93095124,13.027006,1.8364029,-7.69839,0.8176338,"NOT_AVAILABLE",0,true,true,true,false,false,true,true,4164.708,4.6558,0.2762,106.7139,0.5972,0.4302,0.2344,"Gaia DR2 3596508242468505216",181.63240777380452,-5.827431070394164,9.1921,-92.8537,-4.525,-6.6986,2015.5,1.438222918424542E-8
"Gaia DR3 3700937760929835648",3700937760929835648,183.80886041233165,2.0208742535727118,6.9490662110149595,0.025605673,-75.26997484965388,-16.05236894083278,1.1350536,14.254617,1.9595871,50.56423,3.5033379,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,3900.731,4.6507,-0.2322,143.6424,0.4664,0.3283,0.1832,"Gaia DR2 3700937760929835648",183.80887087174006,2.0208764877912606,6.9584,-75.2591,-16.0984,0.0,2015.5,1.689026493402596E-9
"Gaia DR3 3683121446312149504",3683121446312149504,189.00151740517597,-2.669626484365249,7.6432912785967355,0.015279419,0.7983734569362947,-34.49834153668347,1.0032784,13.303105,1.8281946,13.5843525,1.312311,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4309.083,4.6714,0.7475,128.5075,0.7111,0.5144,0.2796,"Gaia DR2 3683121446312149504",189.0015172827551,-2.669621677684217,7.7018,0.7503,-34.5675,14.304,2015.5,1.8938875946499618E-8
"Gaia DR3 145333927996558976",145333927996558976,65.46964391926905,21.35325263592605,13.711309746935616,0.015370281,200.1808367622263,-76.77463482714101,1.1035376,12.241566,1.6545286,19.625765,1.0567889,"NOT_AVAILABLE",0,true,true,true,false,false,true,true,4181.3286,4.7107,-0.2162,73.3191,0.2584,0.1891,0.1017,"Gaia DR2 145333927996558976",65.46961404727327,21.353263279532634,13.7077,200.6061,-76.7629,19.5485,2015.5,4.435178304525948E-8
"Gaia DR3 3596003497911958528",3596003497911958528,179.93969939813863,-5.721686888044268,5.097015320408144,0.03180701,-62.46581398733319,6.665133572012045,1.5309746,11.610603,0.94015217,-36.250057,0.48242545,"NOT_AVAILABLE",0,false,false,true,false,false,true,true,5425.3164,4.4885,0.0264,186.6299,0.093,0.0764,0.0406,"Gaia DR2 3596003497911958528",179.93970809799544,-5.7216878543797085,5.0403,-62.5163,6.5567,-36.0004,2015.5,6.15840706008521E-8
"Gaia DR3 3600851450836925312",3600851450836925312,180.54088936086393,-3.580908953335301,5.797238870248847,0.028154673,-1.3723879170658602,-26.403869213107026,1.2781894,11.639944,0.95766544,16.895847,0.39773342,"VARIABLE",0,false,false,false,true,false,true,true,5383.1523,4.5378,-0.0195,170.2041,0.1076,0.0882,0.0468,"Gaia DR2 3600851450836925312",180.54088955609814,-3.5809053185803856,5.8197,-1.3616,-26.508,16.4225,2015.5,4.726166789218332E-8
"Gaia DR3 3694878833385971840",3694878833385971840,186.038377734615,-1.1114831606868536,8.006312980700343,0.016093064,-63.12468547709856,-30.118298820220073,1.0900352,11.957663,1.2381306,-31.952555,0.5348312,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4673.158,4.5726,-0.0467,124.6835,0.047,0.0366,0.0193,"Gaia DR2 3694878833385971840",186.03838650157098,-1.1114790039688247,8.0078,-63.1682,-30.235,-30.6966,2015.5,4.334325086261904E-8
"Gaia DR3 3701015375282968064",3701015375282968064,185.18808662014777,2.2823767545301026,2.0691277647590796,0.014776381,-47.42408341514416,-14.716281852628176,1.0108443,11.937561,0.74467564,-4.5358505,0.60805166,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,6056.3184,4.0807,-0.3191,452.4035,0.0579,0.0492,0.0264,"Gaia DR2 3701015375282968064",185.1880932244651,2.2823787614580304,2.0688,-47.365,-14.8821,0.0,2015.5,6.346851964178633E-8
"Gaia DR3 3899064464855774592",3899064464855774592,178.32967118462992,6.4123199835855225,8.09246613820125,0.02360026,-24.168809954361983,15.406293184687938,1.2526317,12.992914,1.6388235,-12.053436,2.1817918,"VARIABLE",0,true,true,false,true,false,false,true,,,,,,,,"Gaia DR2 3899064464855774592",178.32967457951926,6.412317827483226,7.9646,-24.0956,15.3214,-10.6709,2015.5,3.901828121770663E-8
"Gaia DR3 2538824923230146560",2538824923230146560,18.42412413053569,3.09707761141257,9.306414180639953,0.016371112,162.6382149405248,31.373267209729597,1.0801475,12.537027,1.622592,-7.2269297,0.60290444,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4389.408,4.6432,0.3436,106.956,0.4899,0.3633,0.192,"Gaia DR2 2538824923230146560",18.424101482595713,3.097073249016636,9.1281,162.6347,31.5766,-6.844,2015.5,3.5405112317090934E-8
"Gaia DR3 3578783977588991360",3578783977588991360,189.7041443185766,-10.060592345840286,3.6209741193493605,0.0135729555,11.859050558105773,12.986187929187585,0.92060965,12.510833,0.8845091,-17.310621,1.3719244,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5671.689,4.5803,-0.2158,268.6584,0.1625,0.1354,0.0726,"Gaia DR2 3578783977588991360",189.7041426305026,-10.060594165386053,3.6046,11.8419,12.8066,-17.6645,2015.5,4.4406087108775507E-8
"Gaia DR3 3579573358218514944",3579573358218514944,186.5410904125123,-9.62482431530069,2.7558071230122314,0.01735323,-38.137857488796016,-8.190495590671185,0.88008296,11.5169115,0.9286823,41.84057,0.37213716,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,,"Gaia DR2 3579573358218514944",186.5410957591997,-9.624823197086975,2.767,-38.0437,-8.3205,42.0998,2015.5,3.9419286458214075E-8
"Gaia DR3 3581264372742210048",3581264372742210048,183.64566114979326,-9.562628252197515,4.781608718921154,0.021347644,-22.324328821195188,2.1088440602947043,1.0586803,12.082248,1.0386705,15.965372,1.1531235,"NOT_AVAILABLE",0,true,true,true,false,false,false,true,,,,,,,,"Gaia DR2 3581264372742210048",183.64566430057704,-9.562628582216378,4.7062,-22.2913,2.0184,16.9202,2015.5,5.088616565314287E-8
"Gaia DR3 3583611726988838144",3583611726988838144,187.29470211758,-6.8342005032347855,6.1631484505875,0.04832898,-15.295908808226098,13.462753498477511,2.5812833,12.650644,1.3288612,-1.6538585,0.73565465,"VARIABLE",0,true,true,false,true,false,true,true,4573.7617,4.5323,-0.1463,164.9483,0.1512,0.1164,0.0614,"Gaia DR2 3583611726987567232",187.29470469037108,-6.83420276554802,7.7079,-12.7418,13.8162,-2.8557,2015.5,8.566547643601963E-7
"Gaia DR3 3583630934082556416",3583630934082556416,186.87290813968548,-6.721846365164059,9.762128897329127,0.021497412,-80.76282863523527,7.501881320439828,1.0299588,10.792194,1.028328,22.847445,0.41555128,"VARIABLE",0,true,true,false,true,false,true,true,5263.0347,4.6039,0.089,101.7031,0.1437,0.1165,0.0616,"Gaia DR2 3583630929786305280",186.87291945140169,-6.721847446707337,9.7229,-80.8859,7.434,0.0,2015.5,4.90435252392266E-8
"Gaia DR3 3676684252407983488",3676684252407983488,191.3631141031364,-6.576049037089403,1.8628570278713452,0.015642501,-20.56903778427631,13.991912347096664,0.9285856,12.56141,0.77131176,-21.021944,1.3400096,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,5909.116,4.0926,-0.2917,558.6192,0.0083,0.0069,0.0037,"Gaia DR2 3676684252407983488",191.363116969777,-6.576051006079986,1.8214,-20.5621,13.8771,-20.6112,2015.5,4.2390219497569856E-8
"Gaia DR3 6032746832450438400",6032746832450438400,253.7688465687799,-28.71058441058986,3.25423334258078,0.029188238,-8.56834495947773,-5.6249089498922515,0.98114985,11.466937,0.75588703,-21.544098,1.111178,"VARIABLE",0,true,true,false,true,false,true,true,6242.985,4.295,-0.3091,300.8648,0.1864,0.1593,0.0857,"Gaia DR2 6032746832450438400",253.7688479366776,-28.71058358573262,3.1486,-8.5683,-5.5615,-23.0284,2015.5,5.331339088837069E-8
"Gaia DR3 3857872051994269824",3857872051994269824,160.59412066807997,4.441375637350389,32.129025444710976,0.019015562,-42.337815858294796,4.147363202307945,1.1048747,13.413598,2.49049,-21.151815,0.9859051,"NOT_AVAILABLE",0,false,false,true,false,false,false,true,3334.978,5.0093,-0.4296,30.932,6.0E-4,4.0E-4,3.0E-4,"Gaia DR2 3857872051994269824",160.59412654306945,4.441375088392304,32.1414,-42.2651,3.9756,0.0,2015.5,1.3201227097663122E-8
"Gaia DR3 6257625719430982016",6257625719430982016,227.84936315231542,-17.87545373647547,13.690555795954586,0.023920728,-53.55758844533986,-52.39102954456511,1.1345518,12.604316,1.9320822,1.1745384,2.8047507,"NOT_AVAILABLE",0,false,false,true,false,false,true,true,3849.5154,4.5505,-0.6803,74.0877,0.4197,0.2968,0.165,"Gaia DR2 6257625719430982016",227.84937098703926,-17.875446423032415,13.6878,-53.7479,-52.3229,0.6065,2015.5,4.714199799482194E-8
"Gaia DR3 3594882751966012160",3594882751966012160,181.23866856779833,-6.805306702209757,6.677021012526836,0.021112148,-102.62454006209504,-59.05306558789116,1.1646461,11.751192,1.0217552,-9.225189,0.54033387,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5289.797,4.6202,-0.2139,146.0803,0.1875,0.1526,0.0814,"Gaia DR2 3594882751966012160",181.23868291515228,-6.805298543662992,6.6622,-102.7196,-59.1797,-8.6785,2015.5,6.416563635880638E-8
"Gaia DR3 3595647565382917120",3595647565382917120,179.8358410613227,-6.517854880496366,9.051340711206738,0.03243192,-7.101775821647861,-4.523067070534477,1.0234312,15.355399,2.5816174,-2.125635,3.19881,"VARIABLE",0,true,false,false,true,false,true,true,3444.6692,4.6796,-0.5079,110.8916,0.8016,0.5245,0.3279,"Gaia DR2 3595647565382917120",179.83584206508584,-6.517854247637669,9.1259,-6.9378,-4.5808,0.0,2015.5,3.385945666339966E-8
"Gaia DR3 3597570989175080576",3597570989175080576,181.12113332560517,-4.899133205353512,3.8345354496799295,0.018791467,-61.78553700966964,18.295370519065912,1.0557029,10.743662,0.69202805,5.9624314,0.25507015,"NOT_AVAILABLE",0,true,true,true,false,false,true,true,6075.4224,4.1504,-0.1804,255.2591,0.0038,0.0033,0.0018,"Gaia DR2 3597570989175080576",181.1211419214615,-4.899135779658405,3.7191,-61.8134,18.236,5.7902,2015.5,4.641916179023773E-8
"Gaia DR3 3597981377595128704",3597981377595128704,183.46864127197574,-3.831806950818586,4.649040685450403,0.024576692,-56.83880930850246,19.944649026372012,1.10184,11.6263,0.8363943,-19.9749,0.80314344,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5720.4043,4.4352,-0.3849,206.2918,0.0988,0.0829,0.0447,"Gaia DR2 3597981377595128704",183.46864915947268,-3.831809742922587,4.6689,-56.8677,19.7534,-19.2497,2015.5,5.6282772104058655E-8
"Gaia DR3 3694743765254445312",3694743765254445312,185.1815594690955,-1.590914175455537,2.1911878368381843,0.014711908,-25.739292421006652,-3.2391539139593717,1.0095159,12.551282,0.78132725,27.509668,1.7052642,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,5919.8633,4.2945,-0.633,454.7231,0.0857,0.0726,0.0392,"Gaia DR2 3694743765254445312",185.181563041879,-1.5909137512480351,2.1645,-25.759,-3.4161,29.7534,2015.5,5.0635838998539056E-8
"Gaia DR3 3697828548204889344",3697828548204889344,181.6296085638724,-1.160601520893217,1.337884525325387,0.031177117,-21.50375385013038,-11.108508329327497,0.97880095,14.339001,0.8783665,-3.749081,9.82932,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,5438.276,4.4187,-0.4544,726.382,0.0041,0.0034,0.0018,"Gaia DR2 3697828548204889344",181.62961154643887,-1.160599973417993,1.3932,-21.4944,-11.271,0.0,2015.5,1.8256816351627848E-8
"Gaia DR3 3578596339057980160",3578596339057980160,188.8935137726392,-10.069280898389259,3.7948053678004903,0.022775428,-36.71913814860477,-11.761084194507628,1.085754,14.342657,1.6738167,0.36529553,2.2467523,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,4397.4834,4.605,0.4877,258.5524,0.5913,0.436,0.2307,"Gaia DR2 3578596339057980160",188.89351894497096,-10.06927925978104,3.8456,-36.6433,-11.6942,0.0,2015.5,1.4790208309166995E-8
"Gaia DR3 3582057258065666816",3582057258065666816,182.81733709915167,-9.41417400251341,2.49240619861938,0.017942341,19.668478448659855,-31.36765112850842,1.0522622,13.251086,0.93899345,17.747904,1.6162155,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5475.795,4.4685,-0.1175,385.1082,0.14,0.1153,0.0615,"Gaia DR2 3582057258065666816",182.81733431612298,-9.414169621938163,2.4329,19.5566,-31.4216,0.0,2015.5,3.365395769710514E-8
"Gaia DR3 3582098107498270208",3582098107498270208,183.36673563191027,-8.99523183740964,1.8994194454317423,0.021017272,9.113717777193443,-6.749965425566938,1.1146717,12.439058,0.9098158,-23.78596,2.174043,"NOT_AVAILABLE",0,true,true,true,false,false,true,true,5440.208,4.1626,-0.0109,514.4648,0.0377,0.0311,0.0165,"Gaia DR2 3582098107498270208",183.36673435965199,-8.995230946812372,1.8895,9.1584,-6.8791,-23.7143,2015.5,6.663460740312126E-8
"Gaia DR3 3311804515502788352",3311804515502788352,63.273952149488956,15.247700118856342,22.357247280357765,0.03077869,122.44950869749097,-18.603451879024888,1.3029861,14.355454,2.9613495,42.918736,4.105148,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,,"Gaia DR2 3311804515502788352",63.27393456893041,15.247702662715163,22.2153,122.1485,-18.3371,0.0,2015.5,4.496612024380608E-9
"Gaia DR3 3582706794559052160",3582706794559052160,185.0315358643952,-8.975741324667156,2.4321485394779034,0.021231174,-50.35885497483799,9.87424040819884,1.029643,13.960868,1.1410837,14.082192,2.3876565,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4862.4893,4.4999,-0.0189,406.3418,0.0492,0.0389,0.0205,"Gaia DR2 3582706794559052160",185.0315429410371,-8.975742682958842,2.383,-50.3042,9.8371,0.0,2015.5,8.624565344664118E-9
"Gaia DR3 3675248118423392256",3675248118423392256,190.68924178830025,-8.535985076192839,6.8384527276712195,0.027973361,10.823578167577546,-18.028597223344413,1.0171877,14.749148,2.1676922,-2.2126205,2.8422892,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,3771.7578,4.7024,-0.0251,146.2061,0.6377,0.4386,0.2538,"Gaia DR2 3675248118423392256",190.689240277027,-8.535982565084609,6.7729,10.9579,-18.0102,0.0,2015.5,2.9061491802456855E-8
"Gaia DR3 3582392123779246336",3582392123779246336,182.36638230161842,-8.309617183124884,4.413160438600092,0.015737412,3.3044677512579144,-22.501597149660874,0.9844714,12.608037,1.0990095,12.298819,0.9002421,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4922.3745,4.51,-0.0116,225.5687,0.0047,0.0038,0.002,"Gaia DR2 3582392123779246336",182.36638181606565,-8.309614078507094,4.3414,3.2967,-22.6784,13.7241,2015.5,5.049042822645795E-8
"Gaia DR3 3584368019189709952",3584368019189709952,186.08530366381487,-6.378955608796732,1.1409751781277297,0.024896307,-18.47778033620433,-13.973381996083972,1.0316836,14.690787,1.0008831,31.826357,5.9661345,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5266.393,4.4161,0.2803,844.3198,0.0654,0.053,0.0279,"Gaia DR2 3584368019189709952",186.08530623585492,-6.378953656453911,1.1121,-18.5921,-14.0428,0.0,2015.5,2.6193092281378652E-8
"Gaia DR3 3596876269626641664",3596876269626641664,185.55079355743496,-4.717292463171571,4.359294597998563,0.01639913,6.590999761474272,-12.134937212543973,1.0155307,13.730487,1.4535551,-9.022838,1.4089141,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4499.499,4.6152,0.4594,229.7276,0.2432,0.1834,0.0961,"Gaia DR2 3596876269626641664",185.55079263341457,-4.7172907625129366,4.3615,6.5946,-12.1955,0.0,2015.5,8.456500577965527E-9
"Gaia DR3 3682825883842696832",3682825883842696832,189.91284904932314,-3.370563699544384,5.222803122009802,0.020299176,-29.59915483541015,-3.9896852714562683,0.98176944,13.295118,1.4516716,12.719463,1.0836173,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4550.4575,4.6378,0.5579,187.4363,0.2857,0.216,0.1128,"Gaia DR2 3682825883842696832",189.91285315292708,-3.3705631243173357,5.1905,-29.5578,-4.0842,0.0,2015.5,1.1836479543741112E-8
"Gaia DR3 3693923185982895360",3693923185982895360,186.2270973860497,-2.0660510857559435,1.5333170752139227,0.039003506,-12.155500968146038,-24.535142139074463,1.453511,14.686241,1.0127106,1.3099626,5.9381866,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5012.6133,4.3875,-1.3605,659.4349,0.0043,0.0035,0.0019,"Gaia DR2 3693923185982895360",186.22709906093797,-2.0660476571387707,1.7428,-11.9138,-24.8382,0.0,2015.5,2.8488572975162632E-8
"Gaia DR3 3695235654973028736",3695235654973028736,188.2782774210235,-1.9532919056031528,15.434492653202836,0.023844192,-47.255551894194355,-28.68049424567894,1.1171546,12.845818,2.1150084,13.111971,1.0445966,"VARIABLE",0,true,true,false,true,false,false,true,,,,,,,,"Gaia DR2 3695235654973028736",188.27828396000325,-1.953287940136705,15.5949,-47.1526,-28.8612,12.5855,2015.5,4.5189070994359324E-8
"Gaia DR3 3695568295896473856",3695568295896473856,187.63140478972213,-1.1609176554621032,1.5599350591386887,0.016059782,15.013311309213877,-3.8220515608669734,0.9668315,13.127692,0.78840923,38.636845,1.6709205,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5711.7876,4.2596,-0.4869,616.6816,5.0E-4,4.0E-4,2.0E-4,"Gaia DR2 3695568295896473856",187.63140270175072,-1.1609171174045274,1.4821,14.9616,-3.8392,0.0,2015.5,1.069799607493387E-8
"Gaia DR3 3700295641843380224",3700295641843380224,186.80269497275015,1.566863543606916,2.3916382561864142,0.019872023,1.78488115406142,3.18988833080434,0.9896651,12.362332,0.75536346,-13.515823,2.012843,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,6007.0005,4.3565,-0.1238,413.8314,5.0E-4,4.0E-4,2.0E-4,"Gaia DR2 3700295641843380224",186.80269470654153,1.5668630751403037,2.3732,1.838,2.9717,0.0,2015.5,5.677328955575921E-8
"Gaia DR3 3394923127797114496",3394923127797114496,76.86733179407886,16.867694022473,1.4704555219169384,0.016342426,0.6464914368349293,-6.033503112561326,1.031247,12.456422,0.8127804,28.730276,1.461297,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,6580.8594,4.0741,-0.2834,659.1953,0.5281,0.4527,0.2439,"Gaia DR2 3394923127797114496",76.86733171735328,16.86769481787585,1.4786,0.6673,-6.0451,29.0745,2015.5,4.8207156664824646E-8
"Gaia DR3 3807826337147474176",3807826337147474176,163.0323086038746,0.49316091467820633,4.65230015153678,0.016773148,-23.70865734618586,-43.88823960233028,1.1161277,10.460067,0.9424391,3.2405248,0.21134722,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,,"Gaia DR2 3807826337147474176",163.03231187245598,0.4931669591901892,4.6602,-23.6636,-44.1706,3.2815,2015.5,9.20997943157841E-8
