KOI,Host Gaia DR3 ID,P,P pe,P me,PSR,PSR pme
TOI-257 b,4747624104168195072,18.38818,0.00085,0.00084,0.035213634,0.000227185
TOI-2570 b,3445148131761842944,2.9887615,0.0000022,0.0000022,0.114192819,0.001138425
TOI-262 b,5019835424832215424,11.14529,0.00003,0.00003,0.022,0.0015
TOI-2796 b,3222453935725951488,4.8084983,0.0000057,0.0000056,0.149666295,
TOI-2818 b,5545555570947605376,4.039709,0.0000024,0.0000023,0.114017543,0.001315587
TOI-2842 b,3046327742219111808,3.5514058,0.0000077,0.0000078,0.093112835,0.001986837
TOI-2977 b,5305241494923209856,2.3505614,0.0000025,0.0000025,0.112472219,0.001511484
TOI-3023 b,5227928170880093568,3.9014971,0.0000031,0.0000031,0.09027735,0.000664619
TOI-3362 b,5351820556994135296,18.09547,0.00003,0.00003,0.064031242,0.001561738
TOI-3364 b,5409268527708808320,5.8768918,0.0000069,0.0000069,0.078993671,0.001519109
TOI-3693 b,404433018447476096,9.088516,0.000026,0.000027,0.146082169,0.00140332
TOI-3785 b,1044013542142711296,4.6747373,0.0000038,0.0000038,0.096197713,1.55929E-05
TOI-3807 b,1117620107545810944,2.8989727,0.0000038,0.0000039,0.116619038,
TOI-3819 b,876608292608416512,3.2443141,0.0000055,0.0000055,0.078294317,0.000830201
TOI-3912 b,1255520718461480960,3.4936264,0.0000038,0.0000038,0.094074439,0.001009839
TOI-4087 b,1725490333641502976,3.1774835,0.00000094,0.00000094,0.10754069,0.000460291
TOI-4127 b,1111639314047794944,56.39879,0.0001,0.0001,0.086371292,0.001563019
TOI-4137 b,497750842338402560,3.8016122,0.0000065,0.0000065,0.086544786,0.00080883
TOI-4184 b,4620574887039870720,4.9019804,0.0000052,0.0000052,0.095472509,0.00523711
TOI-444 b,4895489043507741440,17.9636,0.00004,0.00004,0.032496154,0.000707776
TOI-4562 b,5288681857665822080,225.11781,0.00025,0.00022,0.09980481,0.000921799
TOI-4603 b,3402980516507429888,7.24599,0.00022,0.00021,0.039089641,0.001163991
TOI-470 b,2912264564319611136,12.19148,0.00003,0.00003,0.04769696,0.000796696
TOI-4791 b,2930141657016297216,4.28088,0.000022,0.000023,0.08093207,0.002780109
TOI-500 b,5509620021956148736,0.548177,0.000019,0.000019,0.015770225,0.00071654
TOI-558 b,4727755005637190016,14.574071,0.000026,0.000026,0.074632433,0.001272905
TOI-559 b,5057924844082070016,6.9839095,0.0000051,0.0000051,0.090972523,0.000549617
TOI-564 b,5710154317045164416,1.651144,0.000018,0.000018,0.09591663,0.088618626
TOI-620 b,5738284016370287616,5.0988179,0.0000045,0.0000046,0.062689712,0.001674916
TOI-628 b,3126717023051258112,3.4095675,0.000007,0.0000069,0.081055537,0.000740233
TOI-640 b,5580554052549277056,5.0037775,0.0000048,0.0000048,0.087407094,0.000915258
TOI-712 b,5284358990266469760,9.531361,0.000018,0.000017,0.027712813,0.00180422
TOI-712 c,5284358990266469760,51.69906,0.00017,0.00017,0.036687873,0.000749566
TOI-712 d,5284358990266469760,84.8396,0.00043,0.0004,0.033615473,0.000788327
TOI-715 b,5262666416118954368,19.288004,0.000027,0.000024,0.066932802,0.001942246
TOI-776 b,3460438662009633408,8.24661,0.00005,0.00004,0.032603681,0.001594912
TOI-776 c,3460438662009633408,15.6653,0.0004,0.0003,0.038522721,0.001648378
TOI-824 b,5880886001621564928,1.392978,0.000018,0.000017,0.038600518,0.001813447
TOI-905 b,5795534040654879744,3.739494,0.000038,0.000038,0.131072499,0.001220698
TOI-969 b,3087206553745290624,1.8237305,0.000002,0.0000021,0.037881394,0.000567561
WASP-10 b,1909762228985058944,3.0927616,0.0000112,0.0000112,0.158902486,0.000881043
WASP-101 b,2924661867160818304,3.58572,0.000004,0.000004,0.114017543,0.000877058
WASP-103 b,4439085988769170432,0.925542,0.000019,0.000019,0.109316056,0.001921035
WASP-105 b,4917441922731087488,7.87288,0.00001,0.00001,0.109544512,0.000456435
WASP-106 b,3788394461991295488,9.28971,0.00001,0.00001,0.08,0.001125
WASP-113 b,1587399232335653760,4.54216875,0.0000042,0.0000042,0.089944427,0.001556517
WASP-117 b,4746157737910069888,10.02165,0.00055,0.00055,0.089442719,0.002906888
WASP-118 b,2562569564026683520,4.0460435,0.0000044,0.0000044,0.086890736,0.001093327
WASP-120 b,4837286842167819776,3.6112706,0.0000043,0.0000043,0.08093207,0.000988483
WASP-13 b,702295464353437952,4.35301,0.000003,0.000003,0.091651514,0.000872872
WASP-130 b,6112606840179716096,11.55098,0.00001,0.00001,0.095707889,0.000731392
WASP-131 b,6173451477191225984,5.322023,0.000005,0.000005,0.081547532,0.000735767
WASP-135 b,4596481632339898240,1.4013794,0.0000008,0.0000008,0.139283883,0.002871833
WASP-136 b,2441013811932929280,5.215357,0.000006,0.000006,0.064109282,0.001169877
WASP-138 b,2498515516990171392,3.634433,0.000005,0.000005,0.082643814,0.000786508
WASP-141 b,2980392087185289216,3.310651,0.000005,0.000005,0.091104336,0.001097643
WASP-142 b,5674618444832114304,2.052868,0.000002,0.000002,0.095707889,0.0013583
WASP-144 b,6582435924022652672,2.2783152,0.0000013,0.0000013,0.107935166,0.001297075
WASP-147 b,2340919358581488768,4.60273,0.000027,0.000027,0.08,0.003875
WASP-15 b,6171009049549197824,3.7521,0.00001,0.00001,0.098488578,0.000609208
WASP-150 b,1416731285125373184,5.644207,0.000003,0.000004,0.066332496,0.000753778
WASP-151 b,2657135741633337088,4.5334775,0.0000023,0.0000023,0.103266645,0.000232408
WASP-158 b,2424621502311961344,3.656333,0.000004,0.000004,0.079372539,0.003149704
WASP-159 b,4864759888238232320,3.840401,0.000007,0.000007,0.067305275,0.001337191
WASP-16 b,6283723285046532864,3.1186,0.000014,0.000014,0.109544512,0.00205396
WASP-161 b,5751177095877066496,5.4060425,0.0000048,0.0000048,0.067150577,1.71257E-05
WASP-162 b,3558354604869150208,9.62468,0.00001,0.00001,0.093273791,0.001608169
WASP-163 b,4334991786994866304,1.6096884,0.0000015,0.0000015,0.119037809,0.002814232
WASP-164 b,6491038642006989056,1.7771255,0.0000028,0.0000028,0.124177293,0.001328745
WASP-165 b,2415410962124813056,3.465509,0.000023,0.000023,0.073756356,0.004541981
WASP-166 b,5664957444179338240,5.44354,0.000004,0.000004,0.053009433,0.00066026
WASP-167 b,6154982877299042944,2.0219596,0.0000006,0.0000006,0.090553851,0.000552158
WASP-169 b,5723772524469252096,5.6114118,0.0000092,0.0000092,0.066783231,0.002096335
WASP-17 b,6042793005779654656,3.73543,0.000008,0.000008,0.130384048,0.000690268
WASP-170 b,5656184406542140032,2.34478022,0.0000036,0.0000036,0.117558496,4.2532E-05
WASP-171 b,5376137837173646208,3.8186244,0.0000038,0.0000038,0.061806149,0.001456166
WASP-172 b,6086712585429729536,5.477433,0.000007,0.000007,0.084852814,0.001178511
WASP-175 b,5401743332678544640,3.0652907,0.0000011,0.0000016,0.103150376,0.001745025
WASP-176 b,1750321012752775040,3.899052,0.000005,0.000005,0.08,0.00125
WASP-177 b,2677447294810845824,3.071722,0.000001,0.000001,0.136014705,0.012866256
WASP-178 b,6003809889735481856,3.3448285,0.0000012,0.0000012,0.11148991,0.001255719
WASP-181 b,2512413932376364288,4.5195064,0.0000034,0.0000034,0.126095202,0.001506798
WASP-182 b,6677909439240233472,3.3769848,0.0000024,0.0000024,0.065268675,0.001302309
WASP-183 b,3803004978659671040,4.1117771,0.0000051,0.0000051,0.150332964,0.019955703
WASP-184 b,6173435259395017344,5.1817,0.00001,0.00001,0.083066239,0.001805788
WASP-185 b,6284007337003799552,9.38755,0.00002,0.00002,0.085440037,0.002926029
WASP-186 b,2790691147020786816,5.026799,0.000012,0.000014,0.078102497,0.001920553
WASP-187 b,306410392895767680,5.147878,0.000005,0.000009,0.059160798,0.001690309
WASP-19 b,5411736896952029568,0.78883852,0.00000075,0.00000082,0.144118007,0.000485713
WASP-190 b,4994237247949280000,5.367753,0.000004,0.000004,0.078740079,0.001270001
WASP-192 b,6198312362812872320,2.8786765,0.0000028,0.0000028,0.096228894,0.003169526
WASP-193 b,5453063823882876032,6.2463345,0.0000003,0.0000003,0.111355287,0.004939146
WASP-21 b,2831084391023184128,4.322482,0.000019,0.000024,0.104019229,0.001778517
WASP-22 b,5086537022856406272,3.53269,0.00001,0.00001,0.1,0.002
WASP-23 b,5557345496687437696,2.9444256,0.0000011,0.0000013,0.130038456,0.000422952
WASP-25 b,6186950525042445824,3.76483,0.000005,0.000005,0.137840488,0.000725476
WASP-28 b,2641087471777046016,3.40883495,0.00000015,0.00000015,0.11574109,0.00011232
WASP-29 b,6534414719318224512,3.92273,0.000004,0.000004,0.1,0.002
WASP-31 b,3545873945303316224,3.4059096,0.000005,0.000005,0.12708265,0.001062301
WASP-32 b,2546413408888429696,2.71866,0.000002,0.000002,0.104880885,0.000476731
WASP-34 b,3537110833333561728,4.31768,0.000005,0.000005,0.114017543,0.001140175
WASP-35 b,3211188618762023424,3.16158,0.000002,0.000002,0.122474487,0.000408248
WASP-37 b,3652176997218325888,3.577469,0.000011,0.000011,0.119457105,0.001255681
WASP-38 b,4453211899986180352,6.87188,0.00001,0.00001,0.083066239,0.000601929
WASP-39 b,3643098875168270592,4.055259,0.000009,0.000009,0.14525839,0.001376857
WASP-41 b,6160877943251930368,3.0524,0.000001,0.000001,0.137840488,0.000362738
WASP-44 b,2424406513428936832,2.423804,0.000008,0.000008,0.12489996,0.002401922
WASP-48 b,2141754578242371584,2.14363,0.000003,0.000003,0.09797959,0.001020621
WASP-5 b,6533307957785865856,1.6284279,0.0000022,0.0000049,0.108627805,0.001334833
WASP-52 b,2666015878575546496,1.7497798,0.0000012,0.0000012,0.164620776,0.001214913
WASP-59 b,2841043011433969152,7.919585,0.00001,0.00001,0.13,0.003076923
WASP-6 b,2385171398768647552,3.36101,0.0000028,0.0000028,0.144913767,0.000759072
WASP-60 b,2868528637464028160,4.305,0.000006,0.000006,0.077459667,0.003872983
WASP-61 b,2959177048983750016,3.8559,0.000003,0.000003,0.093808315,0.000533002
WASP-62 b,4756649415309914240,4.41195,0.000003,0.000003,0.109544512,0.000912871
WASP-63 b,5574766468155514752,4.37808,0.000006,0.000006,0.078102497,0.001088313
WASP-65 b,596931979481073152,2.3114243,0.0000015,0.0000015,0.113137085,0.000662913
WASP-66 b,5444147952811517696,4.08605,0.000007,0.000007,0.081853528,0.000977356
WASP-67 b,6868476691490044672,4.61442,0.00001,0.00001,0.134164079,0.003354102
WASP-69 b,6910753016653587840,3.86814,0.000002,0.000002,0.134164079,0.001565248
WASP-71 b,2507901914613005056,2.90367,0.000007,0.000007,0.066332496,0.001130668
WASP-72 b,5065640460769428224,2.21673,0.000002,0.000002,0.060827625,0.002465985
WASP-73 b,6453566701615683456,4.08722,0.00022,0.00022,0.057445626,0.002611165
WASP-74 b,4224062406762625152,2.13775,0.000001,0.000001,0.09797959,0.000714435
WASP-78 b,5089851638095503616,2.17518,0.000005,0.000005,0.080622577,0.000620174
WASP-80 b,4223507222112425344,3.06785234,0.00000083,0.00000079,0.171376778,0.000379281
WASP-82 b,3231856379348299008,2.70579,0.000002,0.000002,0.079372539,0.000629941
WASP-83 b,3515865416826633984,4.971252,0.000015,0.000015,0.10198039,0.001961161
WASP-84 b,3078836109158636928,8.52349648,0.0000006,0.0000006,0.131263095,0.000457097
WASP-84 c,3078836109158636928,1.4468849,0.0000022,0.0000016,0.023065125,0.001235632
WASP-88 b,6482103014085857024,4.954,0.000019,0.000019,0.083666003,0.001792843
WASP-89 b,6857756246957592320,3.3564227,0.0000025,0.0000025,0.122065556,0.000819232
WASP-90 b,1737061349198867456,3.916243,0.000003,0.000003,0.084261498,0.001186782
WASP-91 b,6386751579018596864,2.798581,0.000003,0.000003,0.122474487,0.001224745
WASP-92 b,1424011082893734272,2.1746742,0.0000016,0.0000016,0.111982141,0.001294849
WASP-93 b,415703635408772480,2.7325321,0.000002,0.000002,0.104737768,0.000620598
WASP-95 b,6518399301667782016,2.18467,0.000001,0.000001,0.1,0.0015
WASP-96 b,4990044668377961984,3.4252602,0.0000027,0.0000027,0.117473401,0.001276885
WASP-97 b,4911563216311083392,2.07276,0.000001,0.000001,0.109544512,0.000912871
WASP-99 b,4745660479479743488,5.75251,0.00004,0.00004,0.064031242,0.001561738
WTS-1 b,2048464796206336896,3.352057,0.000013,0.000015,0.132800602,0.003452545
XO-1 b,1316708918505350528,3.94153,0.000027,0.000027,0.134164079,0.000447214
XO-3 b,470650560777348352,3.19154,0.00014,0.00014,0.094339811,0.004133992
XO-4 b,990291507088739072,4.12508,0.000004,0.000004,0.088317609,0.000679366
XO-5 b,920308932010648448,4.1877558,0.0000006,0.0000006,0.103923048,0.000481125
XO-7 b,2303332931542914048,2.8641424,0.0000043,0.0000043,0.095341491,0.000943975
