KOI,Host KOI,Kepler name,Host Gaia DR3 ID,P,P pme,PSR,PSR pme
K00323.01,KOI-323,Kepler-523 b,2106821925598401152       ,5.835989,0.000004,0.0230575,0.0005478
K00701.01,KOI-701,Kepler-62 d,2107001283431633408       ,18.164063,0.000013,0.0300887,0.0004294
K00701.02,KOI-701,Kepler-62 b,2107001283431633408       ,5.714885,0.000004,0.0192012,0.0003343
K00110.01,KOI-110,Kepler-465 b,2107236613280607104       ,9.940663,0.000014,0.021585,0.0006186
K00180.01,KOI-180,Kepler-484 b,2107243072911617024       ,10.045571,0.000015,0.0242785,0.0007172
K02037.01,KOI-2037,KOI-2037.01,2107244481660894592       ,73.757928,0.000019,0.057898,0.0053496
K02037.02,KOI-2037,KOI-2037.02,2107244481660894592       ,5.477164,0.000009,0.0262567,0.0015
K02037.03,KOI-2037,KOI-2037.03,2107244481660894592       ,8.562684,0.000014,0.0273151,0.0018754
K00271.03,KOI-271,Kepler-127 b,2107266570672734592       ,14.435942,0.000016,0.0102418,0.0002854
K00271.01,KOI-271,Kepler-127 d,2107266570672734592       ,48.630393,0.000019,0.0183983,0.0002366
K02706.01,KOI-2706,KOI-2706.01,2107315365800640896       ,3.097587,0.000003,0.0088241,0.0003409
K02545.01,KOI-2545,Kepler-1274 b,2107342716152550272       ,6.981525,0.000017,0.0057666,0.0003525
K03097.01,KOI-3097,Kepler-431 d,2116862833283266432       ,11.921625,0.000021,0.0053683,0.0007059
K01537.01,KOI-1537,KOI-1537.01,2119196585370036736       ,10.191548,0.000018,0.009894,0.0005542
K00082.01,KOI-82,Kepler-102 e,2119583201145735808       ,16.145672,0.000005,0.0281257,0.0004015
K00082.02,KOI-82,Kepler-102 d,2119583201145735808       ,10.311741,0.000005,0.0151911,0.0003436
K00104.01,KOI-104,Kepler-94 b,2119602202081351168       ,2.508057,0,0.0389681,0.0001878
K00475.01,KOI-475,Kepler-165 b,2119814820141727232       ,8.180865,0.000016,0.0253939,0.0008352
K00475.02,KOI-475,Kepler-165 c,2119814820141727232       ,15.312983,0.000019,0.029684,0.0009194
K02678.01,KOI-2678,Kepler-1313 b,2125713940547834496       ,3.83309,0.000003,0.0222444,0.0008099
K02339.01,KOI-2339,Kepler-1197 b,2125790322246812672       ,2.032326,0.000007,0.014935,0.0019615
K00567.01,KOI-567,Kepler-184 b,2125831210335846016       ,10.687576,0.000008,0.0262755,0.0004046
K00567.02,KOI-567,Kepler-184 c,2125831210335846016       ,20.303028,0.000016,0.0216603,0.0003722
K00567.03,KOI-567,Kepler-184 d,2125831210335846016       ,29.022346,0.000017,0.0246645,0.0004831
K00880.03,KOI-880,Kepler-82 e,2125850623586710400       ,5.902252,0.000006,0.0235099,0.0005947
K00880.04,KOI-880,Kepler-82 d,2125850623586710400       ,2.382954,0.000003,0.0145251,0.0004267
K00370.02,KOI-370,Kepler-145 b,2126237131982289280       ,22.950686,0.000018,0.0120378,0.0005272
K00896.01,KOI-896,Kepler-248 c,2126266823097360000       ,16.239471,0.000013,0.0459894,0.0007084
K00896.02,KOI-896,Kepler-248 b,2126266823097360000       ,6.308197,0.000007,0.0327486,0.0004931
K00896.03,KOI-896,KOI-896.03,2126266823097360000       ,28.867136,0.000019,0.0164424,0.002306
K01270.01,KOI-1270,Kepler-57 b,2126418658780855296       ,5.729326,0.000005,0.035598,0.0024357
K01279.01,KOI-1279,Kepler-804 b,2126432677554353280       ,14.374592,0.000017,0.0172818,0.000687
K01279.02,KOI-1279,Kepler-804 c,2126432677554353280       ,9.651851,0.000019,0.0083673,0.0010027
K00172.01,KOI-172,Kepler-69 b,2126436800722944000       ,13.722374,0.000019,0.0223964,0.0004814
K00464.02,KOI-464,Kepler-561 c,2126454633427425664       ,5.350165,0.000004,0.0266052,0.0003454
K01282.01,KOI-1282,Kepler-805 b,2126508676995012352       ,30.863889,0.000019,0.0150928,0.0004408
K00139.02,KOI-139,Kepler-111 b,2126569051355142656       ,3.341802,0.000005,0.0112406,0.0002833
K00921.01,KOI-921,Kepler-253 c,2126576679217244160       ,10.281933,0.000015,0.0293121,0.0008381
K00921.02,KOI-921,Kepler-253 d,2126576679217244160       ,18.119898,0.000018,0.0345614,0.0010641
K00921.03,KOI-921,Kepler-253 b,2126576679217244160       ,3.784031,0.000008,0.0200979,0.0008487
K00321.01,KOI-321,Kepler-406 b,2126601108991279872       ,2.426305,0.000001,0.0125281,0.0001612
K00049.01,KOI-49,Kepler-461 b,2126801563705846528       ,8.313784,0.000015,0.0286729,0.0009586
K01858.02,KOI-1858,KOI-1858.02,2126878048483137152       ,86.049055,0.00002,0.0109801,0.0071386
K00260.01,KOI-260,Kepler-126 b,2126918008858627712       ,10.495672,0.000008,0.0100865,0.0001164
K00260.03,KOI-260,Kepler-126 c,2126918008858627712       ,21.869693,0.000015,0.0106422,0.0001516
K00692.01,KOI-692,Kepler-213 b,2127001056345369984       ,2.46234,0.000003,0.0132238,0.0004022
K00692.02,KOI-692,Kepler-213 c,2127001056345369984       ,4.822981,0.000005,0.0220433,0.0029966
K00707.02,KOI-707,Kepler-33 f,2127355923723254272       ,41.028059,0.000019,0.0207447,0.0004245
K00707.03,KOI-707,Kepler-33 e,2127355923723254272       ,31.784774,0.00002,0.0187988,0.0004522
K00707.04,KOI-707,Kepler-33 c,2127355923723254272       ,13.175562,0.000015,0.0145995,0.0003567
K00707.05,KOI-707,Kepler-33 b,2127355923723254272       ,5.66814,0.000014,0.0080193,0.0003191
K02595.01,KOI-2595,Kepler-393 b,2127390970655877888       ,9.182486,0.000016,0.0089413,0.0004998
K02595.02,KOI-2595,Kepler-393 c,2127390970655877888       ,14.61342,0.00002,0.0081037,0.0006175
K02038.03,KOI-2038,Kepler-85 d,2127398083121764736       ,17.913373,0.00002,0.0129526,0.0011155
K02038.04,KOI-2038,Kepler-85 e,2127398083121764736       ,25.215282,0.000021,0.0176514,0.001484
K00718.01,KOI-718,Kepler-219 b,2127771917075703424       ,4.58548,0.000007,0.0185884,0.0003823
K00718.02,KOI-718,Kepler-219 c,2127771917075703424       ,22.714443,0.000017,0.0212859,0.0004597
K00718.03,KOI-718,Kepler-219 d,2127771917075703424       ,47.903519,0.000019,0.0189387,0.0007378
K01598.01,KOI-1598,Kepler-310 c,2127798442794047104       ,56.476167,0.000019,0.0300511,0.0006912
K01598.02,KOI-1598,Kepler-310 d,2127798442794047104       ,92.875035,0.00002,0.0232015,0.0007445
K01598.03,KOI-1598,Kepler-310 b,2127798442794047104       ,13.930726,0.000018,0.0132558,0.0010116
K01929.01,KOI-1929,Kepler-337 c,2127851116271982848       ,9.693154,0.000011,0.0113433,0.0002694
K01929.02,KOI-1929,Kepler-337 b,2127851116271982848       ,3.292765,0.000005,0.0085607,0.0002336
K00935.04,KOI-935,KOI-935.04,2128013019361703936       ,9.6173,0.000019,0.0103124,0.0007979
K00708.01,KOI-708,Kepler-216 c,2128067720065692672       ,17.406653,0.000017,0.0230414,0.0005558
K00708.02,KOI-708,Kepler-216 b,2128067720065692672       ,7.693644,0.000021,0.0159157,0.0006184
K01835.01,KOI-1835,Kepler-326 c,2128098197152438144       ,4.580345,0.000004,0.025928,0.0007142
K01835.02,KOI-1835,Kepler-326 b,2128098197152438144       ,2.24829,0.000002,0.0229256,0.0005086
K01835.03,KOI-1835,Kepler-326 d,2128098197152438144       ,6.766902,0.000007,0.0242354,0.0010967
K01955.01,KOI-1955,Kepler-342 b,2128298617506651904       ,15.170267,0.000017,0.0156119,0.0006106
K00749.01,KOI-749,Kepler-226 c,2128504397979254528       ,5.34956,0.000006,0.0261098,0.0006974
K00749.02,KOI-749,Kepler-226 b,2128504397979254528       ,3.94105,0.000006,0.0160737,0.0005676
K00749.03,KOI-749,Kepler-226 d,2128504397979254528       ,8.109042,0.000016,0.0125061,0.0009402
K00343.01,KOI-343,Kepler-142 c,2128724678262662144       ,4.761706,0.000003,0.0207526,0.0003136
K00343.02,KOI-343,Kepler-142 b,2128724678262662144       ,2.024144,0.000001,0.0144379,0.0002467
K00343.03,KOI-343,Kepler-142 d,2128724678262662144       ,41.808766,0.00002,0.0118449,0.0004786
K01931.01,KOI-1931,Kepler-339 b,2128911251641171200       ,4.977614,0.000007,0.0148656,0.0007035
K01931.02,KOI-1931,Kepler-339 d,2128911251641171200       ,10.558388,0.000017,0.0129565,0.0007471
K01931.03,KOI-1931,Kepler-339 c,2128911251641171200       ,6.988047,0.000014,0.011859,0.0006971
K00124.01,KOI-124,Kepler-110 b,2128925579652377472       ,12.691049,0.000015,0.015836,0.0002493
K00124.02,KOI-124,Kepler-110 c,2128925579652377472       ,31.719825,0.000018,0.0190588,0.0003164
K00481.01,KOI-481,Kepler-166 b,2129025841368107136       ,7.650236,0.000007,0.0297301,0.0004976
K00481.02,KOI-481,Kepler-166 d,2129025841368107136       ,1.554003,0.000002,0.0188228,0.0003173
K00481.03,KOI-481,Kepler-166 c,2129025841368107136       ,34.25952,0.000018,0.0301925,0.0006176
K00719.01,KOI-719,Kepler-220 c,2129084935820532608       ,9.034182,0.000008,0.0269052,0.0008845
K00719.02,KOI-719,Kepler-220 d,2129084935820532608       ,28.122464,0.00002,0.0114591,0.0009077
K00719.03,KOI-719,Kepler-220 e,2129084935820532608       ,45.902757,0.00002,0.0181889,0.0009212
K00733.01,KOI-733,Kepler-224 c,2129161734133025408       ,5.924998,0.000008,0.035932,0.0010523
K00733.02,KOI-733,Kepler-224 d,2129161734133025408       ,11.349343,0.000012,0.033055,0.0012493
K00733.03,KOI-733,Kepler-224 b,2129161734133025408       ,3.132955,0.000008,0.0187202,0.0010902
K00733.04,KOI-733,Kepler-224 e,2129161734133025408       ,18.64352,0.000018,0.0332128,0.0029611
K00276.01,KOI-276,Kepler-509 b,2129495057954829952       ,41.746,0.000017,0.0201059,0.0004306
K01306.01,KOI-1306,Kepler-286 b,2129503716608032256       ,1.796327,0.000003,0.0138188,0.0005579
K01306.02,KOI-1306,Kepler-286 c,2129503716608032256       ,3.468077,0.00001,0.0132488,0.0007293
K01306.03,KOI-1306,Kepler-286 d,2129503716608032256       ,5.914293,0.000014,0.0134094,0.0008101
K01306.04,KOI-1306,Kepler-286 e,2129503716608032256       ,29.221513,0.000019,0.0184054,0.0011181
K00246.01,KOI-246,Kepler-68 A b,2129550445852902656       ,5.398752,0.000001,0.0174596,0.0001505
K00173.01,KOI-173,Kepler-481 b,2129753580626548736       ,10.060826,0.000016,0.0201036,0.0006242
K00584.01,KOI-584,Kepler-192 b,2130243550494676480       ,9.926735,0.000012,0.0249212,0.0004144
K00584.02,KOI-584,Kepler-192 c,2130243550494676480       ,21.223467,0.000018,0.0217668,0.0004801
K00584.03,KOI-584,Kepler-192 d,2130243550494676480       ,6.47028,0.000015,0.009832,0.0005713
K00934.01,KOI-934,Kepler-254 b,2130250731680096384       ,5.826654,0.000006,0.0368332,0.0010528
K00934.02,KOI-934,Kepler-254 c,2130250731680096384       ,12.412179,0.000019,0.0236751,0.0012922
K00934.03,KOI-934,Kepler-254 d,2130250731680096384       ,18.74654,0.000019,0.0257398,0.001286
K03165.01,KOI-3165,KOI-3165.01,2130320172711659136       ,4.117558,0.000012,0.0059901,0.0003735
K00115.01,KOI-115,Kepler-105 b,2130368310704421120       ,5.412206,0.000002,0.0234805,0.0002592
K00115.02,KOI-115,Kepler-105 c,2130368310704421120       ,7.125936,0.000006,0.0132583,0.0002203
K00954.01,KOI-954,Kepler-259 b,2130405041264941184       ,8.115286,0.000016,0.0275043,0.0011692
K00954.02,KOI-954,Kepler-259 c,2130405041264941184       ,36.924954,0.000019,0.0291059,0.0016714
K00723.01,KOI-723,Kepler-222 b,2130460394803778816       ,3.936992,0.000005,0.0356346,0.000677
K00723.02,KOI-723,Kepler-222 d,2130460394803778816       ,28.081956,0.000025,0.0412394,0.0007446
K01529.02,KOI-1529,Kepler-59 b,2130625287187139072       ,11.869151,0.000019,0.0099335,0.0014283
K00528.01,KOI-528,Kepler-178 b,2130634667395736704       ,9.576682,0.000012,0.0252097,0.0005212
K00528.03,KOI-528,Kepler-178 c,2130634667395736704       ,20.552816,0.000017,0.0278854,0.0012817
K01909.01,KOI-1909,Kepler-334 c,2130661880308812800       ,12.758027,0.00001,0.0129659,0.0002814
K01909.02,KOI-1909,Kepler-334 b,2130661880308812800       ,5.470338,0.000007,0.009776,0.0002957
K01909.03,KOI-1909,Kepler-334 d,2130661880308812800       ,25.098518,0.000019,0.0139955,0.000594
K00757.03,KOI-757,Kepler-229 b,2131114947819394816       ,6.252953,0.000012,0.0278801,0.0012192
K02533.01,KOI-2533,Kepler-1270 b,2131169545443676032       ,6.033555,0.000021,0.0074213,0.0005989
K02533.03,KOI-2533,KOI-2533.03,2131169545443676032       ,26.11529,0.000019,0.0122194,0.001088
K00292.01,KOI-292,Kepler-97 b,2131216137248338304       ,2.586638,0.000002,0.0139112,0.0003413
K00275.01,KOI-275,Kepler-129 b,2131494313689868416       ,15.79193,0.000019,0.0132485,0.0002817
K00275.02,KOI-275,Kepler-129 c,2131494313689868416       ,82.200009,0.00002,0.0148086,0.0005372
K00046.02,KOI-46,Kepler-101 c,2131709921047710336       ,6.029792,0.00002,0.0073128,0.0007421
K01445.01,KOI-1445,Kepler-853 b,2131859244171951616       ,7.16894,0.00001,0.0102591,0.0003373
K02639.01,KOI-2639,KOI-2639.01,2132004074768150400       ,25.10806,0.00002,0.0191165,0.0082877
K00072.02,KOI-72,Kepler-10 c,2132155017099178624       ,45.294321,0.000018,0.0209265,0.000221
K02632.01,KOI-2632,Kepler-1298 b,2132178725317511936       ,7.128124,0.000016,0.0066062,0.0005045
K00351.03,KOI-351,Kepler-90 d,2132193431285570304       ,59.737034,0.00002,0.0216712,0.000643
K00351.04,KOI-351,Kepler-90 e,2132193431285570304       ,91.940461,0.00002,0.0198068,0.0006755
K00351.05,KOI-351,Kepler-90 c,2132193431285570304       ,8.719817,0.000016,0.0108678,0.000485
K00351.06,KOI-351,Kepler-90 b,2132193431285570304       ,7.008284,0.000016,0.0098898,0.000583
K00295.01,KOI-295,Kepler-134 b,2132215421518219392       ,5.317436,0.000005,0.016126,0.0003006
K00295.02,KOI-295,Kepler-134 c,2132215421518219392       ,10.105764,0.000017,0.0107774,0.0007959
K00296.01,KOI-296,Kepler-513 b,2132325200882204544       ,28.862357,0.000023,0.0192779,0.0007239
K01883.01,KOI-1883,Kepler-997 b,2132709613336959744       ,2.707311,0.000004,0.0073531,0.0002562
K01781.02,KOI-1781,Kepler-411 A b,2132768956905956352       ,3.005159,0.000002,0.0252326,0.0003785
K01832.01,KOI-1832,Kepler-325 b,2133021810218800384       ,4.544438,0.000005,0.0308119,0.0008215
K01832.02,KOI-1832,Kepler-325 c,2133021810218800384       ,12.762276,0.000017,0.0290377,0.0020911
K01832.03,KOI-1832,Kepler-325 d,2133021810218800384       ,38.714683,0.00002,0.0283083,0.001744
K00435.03,KOI-435,Kepler-154 b,2133022669212268800       ,33.040569,0.00002,0.0238126,0.0014626
K00435.04,KOI-435,Kepler-154 e,2133022669212268800       ,3.932756,0.000005,0.0153082,0.0005868
K00435.05,KOI-435,Kepler-154 c,2133022669212268800       ,62.302788,0.00002,0.0265827,0.001037
K00435.06,KOI-435,Kepler-154 f,2133022669212268800       ,9.919346,0.000019,0.0123356,0.0007774
K02218.01,KOI-2218,Kepler-373 b,2133124511477266176       ,5.535327,0.000008,0.016469,0.000665
K02218.02,KOI-2218,Kepler-373 c,2133124511477266176       ,16.726072,0.000019,0.0174314,0.0038858
K00153.01,KOI-153,Kepler-113 c,2133369840008452224       ,8.925083,0.000004,0.0300394,0.0004554
K00153.02,KOI-153,Kepler-113 b,2133369840008452224       ,4.754004,0.000002,0.0252955,0.0003641
K00297.01,KOI-297,Kepler-514 A b,2133611659549905024       ,5.651799,0.000009,0.0116044,0.0005029
K00112.01,KOI-112,Kepler-466 b,2134719834131370496       ,51.079265,0.000022,0.0282307,0.0005691
K00112.02,KOI-112,Kepler-466 c,2134719834131370496       ,3.709213,0.000012,0.0116375,0.0002963
K00107.01,KOI-107,Kepler-464 b,2134798444914611712       ,7.256964,0.000011,0.019813,0.0004059
K02110.01,KOI-2110,Kepler-1104 b,2135002576119495936       ,5.037286,0.000009,0.0091744,0.0006544
K00168.02,KOI-168,Kepler-23 d,2135019107451751168       ,15.274369,0.000014,0.0135473,0.0002112
K00167.01,KOI-167,Kepler-480 b,2135044568018500096       ,4.919583,0.000009,0.0186857,0.0002487
K00623.03,KOI-623,Kepler-197 A b,2135179533070399232       ,5.599323,0.000006,0.008615,0.0001702
K00623.01,KOI-623,Kepler-197 A c,2135179533070399232       ,10.349724,0.000011,0.0100904,0.0001724
K00623.02,KOI-623,Kepler-197 A d,2135179533070399232       ,15.677577,0.000017,0.0098754,0.0002011
K02433.01,KOI-2433,Kepler-385 c,2135203000771400320       ,15.162253,0.000017,0.0234801,0.0010218
K02433.02,KOI-2433,Kepler-385 b,2135203000771400320       ,10.043771,0.000018,0.0189066,0.000989
K02433.03,KOI-2433,Kepler-385 d,2135203000771400320       ,56.414742,0.000019,0.0160477,0.0036914
K02433.04,KOI-2433,KOI-2433.04,2135203000771400320       ,27.90388,0.00002,0.0165098,0.0020718
K02433.06,KOI-2433,KOI-2433.06,2135203000771400320       ,6.063299,0.000018,0.0135877,0.0017208
K02433.07,KOI-2433,KOI-2433.07,2135203000771400320       ,86.432217,0.00002,0.0118241,0.0046381
K00265.01,KOI-265,Kepler-507 b,2135314184585149696       ,3.568096,0.000008,0.0094359,0.0004369
K02597.01,KOI-2597,Kepler-394 b,2135378231142791808       ,8.005064,0.000015,0.0140529,0.0007341
K02597.02,KOI-2597,Kepler-394 c,2135378231142791808       ,12.130657,0.000017,0.0152942,0.0008927
K02597.03,KOI-2597,KOI-2597.03,2135378231142791808       ,5.613583,0.000014,0.0114361,0.0008671
K02290.01,KOI-2290,KOI-2290.01,2135427576021495168       ,91.500923,0.00002,0.0233174,0.0019904
K00279.02,KOI-279,Kepler-450 c,2135590578620605568       ,15.413104,0.000013,0.0151226,0.0001974
K02007.01,KOI-2007,Kepler-1050 b,2143749504651818368       ,15.378754,0.000019,0.0113445,0.0006635
K02007.02,KOI-2007,Kepler-1050 c,2143749504651818368       ,21.12846,0.00002,0.0114218,0.0013891
K00379.02,KOI-379,KOI-379.02,#VALUE!,23.137662,0.00002,0.007157,0.0052003
