designation,teff_gspphot,teff_gspphot_lower,teff_gspphot_upper,mh_gspphot,mh_gspphot_lower,mh_gspphot_upper,target_id,target_ra,target_dec,target_parallax,target_pm_ra,target_pm_dec,target_radial_velocity,epoch,target_separation (deg)
Gaia DR3 2076970047474270208,6022.8604,10.7234,10.4013,-0.1723,0.0098,0.0102,Gaia DR3 2076970047474270208,297.33307198708445,41.89111872,2.1069,2.0633,1.3368,-18.9105,2016,4.2907511227313006E-14
Gaia DR3 2077140987172577408,5000.155,31.144,28.927,-0.3437,0.0332,0.0301,Gaia DR3 2077140987172577408,295.76619923392514,42.42428190294317,0.9199,7.142,-2.1757,0,2016,4.196007839351286E-14
Gaia DR3 2077540827141811200,5307.0483,13.6003,12.3327,0.3496,0.0118,0.0099,Gaia DR3 2077540827141811200,294.6741519737311,42.07560443416187,3.7266,6.8382,5.6128,-21.0607,2016,0
Gaia DR3 2077556465126659456,5708.659,26.099,25.989,0.0381,0.025,0.0247,Gaia DR3 2077556465126659456,294.2809672887076,42.29092909934029,0.5455,-3.127,-3.0854,0,2016,0
Gaia DR3 2077598384004774912,5838.3506,2.2559,3.2158,-0.4273,0.0083,0.0104,Gaia DR3 2077598384004774912,293.1802896091382,41.61774019118519,1.2698,-4.1167,-3.9984,20.4838,2016,0
Gaia DR3 2077726678964445696,,,,,,,Gaia DR3 2077726678964445696,293.56636962296346,42.13258072163217,0,0,0,0,2016,7.105427357601002E-15
Gaia DR3 2077750803804146176,6218.183,81.8754,42.185,-0.0032,0.0611,0.0303,Gaia DR3 2077750803804146176,293.8901979518071,42.52794003154197,1.2861,0.351,-8.794,-5.3476,2016,0
Gaia DR3 2077961463362645632,4978.7593,19.7163,18.3907,-0.0179,0.0208,0.0201,Gaia DR3 2077961463362645632,294.90967283501766,42.93519730366907,1.0831,-5.4252,-10.0291,0,2016,0
Gaia DR3 2077994272606400512,5355.9414,16.8711,15.2146,-0.0988,0.0159,0.0157,Gaia DR3 2077994272606400512,295.57423163367633,42.80642512218651,3.561,8.6866,-2.4888,-4.6634,2016,4.1703382729356886E-14
Gaia DR3 2078195212660287616,5262.055,23.994,45.1012,-0.3927,0.0365,0.0444,Gaia DR3 2078195212660287616,294.3169295007358,43.62924127926852,0.7011,-6.2667,-16.4285,0,2016,7.105427357601002E-15
Gaia DR3 2078272831307891456,6070.8984,20.5384,22.023,-0.1477,0.016,0.0159,Gaia DR3 2078272831307891456,294.74205999574855,43.536783554851084,1.038,-2.6158,-4.9096,-10.2232,2016,0
Gaia DR3 2078286197246582016,4969.92,14.9757,14.3964,0.1019,0.0194,0.0171,Gaia DR3 2078286197246582016,294.6678991900493,43.85320856910302,1.9091,-15.0071,-13.0052,-2.6708,2016,7.105427357601002E-15
Gaia DR3 2078515170549178880,5858.996,15.2294,16.911,-0.3678,0.0123,0.0122,Gaia DR3 2078515170549178880,297.4653359712291,42.88285161862764,1.3763,4.815,-0.1903,-18.2112,2016,7.105427357601002E-15
Gaia DR3 2078697552035948800,6033.977,37.915,21.2505,-0.3354,0.0331,0.0201,Gaia DR3 2078697552035948800,296.9985852389031,42.78196345658958,0.9976,-0.3732,1.1257,-17.9452,2016,0
Gaia DR3 2078722600285671936,5696.184,9.18,10.877,-0.4428,0.0096,0.0117,Gaia DR3 2078722600285671936,296.9811403763854,43.209700730072086,1.9409,22.6251,-12.8178,-85.2146,2016,4.143048025312983E-14
Gaia DR3 2078832551450444032,5562.9243,51.4057,30.2177,-0.1494,0.0443,0.0291,Gaia DR3 2078832551450444032,296.56621648367974,44.105805826810695,1.1123,-3.2,-13.6183,0,2016,7.105427357601002E-15
Gaia DR3 2078996825361036160,,,,,,,Gaia DR3 2078996825361036160,298.6738127630586,43.79550148649674,2.1216,2.9293,7.917,-16.1666,2016,0
Gaia DR3 2079005651508492032,6654.1885,10.9175,12.4095,-0.3187,0.0061,0.0067,Gaia DR3 2079005651508492032,298.81637988955526,43.99801974792027,1.1859,-1.0542,-3.6398,14.6673,2016,7.105427357601002E-15
Gaia DR3 2079192121810035840,5801.4614,2.5537,2.5962,-0.3389,0.0046,0.0037,Gaia DR3 2079192121810035840,298.93681583760167,44.85786285,2.5336,-35.3739,-10.9651,-57.1445,2016,4.272647030272741E-14
Gaia DR3 2079295583282164992,5254.8525,14.3808,13.377,0.1275,0.0149,0.0142,Gaia DR3 2079295583282164992,298.0794444750809,44.74624513254368,2.2916,-1.4364,-20.3407,-16.8319,2016,4.280006717610229E-14
Gaia DR3 2079368391569401600,5857.3047,9.4977,12.728,-0.2934,0.009,0.0138,Gaia DR3 2079368391569401600,297.7119319948975,45.26198669424677,1.6111,10.7043,12.4527,-57.7114,2016,0
Gaia DR3 2079695496278608896,5983.892,21.7797,19.7296,-0.3859,0.0214,0.0158,Gaia DR3 2079695496278608896,296.29067722028293,44.42322787879513,3.5043,19.5375,-5.3911,6.0967,2016,0
Gaia DR3 2079885608708649344,5774.453,4.4935,4.2306,-0.5294,0.0052,0.0062,Gaia DR3 2079885608708649344,294.97353226596476,45.213687190554516,2.0378,4.9203,3.3235,24.0249,2016,0
Gaia DR3 2080246282881778048,4947.7793,18.0893,21.1694,0.3749,0.0226,0.0225,Gaia DR3 2080246282881778048,297.3160000066129,46.02326425905117,1.2722,3.1895,0.2042,0,2016,0
Gaia DR3 2080266967444876032,,,,,,,Gaia DR3 2080266967444876032,297.0454031453664,46.32866412142783,0.5866,-2.9286,-8.474,2.2615,2016,7.105427357601002E-15
Gaia DR3 2080287892525359872,,,,,,,Gaia DR3 2080287892525359872,297.8423044790651,46.574362212838714,3.096,-13.7624,19.5864,0,2016,3.9074879957204923E-14
Gaia DR3 2080344586094498432,5157.6562,12.2226,9.7295,-0.1142,0.0126,0.0112,Gaia DR3 2080344586094498432,296.6547471644761,46.835223853798176,2.6148,-2.653,-2.2361,3.9435,2016,0
Gaia DR3 2080386917291928832,6387.2627,2.2681,2.8935,-0.2144,0.0035,0.0039,Gaia DR3 2080386917291928832,295.8028761596735,45.98796258161476,4.7135,21.3778,-26.2903,-20.5487,2016,0
Gaia DR3 2080452613110460928,5369.369,18.785,16.127,0.1866,0.0213,0.0187,Gaia DR3 2080452613110460928,295.4128800764224,46.26658303787401,1.4932,8.1293,20.8881,-55.3162,2016,0
Gaia DR3 2080562667352233728,5507.825,10.9227,25.713,-0.5012,0.0116,0.0255,Gaia DR3 2080562667352233728,296.4960476570407,47.182782264710966,2.1701,-8.0919,-17.965,-4.7723,2016,7.105427357601002E-15
Gaia DR3 2082074942519913344,5605.509,2.059,4.1834,-0.5191,0.0076,0.0071,Gaia DR3 2082074942519913344,300.86400761203623,44.33754955375781,2.2598,7.9753,-0.8493,-56.5123,2016,0
Gaia DR3 2086337508581280256,5547.5566,35.2966,24.9317,-0.1028,0.0491,0.0154,Gaia DR3 2086337508581280256,298.3183899877481,47.27948081304743,0.5005,-4.2273,-11.0942,0,2016,0
Gaia DR3 2086389357427331712,5843.6416,14.271,16.6804,-0.3051,0.0083,0.0152,Gaia DR3 2086389357427331712,297.21584553108045,47.37850777179651,1.149,5.9104,-2.2267,5.6273,2016,0
Gaia DR3 2086505630781210752,5998.838,10.8517,9.531,-0.0718,0.0101,0.0095,Gaia DR3 2086505630781210752,297.78654689131986,47.88615517731782,2.0357,0.9515,7.2088,-35.6706,2016,0
Gaia DR3 2086625752425381632,5767.8916,5.5736,5.731,-0.0595,0.0045,0.0053,Gaia DR3 2086625752425381632,297.02816011456673,48.208601860439686,1.9259,-9.3925,0.1576,5.6847,2016,3.788162211095451E-14
Gaia DR3 2086629463276947456,4662.025,5.7857,6.2206,-0.4077,0.0089,0.0073,Gaia DR3 2086629463276947456,296.82293514660876,48.10776965361272,3.2299,12.2617,49.3136,-100.1626,2016,0
Gaia DR3 2086660283961964416,5510.6377,37.8901,36.9829,-0.1024,0.0396,0.04,Gaia DR3 2086660283961964416,296.2860841929064,48.22463171321441,0.6323,-5.0447,-7.9669,0,2016,3.853058637599602E-14
Gaia DR3 2086718317558873984,5668.1377,16.0772,49.0957,-0.0976,0.0135,0.0385,Gaia DR3 2086718317558873984,297.2778884714354,48.32035477554368,1.456,-10.3487,5.3093,8.6193,2016,0
Gaia DR3 2086940448965828992,5796.333,1.874,3.243,-0.3604,0.0056,0.0061,Gaia DR3 2086940448965828992,298.2689207800532,48.91673946,2.1065,-4.4203,3.2285,-25.8505,2016,7.105427357601002E-15
Gaia DR3 2087171453788422528,5520.7876,16.354,37.8324,-0.1266,0.0155,0.0387,Gaia DR3 2087171453788422528,297.4865397360923,49.62339632902534,6.426,-49.2765,-8.2402,-37.9958,2016,0
Gaia DR3 2087250476887856256,4630.379,10.5934,8.806,0.1423,0.0256,0.016,Gaia DR3 2087250476887856256,297.2925616939614,49.98175320095022,5.3591,16.822,24.1342,-24.0302,2016,7.105427357601002E-15
Gaia DR3 2099541715513813504,5535.0176,1.1116,1.3037,0.1412,0.0033,0.0028,Gaia DR3 2099541715513813504,287.47865134467474,38.22908178617382,4.2802,21.9175,48.2528,-71.5068,2016,7.105427357601002E-15
Gaia DR3 2099605968225288960,5673.763,18.015,14.98,-0.1583,0.0143,0.0132,Gaia DR3 2099605968225288960,287.3629170481944,38.64973898,2.1151,14.3661,35.5176,-28.2181,2016,0
Gaia DR3 2099606483621385216,6164.738,43.3357,22.6756,-0.4034,0.0534,0.0235,Gaia DR3 2099606483621385216,287.36197234512946,38.714142299228236,9.2181,28.0928,28.5465,-19.1868,2016,0
Gaia DR3 2099656472742686848,5543.1426,1.9199,4.1308,-0.6867,0.0051,0.0063,Gaia DR3 2099656472742686848,287.65502065279276,39.24416804038301,2.5924,5.6672,-25.5696,-59.1846,2016,0
Gaia DR3 2099862910348755712,5499.323,11.7073,12.256,0.1045,0.0114,0.0127,Gaia DR3 2099862910348755712,285.6616949336345,37.96456931636411,2.8552,8.8746,15.5893,-32.1243,2016,0
Gaia DR3 2099925719951103872,5728.9746,26.5893,35.0269,-0.0363,0.0292,0.04,Gaia DR3 2099925719951103872,285.5739908219893,38.400817165116756,1.5823,2.472,-14.6911,3.0911,2016,4.4547311875857585E-14
Gaia DR3 2100389610777053056,5972.533,15.132,13.327,-0.2553,0.0126,0.0103,Gaia DR3 2100389610777053056,286.5831904589055,39.077260626734734,1.0406,5.8176,17.2899,-62.355,2016,4.412735544419254E-14
Gaia DR3 2100392428275714688,5957.8623,0.8933,1.1547,-0.5132,0.0051,0.0053,Gaia DR3 2100392428275714688,286.6896039,39.21208479812015,4.6634,29.6191,33.6587,-40.3092,2016,1.4210854715202004E-14
Gaia DR3 2100416823690394624,5951.8306,11.7281,10.7006,-0.4201,0.0097,0.0089,Gaia DR3 2100416823690394624,287.31488664764277,39.53832166185773,4.4774,3.9586,29.3986,-34.9054,2016,0
Gaia DR3 2100597143598879616,4799.539,16.2973,12.2466,0.3784,0.0355,0.0215,Gaia DR3 2100597143598879616,287.0516932245111,40.211419791538965,3.5734,-4.3813,-24.4471,-15.6885,2016,0
Gaia DR3 2100624562669914240,5653.4414,29.5557,25.4916,-0.0649,0.0259,0.0214,Gaia DR3 2100624562669914240,287.89710653008274,40.63781396130587,0.5325,-0.1867,-0.847,0,2016,7.105427357601002E-15
Gaia DR3 2100906140725803392,5733.9683,7.4995,18.0244,-0.3441,0.0112,0.0117,Gaia DR3 2100906140725803392,287.0900198765759,41.373754485231544,2.9756,4.5363,-21.5591,24.5594,2016,0
Gaia DR3 2101175933393051008,5806.7954,1.5937,2.4009,-0.2675,0.0066,0.0079,Gaia DR3 2101175933393051008,290.3926781073965,40.28490879813724,2.0933,-7.6508,10.8269,-36.7476,2016,0
Gaia DR3 2101188990094347648,5672.3057,74.9337,34.0693,-0.2035,0.0802,0.0398,Gaia DR3 2101188990094347648,290.4617929716266,40.562497502485485,0.6988,1.7822,6.4933,0,2016,7.105427357601002E-15
