SOURCE_ID_GAIA,PARALLAX_GAIA
2131709921047710336,1.085095841
2131748747552136960,1.439968315
2131859244171951616,1.736725793
2132004074768150400,0.388220068
2132144056342471168,3.118112004
2132152916856093952,2.005531747
2132155017099178624,5.369764144
2132178725317511936,1.824342935
2132193431285570304,1.16945214
2132215421518219392,2.970055726
2132325200882204544,2.164260681
2132614922197436928,0.752732057
2132709613336959744,2.118657155
2132768956905956352,6.531261116
2133021810218800384,1.208444687
2133022669212268800,1.069265819
2133035966431029376,0.997779238
2133124511477266176,0.910926724
2133369840008452224,3.798394666
2133611659549905024,2.160753579
2133946843094378752,2.568635696
2134719834131370496,1.918608656
2134798444914611712,1.473901529
2134850847813263360,1.318085707
2134931077802625792,1.079709628
2135002576119495936,1.864652866
2135019107451751168,1.139513139
2135044568018500096,1.147400967
2135055391335687680,
2135179533070399232,2.923413289
2135203000771400320,0.659714779
2135314184585149696,2.553172727
2135378231142791808,0.946876575
2135427576021495168,2.243055118
2135590578620605568,2.075978498
2136815881249993600,9.221931308
2139300262131379584,2.913408182
2141754578242371584,2.163873782
2143749504651818368,2.026024557
2188906825165621120,6.684973775
2221164434736927360,4.913369263
2242756094328104576,26.88597718
2254929887069708160,1.940455091
2296342614570999552,2.886914068
2300641567596591488,35.3581324
2303332931542914048,4.321595081
2318295979126499200,15.90003087
2329387852426700800,26.1175152
2333676738050041728,42.05915434
2340919358581488768,2.1526601
2371032916186181760,66.82874472
2385171398768647552,5.007301249
2415410962124813056,1.684710556
2424406513428936832,2.764407014
2424621502311961344,1.85097245
2439222638771000448,8.91495805
2441013811932929280,3.722455786
2498515516990171392,2.441586885
2507901914613201024,2.815822457
2512413932376364288,2.32148849
2538824923230146560,9.306414181
2546413408888429696,3.570563157
2562569564026683520,2.585420589
2609222216055014144,3.236262719
2641087471777046016,2.921518473
2645727449501559680,3.503063353
2657135741633337088,2.170341511
2657374606238804992,6.43679215
2666015878575546496,5.726170403
2677447294810845824,5.812898692
2790691147020786816,3.526513091
2831084391023184128,3.908931002
2841043011433969152,8.617764215
2868528637464028160,2.324272414
2878641361300809856,1.58182264
2881784280929695360,3.683636389
2912264564319611136,7.68486414
2924661867160818304,5.00674465
2930141657016297216,3.135359335
2959177048983750016,2.064947092
2966680597368750720,5.892475636
2980392087185289216,1.955828439
3022644120017418496,4.596752177
3046327742219111808,2.198552046
306410392895767680,2.77798297
3078836109158636928,9.963630038
3080104185367102592,2.98429124
3087206553745290624,12.84911566
3105507886130792448,1.300009492
3107255598526406912,0.874081589
3107267177757848576,6.26755481
3125611120515388800,1.153545317
3126717023056016256,5.385490065
3211188618762023424,4.941079283
3222453935725951488,2.8630277
3231856379348299008,3.629870656
3291455819447952768,3.143000715
3311804515502788352,22.35724728
3326541506073371776,1.761871423
3342228616422593664,3.596970298
338382713564401920,2.986040593
3385777286999240576,3.180354911
3394923127797114496,1.470455522
3402980516507429888,4.461323103
3445148131761842944,2.789685335
3460438662009633408,36.82910606
3515865416826633984,3.720265848
3537110837630877568,7.621084064
3545873945303316224,2.575770908
3558354604869150208,3.249619331
3578596339057980160,3.794805368
3578783977588991360,3.620974119
3579426053724051584,2.874799975
3579573358218514944,2.755807123
3581264372742210048,4.781608719
3582057258065666816,2.492406199
3582098107498270208,1.899419445
3582392123779246336,4.413160439
3582706794559052160,2.432148539
3583611726988838144,6.163148451
3583630934082556416,9.762128897
3584368019189709952,1.140975178
3594882751966012160,6.677021013
3595647565382917120,9.051340711
3596003497911958528,5.09701532
3596508242468505216,9.240111473
3596876269626641664,4.359294598
3597570989175080576,3.83453545
3597981377595128704,4.649040685
3600851450836925312,5.79723887
3630680754621236096,2.938394775
363702817083391232,2.472803026
3643098875168270592,4.643469078
3652176997218325888,2.62567318
3668036348641580288,6.998540974
3675248118423392256,6.838452728
3676684252407983488,1.862857028
3682825883842696832,5.222803122
3683121446312149504,7.643291279
3693923185982895360,1.533317075
3694743765254445312,2.191187837
3694878833385971840,8.006312981
3695235654973028736,15.43449265
3695568295896473856,1.559935059
3697828548204889344,1.337884525
3700295641843380224,2.391638256
3700937760929835648,6.949066211
3701015375282968064,2.069127765
3761497761876022400,10.00493471
3788394461991295488,2.782822289
3794479262419500160,3.140298895
3803004978659671040,3.123263435
3803494845449564672,1.410998049
3807826337147474176,4.652300152
3810535361999701376,3.011244527
3811032513054107648,2.940871978
3811688440459523200,4.676702293
382111248777193216,2.686301375
3856449627544923392,12.99308407
385697172809355392,3.056659633
3857872051994269824,32.12902544
3859431674878660864,8.506749998
3860369901894562304,8.094568873
3862378262961788288,7.266209399
3864142669886768896,9.241747961
3877070590167177344,7.61248009
3882879683758393344,1.735686389
3892632287473304064,2.781006678
3896271842760486272,1.990462608
3899064464855774592,8.092466138
3962403923821595264,7.895342647
3997075206232885888,46.37632294
404433018447476096,5.687559574
4056326681029056896,0.444093638
4056443366649948160,0.801579407
415703635408772480,2.688161889
4223507222112425344,20.11414457
4224062406762625152,6.690014702
4255957040079935488,0.847791322
4256135160951556480,1.300706106
4263752921128319616,2.913183754
427224073427887360,19.32773154
4285511294172309504,1.533888241
4287832775526476800,3.090260489
4334991786994866304,3.817928038
4439085988769170432,1.833223764
4453211899986180352,7.337295804
4477340334766250496,1.019248102
4534144923690481408,5.073755608
4558177980124887936,3.736747998
457317534880081152,1.478051644
4583004815239650176,2.915059401
4596481632339898240,3.329677112
4606030169272920320,3.218442539
4608935250790855296,2.719933076
4613145315172329984,2.861507375
4620574887039870720,14.45058149
4624979393181971328,2.812813258
4668163021600295552,7.130482438
4684513614202233728,2.439785417
4698692748651744128,9.062315614
470650560779277952,4.868714586
4707634458245031552,12.49343388
4727755005637190016,2.460587877
4745660479479743488,6.24383417
4746157737910069888,6.340894947
4747624104168195072,13.01069778
4756649415309914240,5.691044639
4837286842168217088,2.614259793
4864759888238232320,1.372297187
4886243456388510720,30.93257324
4895489043507741440,17.40494853
4911563216311083392,6.632509756
4917441922731087488,4.602621328
4968289907406396160,3.081784566
497750842338402560,2.936205794
4990044668377961984,2.858990049
4994237247949280000,1.791010543
5001098681543159040,45.29980663
5019835424832215424,22.65347983
5057924844082070016,4.293898796
5065640460769428224,2.388896112
5086537022856406272,3.153153647
5089851638095503616,1.385107338
5175239363214344960,21.86350525
5227928170880093568,2.562191824
5241964708164136192,0.428958501
5242077854771196544,1.689758618
5253607539857229568,0.5469069
5262666416118954368,23.51242361
5284358990266469760,17.04295332
5288681857665822080,2.880968306
5305241494923209856,2.934114954
5337273743301313536,0.62624067
5337294049909975680,0.341111987
534988616816537728,22.22569336
5351820556994135296,2.788979671
5357465071731312768,36.38958468
5376137837173646208,1.376183237
5385076140853434752,1.527295134
5401743332678544640,1.825338232
5409268527708808320,3.651916951
5411736896952029568,3.751613184
5444147952811517696,1.996244643
5453063823882876032,2.647540211
545560867790611072,12.91420598
5509620021956148736,21.09278431
5545555570947605376,3.199544308
5557345496687437696,4.859794582
5560886336446650240,4.054882555
5574766468155514752,3.460921346
5580554052549277056,2.94932601
5656184406542140032,3.298314993
5664814198431308288,105.9789091
5664957444179338240,8.752266557
5674618444832114304,1.412710996
570653411060484480,3.343848858
5710154317045164416,5.030189793
5723638723350902400,6.564502839
5723772524469252096,1.608012165
5738284016370287616,30.29016067
5746824674801810816,31.65688046
5751177095877066496,2.807795039
5795534040654879744,6.36256445
58200934326315136,5.638417858
5880886001621564928,15.65287736
5902750168276592256,67.84669436
596931979481073152,3.636243218
6003809889735481856,2.424837487
602494855483616256,2.086038492
6032746832450438400,3.254233343
6042793005779654656,2.481076281
6086712585429729536,1.894239103
6112606840179716096,5.729427832
6125644402384918784,15.48607573
6154982877300947840,2.423768739
61607255708760960,2.998664941
6160877943251930368,6.119347825
6171009049549197824,3.489131703
6173435259395017344,1.436864024
6173451477191225984,5.176458791
6186950525042445824,4.650069708
6198312362812872320,2.035215396
6239410080231903488,8.873311536
6255655673768103168,5.607340677
6257625719430982016,13.6905558
6258364939144564992,6.703468388
6258810550587404672,6.421715272
6264513270727342080,13.07796898
6283723285046532864,5.191164248
6284007337003799552,3.564584116
6347643496607835520,80.11338273
6386751579018596864,6.614766253
6407428994690988928,20.93173766
6411096106487783296,16.06711384
6453566701615683456,3.149918076
646125297938578944,4.474305979
6482103014085857024,1.784447494
6491038642006989056,3.065967637
6492940453524576128,10.62244318
6518399301667782016,7.237898245
651935220461650560,4.390696748
6533307957785865856,3.188302679
6534414719318886144,11.43494998
6541360574788758016,21.61785873
6552346035980010624,10.38369615
6582435924022652672,2.993823291
6675883485986480256,2.66379426
6677909439240233472,3.045075673
6683371847364921088,14.56222848
6710517793025165696,5.283403771
6801474136516893184,2.786214678
684992690384102528,35.92981057
6857756246957592320,3.480079973
6868476691490044672,5.272001554
6910753016653587840,19.88583374
702295464353437952,4.331001817
770622651659107712,3.519017552
869913435026514688,14.00654955
876608292608416512,1.805098
898130030131443584,2.162599706
920308932010648448,3.651710747
990291507088739072,3.781159833
