SOURCE_ID_GAIA,PARALLAX_GAIA
1044013542142711296,12.54648141
1053809778428567680,13.62264173
1074139748425931008,6.70424447
1076970406751899008,10.32176015
1111639314047794944,3.074337887
111322601672419712,3.312782878
1117620107545810944,2.356758501
1126422935076082176,20.63547543
1255520718461480960,2.148865921
1316708918505350528,6.148872123
1331356474971716992,13.12031098
1344163891352965632,4.420168901
1416731285125373184,1.830466955
1424011082893734272,1.704171527
145333927996558976,13.71130975
1464700950221781504,4.106155807
1476485996883837184,23.48043674
148080473682357376,13.26684668
1491634483976350720,18.16712046
1499514786891168640,7.044821722
1587399232335653760,2.274874905
1675923009431370880,9.085383344
1716345832872291968,17.28263533
1725490333641502976,3.26483903
1737061349198867456,2.086985771
1744911763437512064,5.488881767
1750321012752775040,1.666290929
1779546757669063552,20.76938989
179498266829041664,5.185604407
1808938730710633984,2.735836605
181908842994567936,7.379170208
1835842749465226368,2.886155654
1849786481032616960,10.81949774
1909762228985058944,7.0717421
1925321658551399040,3.645892271
1962153854973972096,2.053418042
2009481748875806976,152.8640039
2033123654092592384,7.300113274
2048464796210957440,0.36118951
2051027792165858304,1.689767881
2051104586182508928,1.588652964
2051105410816218368,2.259948909
2051368434612892800,0.905256624
2051738798233021824,1.026752802
2051866238502437632,2.473315853
2051933102555095936,2.915672155
2051950454223150720,0.503509869
2052136821446989568,0.842747334
2052139123549626240,0.592337793
2052168466766597120,0.919296143
2052185062520374272,1.380149469
2052304325169514880,0.898050709
2052392835854583936,2.01024055
2052528625536778624,3.146368649
2052688467040906624,0.547383737
2052747119115620352,10.41481216
2052823535171095296,0.831152352
2052826318309391104,2.34952145
2052975370856687744,1.464083394
2053070616052194304,0.944642726
2053546910744629504,1.45474413
2053552270863859712,0.659183384
2053562475706063744,2.598403908
2053586321364864640,0.929809096
2054523105274216704,2.053386258
2056007995732413312,12.40741431
2073153024144692736,0.968698166
2073274618947678464,1.014963397
2073277200237694464,3.239239966
2073539536845074176,2.184711986
2073547954981763328,1.151435853
2073652546016392448,1.847276581
2073697660354300544,2.344183556
2073731161099713408,8.121138687
2073804411752924288,1.735272858
2075112109039378688,3.228267216
2075161655782111872,4.057920233
2076121602454770560,2.517225677
2076185408488670208,1.161171326
2076328963475704576,2.667453194
2076454445237794432,2.013746266
2076565805151925760,2.249746838
2076601917234347520,1.067986386
2076692386427776768,1.098633796
2076764576237957504,2.677733225
2076782889978499840,2.46549552
2076792648144511104,1.395775469
2076871091425583232,4.801422449
2076955822541823744,1.158879481
2076960598545789824,1.547563732
2076970047474270208,2.106923778
2077140987172577408,0.919895906
2077540827141811200,3.726566233
2077556465126659456,0.545474786
2077598384004774912,1.269834111
2077726678964445696,
2077750803804146176,1.286072706
2077961463362645632,1.083066947
2077994272606400512,3.560965469
2078000289864478976,1.644923662
2078195212660287616,0.70110167
2078272831307891456,1.038013339
2078286197246582016,1.909108472
2078515170549178880,1.376341476
2078648211455026432,1.702010579
2078697552035948800,0.997551378
2078722600285671936,1.940874963
2078832551450444032,1.112321478
2078996825361036160,2.121634942
2079005651508492032,1.185930469
2079192121810035840,2.533610748
2079295583282164992,2.291610923
2079368391569401600,1.611136892
2079695496278608896,3.504259358
2079807646464016256,1.127944854
2079880695265507328,1.865978168
2079885608708649344,2.037834148
2080246282881778048,1.27221175
2080266967444876032,0.586608273
2080271674728481280,4.122373338
2080287892525359872,3.095978947
2080296757338392576,0.657940216
2080344586094498432,2.614828968
2080386917291928832,4.713511845
2080452613110460928,1.493220097
2080466185207274880,1.061928394
2080562667352233728,2.17014003
2080605823183999616,0.748901223
2082074942519913344,2.259819474
2082161219824397568,1.058398416
2085204015173031552,1.12273553
2085527924426959104,2.059786684
2086337508581280256,0.500471727
2086389357427331712,1.148972673
2086505630781210752,2.03566813
2086625752425381632,1.925929009
2086629463276947456,3.2298608
2086660283961964416,0.632265353
2086718317558873984,1.455998073
2086940448965828992,2.106519194
2087171453788422528,6.426020201
2087250476887856256,5.359106754
2099541715513813504,4.280171432
2099583977992504576,1.529812907
2099605968225288960,2.115130045
2099606483621385216,9.21811431
2099656472742686848,2.592361562
2099854801450635520,1.14845765
2099862910348755712,2.855178436
2099925719951103872,1.582305686
2100389610777053056,1.040606661
2100392428275714688,4.663406473
2100416823690394624,4.477430105
2100524610190045312,1.764777353
2100597143598879616,3.573369181
2100624562669914240,0.532539972
2100906140725803392,2.975571528
2101035367703145088,1.060948295
2101175933393051008,2.093271641
2101188990094347648,0.698843288
2101230049979183232,1.966572546
2101243789577188736,1.975203087
2101305259145506816,3.155033576
2101508501301083520,
2101719263935952768,1.118637756
2101733244046205568,3.257828305
2101768089124657664,1.180460447
2101854881822529024,0.45978455
2101898759208960640,1.127997599
2101964558106974848,1.709403758
2102063136195478656,1.103107891
2102067396802935680,1.27176572
2102070660978313472,0.753461208
2102110174677569664,4.371901143
2102119176929154304,3.318407206
2102224661326132864,2.077554395
2102316985943863424,0.935315368
2102454253097554304,2.473123129
2102469921138142208,0.908783375
2102548708017562112,3.493609336
2102587087846067712,1.064365544
2102610280669509888,1.4360473
2102700131386216576,1.296329253
2102815683186036096,0.958164552
2102911581215700096,1.493798737
2103295173333142784,3.142853879
2103452266056715392,4.331861552
2103788854053938816,2.416521517
2103845032226500352,1.41514893
2104094071610116608,2.190582507
2104098950692667264,1.341275349
2104344141784539264,1.815142051
2104376405579347968,3.516131102
2104466153215402624,1.309875832
2104466256290759936,2.628090463
2104506319750394624,1.181554423
2104847370214740352,3.316466563
2105135854577044480,3.623195186
2105221139747765504,0.390513673
2105274977158196480,1.669571853
2105362903731391744,2.549506608
2105414310196331264,0.930295459
2105415302330571008,1.747235136
2105435544515167232,2.24614956
2105535462635217792,0.685209554
2105538623730974848,1.417025819
2105618029085927680,1.787293225
2105620159389754624,3.402599929
2106008493152187392,2.601315045
2106306495162679552,1.079936569
2106371744306291328,1.13898372
2106496607595412480,1.547630363
2106674071344722688,15.62526051
2106705269988803072,2.205469892
2106821925598401152,3.929070353
2106996095111385728,1.075854749
2107001283431633408,3.320941907
2107236613280607104,1.819203095
2107243072911617024,2.631278489
2107244481660894592,1.688752768
2107266570672734592,2.823488176
2107279803471399168,0.464356021
2107311723669410560,2.229457686
2107315365800640896,3.351882516
2107342716152550272,1.606940044
2107622335702262400,1.564692653
2107658516506930048,2.937009199
2116862833283266432,2.024903329
2119196585370036736,1.900844095
2119534646538533888,1.289178013
2119583201145735808,9.251734864
2119602202081351168,5.247635854
2119710538336363904,1.415027895
2119814820141727232,1.776526425
2125713940547834496,5.684449665
2125751461382627840,8.818228848
2125790322246812672,2.030885787
2125831210335846016,1.623112337
2125848733801094912,1.01195437
2125850623586710400,1.076473862
2126119862195142272,0.802974253
2126237131982289280,1.792537044
2126266823097360000,1.320844281
2126418658780855296,1.523171483
2126432677554353280,1.494774521
2126436800722944000,1.364985356
2126454633427425664,1.57195938
2126508676995012352,1.586037202
2126556132093765888,24.93380099
2126569051355142656,1.508656548
2126576679217244160,1.179666515
2126601108991279872,2.742529233
2126801563705846528,1.429819266
2126878048483137152,1.444020588
2126912305142208384,1.561979812
2126918008858627712,4.325788135
2127001056345369984,1.594875131
2127355923723254272,0.813646988
2127390970655877888,1.083679199
2127398083121764736,1.258996702
2127771917075703424,1.257745132
2127798442794047104,1.674095363
2127851116271982848,1.41807951
2127956360152391168,0.97001187
2127985806448631808,0.449006457
2128013019361703936,0.601261502
2128067720065692672,0.845465319
2128098197152438144,2.090459644
2128198974266072192,0.749685635
2128273225659492608,1.263788169
2128298617506651904,1.27092442
2128369501647063808,1.076769734
2128504397979254528,0.994836091
2128724678262662144,1.788594336
2128911251641171200,1.583133001
2128925579652377472,1.674362503
2129025841368107136,1.647925357
2129084935820532608,5.853292311
2129161734133025408,1.262190339
2129495057954829952,2.943928559
2129503235571760128,1.083476142
2129503716608032256,0.79477414
2129550445852902656,6.929799952
2129753580626548736,1.245963343
2130124219123552256,1.244770287
2130243550494676480,1.530856599
2130250731680096384,0.740780188
2130320172711659136,3.492340026
2130368310704421120,2.148845107
2130405041264941184,0.988344491
2130460394803778816,1.291414825
2130625287187139072,0.832290962
2130634667395736704,1.38469163
2130661880308812800,2.360820532
2130825020347168512,1.081707935
2130889204338693504,1.085560364
2131059594280288128,0.666056562
2131114947819394816,1.172651992
2131169545443676032,0.891225755
2131216137248338304,2.501701037
2131494313689868416,2.405007473
