ID	Teff	Teff-pe	Teff-err-new	FeH	FeH-pe	FeH-err-new	Logg	Logg-pe	Logg-err-new	Parallax	Parallax-e	G-Mag	G-Mag-Err	G-Mag-err-new	RA	DEC
6125644402384918784	5645.641	21.3059	104.2014461	-0.3973	0.0298	0.133371811	4.4761	0.0082	0.04	15.505520734369492	0.01270501	9.095598	0.002758364	0.5	186.5740469397414	-51.36305883
6154982877300947840	6993.378	25.1725	105.0602435	-0.1382	0.0129	0.130638471	4.0053	0.0192	0.04	2.4541137392431076	0.030315673	10.578929	0.002771252	0.5	196.04379001720122	-35.54952902
61607255708760960	5523.48	4.0313	102.0796325	-0.0163	0.00515	0.13010197	4.3802	0.00295	0.04	3.041756942199652	0.013778748	13.195046	0.002760068	0.5	52.34205732	22.29934714176724
6160877943251930368	5425.766	9.51225	102.4425834	-0.0458	0.0096	0.13035398	4.4758	0.00275	0.04	6.1522448244980525	0.020277414	11.279936	0.002830025	0.5	190.6188058395462	-30.6398159
6171009049549197824	6371.4927	13.17875	102.8478461	-0.1427	0.0126	0.130609188	4.1811	0.0078	0.04	3.5171917030399555	0.017579801	10.797681	0.002765908	0.5	208.92801253850732	-32.15971485
6173435259395017344	5898.265	55.874	116.3009195	-0.3779	0.0754	0.150283599	3.8759	0.05335	0.05335	1.464815024231895	0.01646334	12.558747	0.00276702	0.5	209.51700929478258	-30.34815368
6173451477191225984	5891.3594	12.95965	102.8200006	-0.4391	0.01395	0.130746329	4.1061	0.0038	0.04	5.206350790522079	0.03648819	9.873362	0.002768897	0.5	210.19357298871057	-30.58360968
6186950525042445824	5582.832	41.1013	109.9696179	-0.1032	0.0442	0.137308558	4.4249	0.0152	0.04	4.689651707025803	0.023019936	11.682351	0.002766707	0.5	195.3597535104595	-27.5222282
6198312362812872320	5668.4985	11.04785	102.5965642	-0.2185	0.012	0.130552671	4.2477	0.005	0.04	2.061494396	0.016754031	12.526171	0.002762854	0.5	223.65871873845435	-38.74454707
6239410080231903488	3494.6802	2.6189	102.0336152	-0.2133	0.0141	0.130762418	4.8533	0.0044	0.04	8.926341535423148	0.046475794	15.485627	0.002828491	0.5	233.62473355754736	-23.25947535
