# ID	Teff	Teff-err	FeH	FeH-err	Logg	Logg-err	Parallax	Parallax-err	G-Mag	G-Mag-err	RA	DEC
2105435544515167232	5086.6694	102.7793091	-0.1458	0.130590046	4.5783	0.160430865	2.2731795601500355	0.013443456	14.2318125	0.01	286.8653803125458	41.98895318398473
2105535462635217792	5760.8633	102.7156954	-0.1614	0.130778678	4.2839	0.161327067	0.7106505537506184	0.020195948	15.054159	0.01	285.7994928938535	42.81174163
2105538623730974848	4892.5215	103.00072	-0.0933	0.131126361	4.6272	0.160261419	1.4431808192736424	0.023743154	15.551212	0.01	286.41003168083245	42.681512915451805
2105618029085927680	5330.454	102.3234001	-0.0302	0.130314629	4.481	0.16010509	1.8139352251228036	0.013893282	14.12361	0.01	287.2954010039887	43.279867524725944
2105620159389754624	6311.2393	106.9528349	-0.2121	0.132410432	4.1571	0.160499291	3.4211089295772403	0.01150541	10.866396	0.01	287.34567144104676	43.378389261930046
2106008493152187392	4751.026	102.1187272	-0.6365	0.130571207	4.5418	0.160049992	2.628061044661278	0.014229073	14.274101	0.01	287.4389378949233	43.83200263821952
2106371744306291328	5329.74	104.5829409	-0.0884	0.132106964	4.4207	0.160405611	1.164497718796207	0.016914349	14.7083435	0.01	285.03604903623614	45.07098913560869
2106496607595412480	5622.0244	102.0206779	-0.6391	0.130287461	4.4476	0.160067556	1.5733113635457643	0.012668483	14.008748	0.01	285.6919534367654	45.689399841638206
2106674071344722688	5421.0293	102.2574978	-0.3159	0.130255221	4.5125	0.160008508	15.642865506024158	0.010475128	9.556875	0.01	284.0592386	44.51838003138322
2106705269988803072	5541.88	106.5869132	0.134	0.13535616	4.2252	0.160236357	2.2192608914889176	0.010392124	12.297433	0.01	284.4824273919462	44.39788729668457
2106821925598401152	5449.947	106.0682307	-0.0018	0.133668283	4.5731	0.160527256	3.942304352970639	0.008395347	12.473321	0.01	284.06112235347956	45.50681150277166
2106996095111385728	5337.2827	164.1567507	-0.2472	0.173930453	4.6006	0.163583014	1.1007617491109145	0.02261748	15.473331	0.01	283.29202457657084	45.43397789993041
2107236613280607104	6178.9956	102.4531472	-0.3594	0.130335807	4.2342	0.16014022	1.8369390937165566	0.01162844	12.584122	0.01	284.55578683877354	46.06388791011217
2107243072911617024	5627.6567	106.2794478	-0.0113	0.1362671	4.5139	0.160848531	2.651593489535096	0.015123543	12.986699	0.01	284.3942829947417	46.24911055
2107244481660894592	4653.911	104.3587749	0.1309	0.133964632	4.541	0.161827261	1.714532767378586	0.021575505	15.188723	0.01	284.3427244	46.31659106275502
2107266570672734592	6019.33	102.0547089	0.0485	0.13010197	4.1819	0.160082861	2.8687291741754257	0.010131955	11.434997	0.01	285.18994359154334	46.028062380373605
2107279803471399168	5511.3457	112.636075	-0.048	0.13994013	4.3465	0.161359258	0.48843902098903436	0.026488293	15.768521	0.01	285.0570945819642	46.320606196134655
2107311723669410560	4648.7886	102.2058881	0.6283	0.131388365	4.6332	0.160063269	2.2559836865617537	0.018733649	14.851298	0.01	285.2537579621294	46.58222005
2107315365800640896	6200.7095	102.1217104	-0.11	0.130188325	4.0108	0.16001653	3.3655725160818046	0.012389916	10.214357	0.01	285.0775854939143	46.41965646495311
2107342716152550272	6005.9355	106.1177728	-0.1558	0.145658814	3.8355	0.161214337	1.6535810438992682	0.010724034	11.676669	0.01	284.5936853486546	46.449735287169595
2107622335702262400	5314.3926	103.0712223	0.0763	0.131152669	4.589	0.160150874	1.5899826522962777	0.016100168	14.610095	0.01	283.0228531242302	47.26114214727769
2107658516506930048	5688.562	105.7037901	0.0954	0.131984241	4.4865	0.160278827	2.9511571988459098	0.009821322	12.595838	0.01	283.42915354817893	47.59239462279762
2116862833283266432	5872.4985	102.0425637	-0.2702	0.13011004	3.9982	0.160069016	2.0622383299919154	0.0089155	11.922925	0.01	281.11230612702497	43.22776554
2119196585370036736	6154.762	102.5030605	-0.3034	0.130318111	3.9494	0.160091099	1.9485500950912622	0.011210326	11.66546	0.01	281.46178825059314	46.78992938866643
2119534646538533888	5942.2583	103.0508916	-0.3065	0.130557277	4.3436	0.16106598	1.3146350129378266	0.012112751	13.74155	0.01	282.0612716644763	47.085498982041464
2119583201145735808	4800.82	102.0573611	0.0025	0.130143037	4.5583	0.160005695	9.285282865663323	0.010189082	11.474475	0.01	281.4824647486216	47.20782027646408
