# ID	Teff	Teff-err	FeH	FeH-err	Logg	Logg-err	Parallax	Parallax-err	G-Mag	G-Mag-err	RA	DEC
1076970406751899008	6437.147	102.006465	-0.0366	0.130216	4.1884	0.160011	10.34398	0.018027	8.24857	0.01	161.909003	71.655722	
1750321012752775040	6138.781	102.064796	-0.1752	0.130041	4.027	0.160089	1.708109	0.015179	11.931145	0.01	313.687292	9.179068	
181908842994567936	6580.7725	103.960487	0.1084	0.13184	4.1002	0.160491	7.413996	0.020074	8.461335	0.01	78.295593	33.317946	
1835842749465226368	6739.136	102.925078	-0.352	0.130125	3.9778	0.160607	2.906835	0.01493	10.210516	0.01	305.441328	26.692676	
2033123654092592384	8848.703	102.04568	-1.4907	0.130585	4.1247	0.160019	7.325936	0.023928	7.589816	0.01	294.661413	31.219199	
2052168466766597120	6133.7817	102.202124	-0.0007	0.130134	3.9141	0.160361	0.948127	0.009765	13.216793	0.01	294.149652	38.458205	
2053552270863859712	6642.582	103.186121	-0.2624	0.130779	4.1882	0.160507	0.685797	0.015245	14.314449	0.01	293.084611	41.135404	
2054523105274216704	8742.581	116.830689	0.0172	0.133428	4.2119	0.162589	2.068302	0.012824	10.543578	0.01	304.800032	32.581045	
2073153024144692736	6426.5894	102.69783	-0.0719	0.130427	4.1774	0.160166	0.99706	0.011382	13.438997	0.01	295.498073	38.644448	
2079005651508492032	6654.1885	102.664683	-0.3187	0.130157	4.1476	0.160197	1.204362	0.012906	12.881743	0.01	298.81638	43.99802	
2080386917291928832	6387.2627	102.032644	-0.2144	0.130053	3.9839	0.160008	4.729649	0.010219	9.522967	0.01	295.802876	45.987963	
2080605823183999616	5818.928	116.140181	-0.0758	0.139977	3.7656	0.161553	0.775773	0.010298	13.251771	0.01	295.920667	47.448616	
2082161219824397568	6766.387	103.790525	-0.4877	0.130567	4.108	0.160642	1.085814	0.010067	13.268091	0.01	300.332339	44.986105	
2105274977158196480	6717.0483	102.396205	-0.1927	0.130225	4.1672	0.1601	1.709064	0.010984	11.956819	0.01	281.971235	43.672785	
2107315365800640896	6200.7095	102.12171	-0.11	0.130188	4.0108	0.160017	3.365573	0.01239	10.214357	0.01	285.077585	46.419656	
2107342716152550272	6005.9355	106.117773	-0.1558	0.145659	3.8355	0.161214	1.653581	0.010724	11.676669	0.01	284.593685	46.449735	
2127956360152391168	5168.095	104.222925	-0.0023	0.131799	3.5931	0.161805	0.99764	0.010239	13.247179	0.01	293.796855	45.160726	
2132178725317511936	6179.7046	102.464305	-0.2142	0.130249	3.9428	0.160046	1.870072	0.01118	11.309689	0.01	284.422754	49.10619	
2135002576119495936	6314.268	104.857395	0.0443	0.130957	4.193	0.160205	1.891308	0.01135	12.075978	0.01	294.46852	49.330977	
2188906825165621120	7426.445	102.009363	-0.1975	0.130419	4.0429	0.160021	6.704486	0.018634	7.989994	0.01	316.203695	55.588025	
2441013811932929280	6426.0034	102.319436	-0.3622	0.130118	3.9684	0.160075	3.753893	0.025245	9.82388	0.01	0.325761	-8.92625	
2507901914613201024	6121.359	102.103088	-0.0657	0.130108	3.9625	0.160096	2.850647	0.026487	10.568542	0.01	29.263454	0.758824	
2562569564026683520	6289.9805	103.941763	-0.0141	0.131193	4.0683	0.160808	2.619506	0.023635	10.918823	0.01	19.550586	2.702783	
2881784280929695360	6506.252	103.630824	-0.0421	0.130694	4.1801	0.160569	3.708311	0.014411	10.592974	0.01	0.362098	39.383794	
3080104185367102592	7675.4897	102.443661	-0.2621	0.130258	4.0561	0.160122	3.013199	0.019167	9.777479	0.01	130.505638	3.710566	
3231856379348299008	6200.522	103.487802	-0.2111	0.130548	3.8878	0.160778	3.658446	0.018993	9.90371	0.01	72.660589	1.893834	
3291455819447952768	8811.203	212.1031	-0.6242	0.171854	4.1089	0.162123	3.172737	0.023876	9.458499	0.01	74.552333	9.997979	
3342228616422593664	6333.0283	102.700247	0.0429	0.130361	3.8857	0.160166	3.628271	0.016266	9.478963	0.01	90.06259	11.884054	
338382713564401920	5749.947	102.067498	0.0196	0.130155	3.9847	0.160049	3.015396	0.024739	10.529541	0.01	38.361573	41.013432	
3385777286999240576	6480.038	102.843591	-0.233	0.130486	4.1759	0.16022	3.211543	0.016532	10.824878	0.01	100.848012	27.252179	
3394923127797114496	6580.8594	102.408644	-0.2834	0.130063	4.0741	0.160162	1.497538	0.016342	12.456422	0.01	76.867332	16.867694	
3402980516507429888	6188.6704	102.07519	-0.2359	0.13005	3.8047	0.160223	4.49532	0.019475	9.083192	0.01	83.865929	21.294239	
4056326681029056896	5365.067	115.366951	-3.7743	0.73302	4.2945	0.162139	0.477193	0.051213	16.082968	0.01	269.147926	-29.5393	
4558177980124887936	6560.81	102.412105	-0.2705	0.13008	4.0773	0.160476	3.76555	0.019745	10.118072	0.01	253.186296	16.579914	
4608935250790855296	6124.7437	102.321231	0.0353	0.130318	3.8931	0.160392	2.735731	0.01176	10.485661	0.01	267.640491	36.570174	
470650560779277952	6715.0464	104.383179	-0.57	0.130373	4.09	0.161547	4.898983	0.026105	9.74296	0.01	65.469581	57.81721	
4707634458245031552	5650.196	103.361138	0.1848	0.131056	3.8167	0.160024	12.50442	0.016992	7.605658	0.01	4.447186	-66.358929	
4747624104168195072	5953.785	102.009195	0.0217	0.130162	4.023	0.160003	13.019698	0.017195	7.430989	0.01	47.517282	-50.832259	
4837286842168217088	6451.811	102.148556	-0.0193	0.130365	4.0967	0.160091	2.629928	0.014959	10.898673	0.01	62.616082	-45.898244	
4994237247949280000	6454.3584	102.303292	-0.0729	0.13016	4.0741	0.16025	1.83164	0.02329	11.629208	0.01	7.709536	-40.573463	
5065640460769428224	6002.626	102.240119	-0.2445	0.130194	3.8612	0.160016	2.409674	0.025232	10.846672	0.01	41.040079	-30.16908	
5385076140853434752	5836.351	102.08938	0.288	0.130018	4.0852	0.160055	1.550198	0.011868	12.557459	0.01	176.240229	-38.139716	
5580554052549277056	6137.0757	102.344269	-0.1254	0.130271	3.9693	0.160024	2.961893	0.013374	10.403227	0.01	99.734593	-36.646129	
5751177095877066496	6307.54	102.417663	0.0562	0.130194	4.1259	0.160089	2.835207	0.015837	10.900257	0.01	126.337824	-11.500989	
6086712585429729536	6972.9062	102.730679	-0.1819	0.13049	3.908	0.160361	1.923683	0.022196	11.0113	0.01	199.433739	-47.237575	
6154982877300947840	6993.378	105.060243	-0.1382	0.130638	4.0053	0.161148	2.454114	0.030316	10.578929	0.01	196.04379	-35.549529	
646125297938578944	6011.8174	102.011644	-0.0912	0.130038	3.9685	0.160018	4.507557	0.018164	9.590924	0.01	142.743405	26.53999	
6482103014085857024	6174.818	102.81196	-0.2819	0.130544	3.9619	0.160114	1.824141	0.018466	11.472745	0.01	309.511235	-48.462084	
651935220461650560	7346.182	102.038621	-0.1574	0.130431	4.1431	0.16022	4.422665	0.020778	9.21627	0.01	125.617403	13.735309	
