# ID	Teff	Teff-err	FeH	FeH-err	Logg	Logg-err	Parallax	Parallax-err	G-Mag	G-Mag-err	RA	DEC
1044013542142711296	3601.738	102.130048	-0.1009	0.136118	4.6461	0.160109	12.588657	0.013927	13.633956	0.01	130.900213	63.078074	
1344163891352965632	5992.018	102.165718	-0.2277	0.130031	3.6662	0.160068	4.438534	0.012652	8.94528	0.01	263.758074	40.695042	
148080473682357376	3842.436	102.240777	-0.3196	0.133217	4.7783	0.160735	13.312371	0.016811	13.308754	0.01	70.149406	25.009807	
2086389357427331712	5843.6416	103.167327	-0.3051	0.13053	3.6563	0.160105	1.163437	0.00938	12.225351	0.01	297.215846	47.378508	
2126556132093765888	3172.2478	102.001739	-0.4905	0.130006	5.1109	0.160001	24.974447	0.020381	14.969373	0.01	292.219618	44.617309	
2439222638771000448	3325.3345	102.035316	-0.0241	0.130205	4.8985	0.160033	8.965101	0.058285	16.114773	0.01	353.91695	-7.686727	
2966680597368750720	4663.2993	122.069144	-1.4787	0.130015	4.5291	0.160402	5.932649	0.018948	14.344855	0.01	88.146808	-19.031626	
3595647565382917120	3444.6692	102.595025	-0.5079	0.148438	4.6796	0.165639	9.104586	0.032432	15.355399	0.01	179.835841	-6.517855	
3675248118423392256	3771.7578	102.021056	-0.0251	0.130673	4.7024	0.160267	6.886303	0.027973	14.749148	0.01	190.689242	-8.535985	
3857872051994269824	3334.978	102.105228	-0.4296	0.134513	5.0093	0.160933	32.18037	0.019016	13.413598	0.01	160.594121	4.441376	
3859431674878660864	3798.5198	102.050507	0.0581	0.130136	4.672	0.160058	8.554183	0.019325	14.051001	0.01	159.420986	6.285866	
3864142669886768896	3325.988	102.05888	-0.174	0.130332	4.9506	0.160035	9.291309	0.066254	16.328287	0.01	163.251904	5.306473	
427224073427887360	3399.8037	102.009647	-1.3635	0.130056	3.9652	0.160153	19.336224	0.013051	12.542486	0.01	10.089157	61.213379	
5337273743301313536	6679.9697	104.923255	-0.443	0.130817	4.1121	0.162724	0.663195	0.016751	14.551385	0.01	166.979878	-61.146249	
5337294049909975680	4921.7666	143.47105	-0.9781	0.278901	4.3689	0.164451	0.370726	0.046248	16.664139	0.01	167.32792	-61.095262	
5351820556994135296	6568.681	102.335005	-0.1667	0.130183	4.0537	0.16004	2.801582	0.011563	10.70588	0.01	155.984137	-56.843116	
5357465071731312768	3322.5972	102.002178	-0.6889	0.130029	4.2712	0.160017	36.39962	0.016296	11.361207	0.01	156.747239	-52.467822	
5409268527708808320	5478.038	102.814144	0.2007	0.130663	4.1103	0.160242	3.675805	0.012962	11.293369	0.01	144.537765	-49.335221	
5545555570947605376	5696.5625	106.146801	-0.045	0.132825	4.2424	0.160808	3.229428	0.010261	11.829936	0.01	119.059817	-35.116712	
5664814198431308288	3204.3516	110.055806	-0.8728	0.215163	4.2799	0.215794	106.014788	0.022697	9.891662	0.01	144.007485	-21.665201	
5880886001621564928	4506.4727	105.491365	0.2975	0.163072	4.5962	0.16025	15.677687	0.012572	10.761123	0.01	222.165457	-57.588888	
6239410080231903488	3494.6802	102.033615	-0.2133	0.130762	4.8533	0.16006	8.926342	0.046476	15.485627	0.01	233.624734	-23.259475	
6255655673768103168	3479.4956	102.49109	-0.4533	0.147388	4.7816	0.163398	5.651273	0.072509	16.616323	0.01	228.618857	-21.022726	
